山东章鼓,002598,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),601,39,561,93.46%,3.16%
华中地区,3680,2471,1208,32.84%,6.8%
西北地区,3829,2581,1248,32.6%,7.02%
西南地区,3550,2441,1109,31.24%,6.24%
东北地区,2914,2048,867,29.74%,4.87%
华南地区,3456,2367,1089,31.52%,6.13%
华北地区,12826,8429,4397,34.28%,24.73%
华东地区,20504,13508,6996,34.12%,39.34%
国外地区,916,609,307,33.48%,1.72%

山东章鼓,002598,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外地区,1889,-- ,1889,--,1.75%
西北地区,7641,-- ,7641,--,7.08%
华南地区,3760,-- ,3760,--,3.49%
西南地区,6824,-- ,6824,--,6.33%
华中地区,9828,-- ,9828,--,9.11%
其他（补充）,1781,-- ,1781,--,1.65%
东北地区,6021,-- ,6021,--,5.58%
华北地区,26527,-- ,26527,--,24.59%
华东地区,43593,-- ,43593,--,40.41%

山东章鼓,002598,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),439,112,327,74.53%,1.86%
西南地区,4085,2818,1267,31.01%,7.21%
华中地区,3901,2684,1216,31.18%,6.92%
华东地区,20776,13607,7169,34.51%,40.79%
国外地区,856,545,311,36.33%,1.77%
东北地区,3427,2370,1057,30.84%,6.01%
华北地区,12605,8281,4324,34.3%,24.6%
西北地区,4599,3143,1457,31.67%,8.29%
华南地区,1542,1092,450,29.17%,2.56%

山东章鼓,002598,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北地区,4408,3043,1365,30.97%,4.4%
华北地区,23682,15865,7817,33.01%,25.17%
华东地区,39289,26353,12936,32.93%,41.65%
国外地区,2145,1406,739,34.47%,2.38%
西北地区,6281,4229,2053,32.68%,6.61%
华南地区,3476,2469,1007,28.97%,3.24%
其他(补充),1075,88,987,91.84%,3.18%
西南地区,6141,4317,1825,29.71%,5.87%
华中地区,7800,5472,2328,29.85%,7.5%

山东章鼓,002598,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,3437,2400,1036,30.16%,7.25%
华南地区,1187,850,337,28.42%,2.36%
东北地区,1497,1046,452,30.18%,3.16%
华北地区,10543,7104,3439,32.62%,24.04%
国外地区,1079,682,396,36.75%,2.77%
华中地区,4062,2812,1250,30.78%,8.74%
其他业务收入,511,37,474,92.77%,3.32%
西南地区,2770,1954,816,29.46%,5.7%
华东地区,18208,12104,6104,33.52%,42.67%

山东章鼓,002598,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,5724,3953,1771,30.94%,7.61%
西北地区,4569,3069,1500,32.83%,6.45%
华南地区,2033,1430,603,29.67%,2.59%
华北地区,17399,11691,5708,32.81%,24.53%
华中地区,5491,3818,1673,30.46%,7.19%
华东地区,29353,19485,9868,33.62%,42.41%
国外地区,1347,868,479,35.58%,2.06%
其他（补充）,991,322,669,67.51%,2.88%
东北地区,3194,2195,999,31.29%,4.29%

山东章鼓,002598,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),436,144,292,67.04%,2.94%
国外地区,633,375,257,40.67%,2.59%
东北地区,1197,846,351,29.34%,3.53%
西南地区,3428,2442,985,28.75%,9.91%
西北地区,1697,1191,506,29.84%,5.09%
华北地区,7085,4875,2210,31.19%,22.23%
华中地区,2711,1891,820,30.26%,8.25%
华南地区,1045,751,294,28.13%,2.96%
华东地区,13169,8946,4223,32.07%,42.48%

山东章鼓,002598,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,447,59,388,86.86%,2.25%
国外地区,1806,1061,745,41.26%,4.31%
东北地区,2478,1617,860,34.72%,4.98%
西南地区,3139,2083,1056,33.65%,6.12%
西北地区,4104,2655,1448,35.29%,8.38%
华北地区,9850,6369,3480,35.33%,20.15%
华中地区,4183,2769,1414,33.81%,8.19%
华南地区,1305,875,430,32.93%,2.49%
华东地区,20817,13368,7449,35.78%,43.13%

山东章鼓,002598,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,9419,6077,3343,35.49%,43.7%
其他（补充）,197,23,174,88.14%,2.27%
国外地区,919,540,378,41.2%,4.95%
东北地区,1020,676,344,33.76%,4.5%
西南地区,1499,1002,497,33.18%,6.5%
西北地区,899,598,301,33.47%,3.93%
华北地区,5106,3304,1802,35.29%,23.56%
华中地区,1769,1152,617,34.89%,8.07%
华南地区,598,405,192,32.19%,2.52%

山东章鼓,002598,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他业务收入,386,55,331,85.79%,1.96%
国外地区,1277,746,530,41.54%,3.14%
东北地区,2155,1363,792,36.75%,4.69%
西南地区,2904,1861,1042,35.9%,6.18%
西北地区,4697,2946,1752,37.29%,10.38%
华北地区,8590,5372,3218,37.46%,19.07%
华中地区,4551,2923,1628,35.78%,9.65%
华南地区,1326,851,475,35.85%,2.82%
华东地区,18728,11621,7107,37.95%,42.11%

山东章鼓,002598,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,186,19,167,89.55%,1.99%
西南地区,1654,1059,595,35.98%,7.11%
