广发证券,000776,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-62906,-- ,-62906,--,-4.43%
总部,600606,-- ,600606,--,42.28%
重庆,3884,-- ,3884,--,0.27%
浙江,7948,-- ,7948,--,0.56%
云南,2734,-- ,2734,--,0.19%
新疆,1315,-- ,1315,--,0.09%
西藏,25,-- ,25,--,0%
天津,2018,-- ,2018,--,0.14%
四川,3339,-- ,3339,--,0.24%
上海,21567,-- ,21567,--,1.52%
陕西,6133,-- ,6133,--,0.43%
山西,811,-- ,811,--,0.06%
山东,4123,-- ,4123,--,0.29%
青海,108,-- ,108,--,0.01%
宁夏,119,-- ,119,--,0.01%
内蒙古,481,-- ,481,--,0.03%
辽宁,9520,-- ,9520,--,0.67%
境外子公司（含港澳）,24473,-- ,24473,--,1.72%
境内子公司,582716,-- ,582716,--,41.02%
江西,1018,-- ,1018,--,0.07%
江苏,6924,-- ,6924,--,0.49%
吉林,2230,-- ,2230,--,0.16%
湖南,1190,-- ,1190,--,0.08%
湖北,15589,-- ,15589,--,1.1%
黑龙江,1340,-- ,1340,--,0.09%
河南,2875,-- ,2875,--,0.2%
河北,15066,-- ,15066,--,1.06%
海南,2083,-- ,2083,--,0.15%
贵州,653,-- ,653,--,0.05%
广西,1690,-- ,1690,--,0.12%
广东,137967,-- ,137967,--,9.71%
甘肃,1307,-- ,1307,--,0.09%
福建,8184,-- ,8184,--,0.58%
北京,12130,-- ,12130,--,0.85%
安徽,1373,-- ,1373,--,0.1%

广发证券,000776,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
上海,32314,-- ,32314,--,1.42%
抵销,-48039,-- ,-48039,--,-2.11%
总部,949155,-- ,949155,--,41.61%
山西,1241,-- ,1241,--,0.05%
山东,6425,-- ,6425,--,0.28%
江苏,10004,-- ,10004,--,0.44%
辽宁,14912,-- ,14912,--,0.65%
广东,209712,-- ,209712,--,9.19%
西藏,50,-- ,50,--,0%
宁夏,190,-- ,190,--,0.01%
贵州,900,-- ,900,--,0.04%
天津,3172,-- ,3172,--,0.14%
内蒙古,725,-- ,725,--,0.03%
甘肃,1968,-- ,1968,--,0.09%
四川,4752,-- ,4752,--,0.21%
广西,2428,-- ,2428,--,0.11%
黑龙江,2308,-- ,2308,--,0.1%
云南,4604,-- ,4604,--,0.2%
河南,4300,-- ,4300,--,0.19%
北京,18541,-- ,18541,--,0.81%
境内子公司,865715,-- ,865715,--,37.95%
境外子公司（含港澳）,95717,-- ,95717,--,4.2%
新疆,1779,-- ,1779,--,0.08%
青海,180,-- ,180,--,0.01%
湖南,1435,-- ,1435,--,0.06%
浙江,12534,-- ,12534,--,0.55%
湖北,24723,-- ,24723,--,1.08%
安徽,1935,-- ,1935,--,0.08%
江西,1556,-- ,1556,--,0.07%
重庆,5723,-- ,5723,--,0.25%
海南,3312,-- ,3312,--,0.15%
吉林,3675,-- ,3675,--,0.16%
陕西,9578,-- ,9578,--,0.42%
福建,11461,-- ,11461,--,0.5%
河北,22002,-- ,22002,--,0.96%

广发证券,000776,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
浙江,6924,3442,3482,50.29%,0.58%
河北,12123,6065,6059,49.97%,1%
广东,115774,44201,71572,61.82%,11.85%
河南,2349,1302,1047,44.57%,0.17%
重庆,3255,1350,1906,58.53%,0.32%
江苏,5439,3184,2255,41.46%,0.37%
辽宁,8411,4131,4279,50.88%,0.71%
