富安娜,002327,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,8010,-- ,8010,--,11.67%
西北地区,4565,-- ,4565,--,6.65%
西南地区,14099,7961,6138,43.53%,8.94%
东北地区,6615,-- ,6615,--,9.63%
华南地区,38124,15040,23084,60.55%,33.62%
华北地区,13391,6105,7286,54.41%,10.61%
华东地区,25224,12267,12957,51.37%,18.87%

富安娜,002327,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,12331,-- ,12331,--,7.34%
华中地区,27204,13698,13506,49.65%,8.04%
其他(补充),-- ,1265,-1265,--,-0.75%
华北地区,21373,-- ,21373,--,12.72%
华东地区,60344,29345,31000,51.37%,18.45%
西南地区,38269,20660,17609,46.01%,10.48%
华南地区,101559,45858,55701,54.85%,33.14%
东北地区,17804,-- ,17804,--,10.59%

富安娜,002327,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,4801,-- ,4801,--,6.77%
西南地区,10885,-- ,10885,--,15.34%
华东地区,21952,11385,10567,48.14%,14.89%
华中地区,10957,-- ,10957,--,15.44%
其他(补充),-- ,669,-669,--,-0.94%
华南地区,45311,22451,22860,50.45%,32.22%
华北地区,11734,5030,6704,57.13%,9.45%
东北地区,4847,-- ,4847,--,6.83%

富安娜,002327,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,14938,-- ,14938,--,8.85%
华中地区,31831,16535,15296,48.05%,9.07%
东北地区,13502,-- ,13502,--,8%
西南地区,41757,22145,19612,46.97%,11.62%
华南地区,108170,54839,53331,49.3%,31.61%
其他(补充),-- ,1946,-1946,--,-1.15%
华北地区,24398,-- ,24398,--,14.46%
华东地区,57254,27649,29606,51.71%,17.55%

富安娜,002327,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北地区,5919,-- ,5919,--,8.62%
其他(补充),-- ,911,-911,--,-1.33%
华北地区,11701,5002,6699,57.25%,9.76%
华东地区,21835,11155,10680,48.91%,15.56%
华中地区,11291,-- ,11291,--,16.45%
华南地区,45042,21858,23184,51.47%,33.78%
西南地区,13137,7036,6102,46.45%,8.89%
西北地区,5668,-- ,5668,--,8.26%

富安娜,002327,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,12955,-- ,12955,--,8.59%
其他(补充),-- ,2060,-2060,--,-1.37%
华北地区,23031,-- ,23031,--,15.27%
西南地区,31146,17192,13954,44.8%,9.25%
华南地区,105666,52728,52938,50.1%,35.1%
东北地区,12087,-- ,12087,--,8.01%
华东地区,46811,22694,24117,51.52%,15.99%
华中地区,29926,16120,13806,46.14%,9.15%

富安娜,002327,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,19303,8715,10589,54.86%,21.94%
东北地区,4598,2403,2195,47.74%,4.55%
华中地区,9873,5527,4346,44.02%,9%
华南地区,37685,18655,19030,50.5%,39.42%
西南地区,11410,6309,5101,44.71%,10.57%
华北地区,8441,4104,4337,51.38%,8.98%
西北地区,4819,2145,2674,55.48%,5.54%

富安娜,002327,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国贸,17,-- ,17,--,0.01%
东北地区,10969,-- ,10969,--,8.06%
西北地区,11670,-- ,11670,--,8.57%
华北地区,20027,-- ,20027,--,14.71%
西南地区,27998,15175,12824,45.8%,9.42%
华中地区,26835,14376,12459,46.43%,9.15%
华东地区,41338,19613,21725,52.55%,15.96%
华南地区,92304,45892,46412,50.28%,34.1%

富安娜,002327,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北地区,4427,2138,2289,51.71%,5.07%
西南地区,10398,5617,4780,45.97%,10.59%
西北地区,4451,1999,2452,55.09%,5.43%
华中地区,9357,5474,3883,41.5%,8.61%
华北地区,7019,3328,3691,52.58%,8.18%
华东地区,18922,8481,10440,55.18%,23.14%
华南地区,33541,15951,17589,52.44%,38.98%

富安娜,002327,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国贸,63,-- ,63,--,0.03%
东北地区,10197,-- ,10197,--,4.87%
西北地区,10041,-- ,10041,--,4.8%
华北地区,18647,-- ,18647,--,8.91%
西南地区,25938,-- ,25938,--,12.4%
华中地区,26007,-- ,26007,--,12.43%
华东地区,38667,-- ,38667,--,18.48%
华南地区,79701,-- ,79701,--,38.09%

富安娜,002327,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北地区,5888,2744,3144,53.39%,7%
东北地区,4081,1933,2148,52.64%,4.78%
华中地区,9684,5020,4663,48.16%,10.39%
华南地区,32053,14490,17563,54.79%,39.12%
其他（补充）,28,15,13,47.92%,0.03%
西南地区,11036,6027,5009,45.39%,11.16%
国贸,55,29,26,47.98%,0.06%
西北地区,4427,2073,2355,53.19%,5.25%
华东地区,19011,9041,9969,52.44%,22.21%

富安娜,002327,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3027,1263,1764,58.28%,1.75%
西北地区,9157,4690,4468,48.79%,4.42%
华北地区,16759,8260,8499,50.71%,8.41%
华中地区,25679,13562,12117,47.19%,11.99%
华东地区,35074,17090,17984,51.27%,17.79%
