雪天盐业,600929,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3408,1600,1808,53.06%,1.72%
省内,83513,40929,42584,50.99%,40.42%
省外,140281,79311,60969,43.46%,57.87%

雪天盐业,600929,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
省内,86709,41328,45381,52.34%,40.51%
其他（补充）,2895,1323,1572,54.3%,1.4%
省外,140678,75606,65072,46.26%,58.09%

雪天盐业,600929,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2330,1193,1138,48.82%,1.08%
其他地区,4654,2512,2142,46.02%,2.04%
福建,6340,3229,3111,49.07%,2.96%
江西,15998,10091,5907,36.92%,5.62%
安徽,975,732,243,24.92%,0.23%
江苏,6506,4892,1615,24.82%,1.54%
湖北,3321,2315,1006,30.3%,0.96%
海南,335,180,155,46.3%,0.15%
浙江,3168,1447,1721,54.32%,1.64%
上海,726,525,200,27.62%,0.19%
重庆,470,168,302,64.33%,0.29%
贵州,3651,2202,1449,39.69%,1.38%
广西,14178,6568,7610,53.67%,7.24%
广东,63965,30063,33902,53%,32.24%
湖南,93781,49133,44648,47.61%,42.46%

雪天盐业,600929,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1402,597,805,57.41%,0.69%
其他地区,1105,825,280,25.33%,0.24%
福建,5139,2970,2168,42.2%,1.86%
江西,1163,678,485,41.68%,0.42%
安徽,211,206,5,2.19%,0%
江苏,2377,2223,154,6.48%,0.13%
湖北,1851,2121,-270,-14.6%,-0.23%
海南,45,23,22,49.08%,0.02%
浙江,2401,2038,363,15.11%,0.31%
上海,914,818,96,10.53%,0.08%
重庆,45,34,12,25.66%,0.01%
贵州,2226,1217,1009,45.32%,0.87%
广西,16291,9215,7075,43.43%,6.07%
广东,38032,21484,16548,43.51%,14.21%
湖南,144362,56640,87722,60.77%,75.32%

雪天盐业,600929,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2472,1302,1170,47.33%,1.01%
其他地区,82,80,2,2.28%,0%
福建,4596,1998,2598,56.52%,2.25%
江西,1987,1374,613,30.85%,0.53%
安徽,522,642,-120,-23%,-0.1%
江苏,699,861,-162,-23.12%,-0.14%
湖北,2823,3367,-544,-19.26%,-0.47%
海南,48,24,24,50.25%,0.02%
浙江,2539,1967,572,22.52%,0.5%
上海,397,525,-128,-32.13%,-0.11%
重庆,233,181,52,22.19%,0.04%
贵州,2150,1305,845,39.29%,0.73%
广西,13140,9317,3823,29.1%,3.31%
广东,38479,27457,11022,28.64%,9.56%
湖南,155716,60148,95568,61.37%,82.86%

