航天动力,600343,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间抵销,-528,-170,-358,67.8%,-4.61%
西北分部,32324,27983,4341,13.43%,55.9%
华东分部,17505,13722,3783,21.61%,48.71%

航天动力,600343,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,6093,4738,1355,22.23%,6.01%
华南,5753,4641,1112,19.33%,4.93%
华北,9417,7735,1682,17.86%,7.46%
减：内部抵销数,-951,-636,-315,33.13%,-1.4%
西南,170865,166960,3905,2.29%,17.32%
其他（补充）,1521,1039,482,31.67%,2.14%
华中,7920,6143,1777,22.44%,7.88%
境外,941,778,163,17.34%,0.72%
西北,22803,18643,4160,18.24%,18.45%
华东,40789,32560,8229,20.17%,36.49%

航天动力,600343,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间抵销,-930,-938,7,-0.8%,0.07%
华东分部,17983,14512,3471,19.3%,33.03%
西北分部,63936,56906,7030,11%,66.9%

航天动力,600343,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,14278,11716,2562,17.95%,10.47%
减：内部抵销数,-2414,-2204,-210,8.71%,-0.86%
西南,76888,73352,3536,4.6%,14.45%
华中,13896,11145,2750,19.79%,11.24%
其他（补充）,909,415,493,54.3%,2.02%
东北,9377,7401,1976,21.07%,8.08%
华南,6431,5156,1274,19.82%,5.21%
西北,21742,16915,4827,22.2%,19.73%
华东,44650,37779,6871,15.39%,28.08%
境外,3021,2634,387,12.83%,1.58%

航天动力,600343,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北分部,49804,42478,7325,14.71%,68.33%
华东分部,19429,16042,3387,17.43%,31.6%
分部间抵销,-2166,-2174,7,-0.34%,0.07%

航天动力,600343,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,22451,18667,3784,16.85%,19.02%
东北,9688,8272,1415,14.61%,7.12%
华南,6819,5451,1368,20.06%,6.88%
西南,5451,4594,857,15.72%,4.31%
华中,10670,9129,1541,14.44%,7.75%
华东,111747,104999,6748,6.04%,33.92%
其他（补充）,2469,1287,1182,47.88%,5.94%
减：内部抵销数,-2989,-2989,0,0%,0%
境外,978,822,155,15.9%,0.78%
西北,16770,13928,2843,16.95%,14.29%

航天动力,600343,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间抵销,-3170,-3177,7,-0.24%,0.08%
华东分部,17448,14492,2956,16.94%,32.23%
西北分部,51810,45601,6209,11.98%,67.69%

航天动力,600343,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,71871,65528,6342,8.82%,0.03%
华北,26360,23993,2367,8.98%,0.01%
其他(补充),145454211,132238634,13215577,9.09%,56.37%
内部抵销数,-10797,-10797,0,0%,0%
境外,1005,831,174,17.29%,0%
东北,13889,11498,2391,17.21%,0.01%
西南,55963100,45754200,10208900,18.24%,43.55%
西北,40794,36374,4420,10.83%,0.02%
华南,4011,3397,614,15.31%,0%
华中,13093,11274,1818,13.89%,0.01%

航天动力,600343,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),5842,-- ,5842,--,9.38%
减：内部抵销数,-1610,-- ,-1610,--,-2.59%
境外,288,-- ,288,--,0.46%
东北,9683,-- ,9683,--,15.54%
西南,1591,-- ,1591,--,2.55%
西北,20295,-- ,20295,--,32.58%
华南,2353,-- ,2353,--,3.78%
华中,5873,-- ,5873,--,9.43%
华东,14237,-- ,14237,--,22.85%
华北,3744,-- ,3744,--,6.01%

航天动力,600343,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),17182,16021,1161,6.76%,5.55%
内部抵销数,-9702,-9702,0,0%,0%
境外,1249,1111,138,11.04%,0.66%
东北,15127,12667,2460,16.26%,11.77%
西南,7501,6268,1232,16.43%,5.89%
西北,37714,32613,5102,13.53%,24.4%
华南,5440,4460,979,18.01%,4.69%
华中,9233,8108,1125,12.18%,5.38%
华东,46079,39945,6134,13.31%,29.34%
华北,20515,17940,2575,12.55%,12.32%

航天动力,600343,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,1523,-- ,1523,--,2.82%
华南,5843,-- ,5843,--,10.83%
华北,5713,-- ,5713,--,10.59%
华中,4492,-- ,4492,--,8.33%
减：内部抵销数,-1324,-- ,-1324,--,-2.45%
西南,2965,-- ,2965,--,5.5%
其他（补充）,438,-- ,438,--,0.81%
境外,680,-- ,680,--,1.26%
西北,12791,-- ,12791,--,23.71%
华东,20824,-- ,20824,--,38.6%

航天动力,600343,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,4464,-- ,4464,--,3.41%
华中,13017,-- ,13017,--,9.93%
境外,977,-- ,977,--,0.75%
西北,54763,-- ,54763,--,41.78%
减：内部抵销数,-10220,-- ,-10220,--,-7.8%
华东,29208,-- ,29208,--,22.29%
其他(补充),4060,-- ,4060,--,3.1%
东北,10934,-- ,10934,--,8.34%
华南,2266,-- ,2266,--,1.73%
华北,21594,-- ,21594,--,16.48%

航天动力,600343,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),433,-- ,433,--,4.34%
内部抵销数,-2545,-2550,5,-0.19%,0.05%
境外,485,382,104,21.34%,1.04%
东北,7395,5952,1444,19.52%,14.47%
西南,2583,2068,515,19.93%,5.16%
西北,18681,15809,2872,15.37%,28.79%
华南,1664,1292,372,22.35%,3.73%
华中,5803,5104,699,12.04%,7.01%
华东,10615,8603,2012,18.95%,20.17%
华北,9193,7672,1521,16.54%,15.25%

航天动力,600343,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1254,457,797,63.55%,3.13%
