东方证券,600958,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵消,-63064,-2831,-60233,95.51%,-35.92%
浙江,3020,4031,-1011,-33.48%,-0.6%
上海,38307,21094,17213,44.94%,10.26%
其他地区分支机构,15251,23713,-8462,-55.49%,-5.05%
辽宁,6171,4496,1676,27.15%,1%
境外子公司,-6012,11168,-17180,285.76%,-10.24%
广西,3268,2448,820,25.1%,0.49%
广东,3653,4488,-835,-22.85%,-0.5%
公司总部及境内子公司,961936,726218,235718,24.5%,140.55%

东方证券,600958,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵消,-105814,-7303,-98511,93.1%,-35.8%
境外业务,50480,27342,23138,45.84%,8.41%
浙江,3987,4996,-1009,-25.31%,-0.37%
辽宁,10356,7611,2746,26.51%,1%
其他地区分支机构,21095,36118,-15023,-71.21%,-5.46%
广东,5443,7488,-2044,-37.56%,-0.74%
公司总部及境内子公司,1853015,1516671,336344,18.15%,122.24%
广西,5152,4155,997,19.35%,0.36%
上海,61495,32989,28506,46.36%,10.36%

东方证券,600958,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外业务,44690,18094,26596,59.51%,18.8%
浙江,3353,4237,-884,-26.37%,-0.63%
辽宁,7051,4909,2142,30.37%,1.51%
抵消,-40252,-3149,-37103,92.18%,-26.23%
其他地区分支机构,14870,22857,-7988,-53.72%,-5.65%
公司总部及境内子公司,727860,584856,143003,19.65%,101.08%
广西,3516,2793,723,20.57%,0.51%
上海,42510,26650,15859,37.31%,11.21%
广东,4293,5166,-873,-20.33%,-0.62%

东方证券,600958,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外业务,-17307,17619,-34925,201.8%,-27.77%
浙江,3809,5475,-1667,-43.76%,-1.33%
辽宁,8802,8599,203,2.31%,0.16%
广西,4112,4568,-456,-11.1%,-0.36%
上海,48359,35165,13194,27.28%,10.49%
公司总部及境内子公司,1011576,799312,212264,20.98%,168.8%
抵消,-49930,-8424,-41507,83.13%,-33.01%
