兴业证券,601377,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
上海地区,12685,9619,3067,24.18%,1.28%
其他地区,33225,44862,-11637,-35.02%,-4.86%
公司本部及子公司,680933,496173,184760,27.13%,77.1%
福建地区,102144,38708,63436,62.1%,26.47%

兴业证券,601377,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
上海地区,23505,16893,6612,28.13%,2.49%
公司本部及子公司,1210674,1001103,209571,17.31%,78.77%
其他地区,56571,77304,-20732,-36.65%,-7.79%
福建地区,134203,63590,70613,52.62%,26.54%

兴业证券,601377,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他地区,27650,35870,-8220,-29.73%,-4.01%
公司本部及子公司,585361,440857,144504,24.69%,70.56%
福建地区,80043,14038,66005,82.46%,32.23%
上海地区,11012,8501,2511,22.8%,1.23%

兴业证券,601377,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
浙江地区,4923,7271,-2348,-47.69%,-3.52%
北京地区,3462,5689,-2227,-64.31%,-3.34%
山东地区,2865,3161,-296,-10.35%,-0.45%
广东地区,6698,9883,-3185,-47.55%,-4.78%
福建地区,145669,100134,45535,31.26%,68.36%
其他地区,18467,25743,-7276,-39.4%,-10.92%
江苏地区,2479,4197,-1718,-69.28%,-2.58%
公司本部及子公司,447961,413957,34003,7.59%,51.05%
上海地区,17413,13293,4120,23.66%,6.19%

兴业证券,601377,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,222532,-- ,222532,--,67.24%
山西省,285,-- ,285,--,0.09%
湖南省,559,-- ,559,--,0.17%
浙江省,1983,-- ,1983,--,0.6%
山东省,1321,-- ,1321,--,0.4%
内蒙古自治区,236,-- ,236,--,0.07%
江苏省,1132,-- ,1132,--,0.34%
广东省,2593,-- ,2593,--,0.78%
河北省,175,-- ,175,--,0.05%
四川省,1997,-- ,1997,--,0.6%
天津市,73,-- ,73,--,0.02%
福建省,83884,-- ,83884,--,25.35%
新疆维吾尔族自治区,50,-- ,50,--,0.02%
云南省,293,-- ,293,--,0.09%
河南省,162,-- ,162,--,0.05%
江西省,203,-- ,203,--,0.06%
陕西省,1248,-- ,1248,--,0.38%
黑龙江省,497,-- ,497,--,0.15%
上海市,7849,-- ,7849,--,2.37%
重庆市,247,-- ,247,--,0.07%
安徽省,277,-- ,277,--,0.08%
北京市,1506,-- ,1506,--,0.46%
辽宁省,30,-- ,30,--,0.01%
湖北省,1540,-- ,1540,--,0.47%
贵州省,11,-- ,11,--,0%
广西壮族自治区,258,-- ,258,--,0.08%

兴业证券,601377,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
浙江地区,3782,5553,-1770,-46.8%,-0.56%
江苏地区,2099,3465,-1367,-65.11%,-0.43%
上海地区,16447,13789,2658,16.16%,0.84%
北京地区,3876,5476,-1601,-41.3%,-0.51%
其他地区,18956,25641,-6685,-35.27%,-2.12%
广东地区,4750,6509,-1759,-37.03%,-0.56%
福建地区,169233,79721,89512,52.89%,28.43%
公司本部及子公司,662736,426876,235860,35.59%,74.91%

兴业证券,601377,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,302476,-- ,302476,--,74.56%
内蒙古自治区,204,-- ,204,--,0.05%
新疆维吾尔族自治区,1,-- ,1,--,0%
贵州省,-2,-- ,-2,--,-0%
天津市,77,-- ,77,--,0.02%
重庆市,229,-- ,229,--,0.06%
山西省,225,-- ,225,--,0.06%
河南省,169,-- ,169,--,0.04%
云南省,228,-- ,228,--,0.06%
广西壮族自治区,191,-- ,191,--,0.05%
安徽省,239,-- ,239,--,0.06%
河北省,186,-- ,186,--,0.05%
湖南省,586,-- ,586,--,0.14%
江西省,185,-- ,185,--,0.05%
辽宁省,2,-- ,2,--,0%
黑龙江省,621,-- ,621,--,0.15%
陕西省,1289,-- ,1289,--,0.32%
四川省,1680,-- ,1680,--,0.41%
浙江省,1703,-- ,1703,--,0.42%
江苏省,961,-- ,961,--,0.24%
湖北省,1329,-- ,1329,--,0.33%
山东省,1028,-- ,1028,--,0.25%
广东省,1996,-- ,1996,--,0.49%
北京市,1916,-- ,1916,--,0.47%
上海市,8131,-- ,8131,--,2%
福建省,80026,-- ,80026,--,19.73%

兴业证券,601377,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,529786,-- ,529786,--,69.81%
新疆维吾尔族自治区,-0,-- ,-0,--,-0%
贵州省,-1,-- ,-1,--,-0%
内蒙古自治区,477,-- ,477,--,0.06%
天津市,177,-- ,177,--,0.02%
重庆市,582,-- ,582,--,0.08%
山西省,422,-- ,422,--,0.06%
河南省,238,-- ,238,--,0.03%
云南省,443,-- ,443,--,0.06%
广西壮族自治区,487,-- ,487,--,0.06%
安徽省,658,-- ,658,--,0.09%
河北省,542,-- ,542,--,0.07%
湖南省,1540,-- ,1540,--,0.2%
江西省,495,-- ,495,--,0.07%
黑龙江省,1486,-- ,1486,--,0.2%
陕西省,3508,-- ,3508,--,0.46%
四川省,4708,-- ,4708,--,0.62%
浙江省,3478,-- ,3478,--,0.46%
江苏省,1731,-- ,1731,--,0.23%
湖北省,4805,-- ,4805,--,0.63%
山东省,2408,-- ,2408,--,0.32%
广东省,5155,-- ,5155,--,0.68%
北京市,4581,-- ,4581,--,0.6%
上海市,17184,-- ,17184,--,2.26%
福建省,174018,-- ,174018,--,22.93%

兴业证券,601377,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,208756,-- ,208756,--,59.06%
内蒙古自治区,261,-- ,261,--,0.07%
天津市,114,-- ,114,--,0.03%
重庆市,312,-- ,312,--,0.09%
山西省,257,-- ,257,--,0.07%
河南省,134,-- ,134,--,0.04%
云南省,237,-- ,237,--,0.07%
广西壮族自治区,250,-- ,250,--,0.07%
安徽省,346,-- ,346,--,0.1%
河北省,324,-- ,324,--,0.09%
湖南省,875,-- ,875,--,0.25%
江西省,276,-- ,276,--,0.08%
黑龙江省,831,-- ,831,--,0.24%
陕西省,1877,-- ,1877,--,0.53%
四川省,2699,-- ,2699,--,0.76%
浙江省,1817,-- ,1817,--,0.51%
江苏省,1015,-- ,1015,--,0.29%
湖北省,2769,-- ,2769,--,0.78%
山东省,1335,-- ,1335,--,0.38%
广东省,2806,-- ,2806,--,0.79%
北京市,2309,-- ,2309,--,0.65%
上海市,9403,-- ,9403,--,2.66%
福建省,114458,-- ,114458,--,32.38%

兴业证券,601377,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,644340,-- ,644340,--,55.83%
内蒙古自治区,931,-- ,931,--,0.08%
天津市,818,-- ,818,--,0.07%
重庆市,1204,-- ,1204,--,0.1%
山西省,866,-- ,866,--,0.08%
河南省,754,-- ,754,--,0.07%
云南省,939,-- ,939,--,0.08%
广西壮族自治区,1504,-- ,1504,--,0.13%
