阳光照明,600261,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3039,-- ,3039,--,1.28%
中国,45081,-- ,45081,--,19.05%
亚洲（不含中国）,43066,-- ,43066,--,18.2%
欧洲,59828,-- ,59828,--,25.29%
拉丁美洲,3444,-- ,3444,--,1.46%
非洲,4798,-- ,4798,--,2.03%
大洋洲,3932,-- ,3932,--,1.66%
北美洲,73423,-- ,73423,--,31.03%

阳光照明,600261,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),7391,6077,1314,17.78%,0.77%
非洲,10357,8330,2027,19.57%,1.18%
中国,210579,161584,48995,23.27%,28.56%
拉丁美洲,11024,8819,2206,20.01%,1.29%
亚洲(不含中国),123210,93488,29722,24.12%,17.33%
抵销,-127726,-127355,-371,0.29%,-0.22%
北美洲,121549,84745,36804,30.28%,21.46%
大洋洲,12418,8798,3620,29.15%,2.11%
欧洲,162816,115599,47218,29%,27.53%

阳光照明,600261,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2610,-- ,2610,--,0.99%
北美洲,59895,-- ,59895,--,22.68%
非洲,6287,-- ,6287,--,2.38%
大洋洲,4171,-- ,4171,--,1.58%
欧洲,66308,-- ,66308,--,25.11%
中国,64139,-- ,64139,--,24.29%
拉丁美洲,6902,-- ,6902,--,2.61%
亚洲（不含中国）,53717,-- ,53717,--,20.34%

阳光照明,600261,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-114077,-114078,1,-0%,0%
北美洲,134403,102841,31562,23.48%,23.15%
其他（补充）,7555,4788,2766,36.62%,2.03%
非洲,12628,10909,1719,13.61%,1.26%
大洋洲,16637,13087,3550,21.34%,2.6%
欧洲,213682,165322,48359,22.63%,35.46%
中国,182121,148102,34019,18.68%,24.95%
拉丁美洲,20015,17154,2862,14.3%,2.1%
亚洲(不含中国),88655,77132,11524,13%,8.45%

阳光照明,600261,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
欧洲,101417,-- ,101417,--,36.6%
大洋洲,6166,-- ,6166,--,2.23%
亚洲(不含中国),35367,-- ,35367,--,12.76%
其他(补充),2194,-- ,2194,--,0.79%
中国,52646,-- ,52646,--,19%
拉丁美洲,9658,-- ,9658,--,3.49%
北美洲,62700,-- ,62700,--,22.63%
非洲,6958,-- ,6958,--,2.51%

阳光照明,600261,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-124814,-124869,55,-0.04%,0.04%
北美洲,107638,73174,34464,32.02%,27.66%
欧洲,223018,178337,44681,20.03%,35.86%
中国,186798,156750,30048,16.09%,24.12%
拉丁美洲,14064,12298,1766,12.56%,1.42%
其他（补充）,4536,2050,2486,54.81%,2%
大洋洲,16573,13323,3250,19.61%,2.61%
亚洲(不含中国),66187,59297,6891,10.41%,5.53%
非洲,9824,8872,951,9.69%,0.76%

阳光照明,600261,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2285,-- ,2285,--,0.95%
中国,40767,-- ,40767,--,16.97%
大洋洲,5248,-- ,5248,--,2.18%
北美洲,59859,-- ,59859,--,24.91%
拉丁美洲,4740,-- ,4740,--,1.97%
欧洲,91022,-- ,91022,--,37.88%
非洲,4521,-- ,4521,--,1.88%
亚洲（不含中国）,31852,-- ,31852,--,13.26%

阳光照明,600261,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,6157,3157,3000,48.73%,2.48%
抵消,-118775,-121192,2417,-2.03%,2%
中国,165541,133593,31947,19.3%,26.41%
拉美,17375,14099,3276,18.86%,2.71%
北美,92855,61897,30958,33.34%,25.59%
大洋洲,24677,20177,4499,18.23%,3.72%
欧洲,173680,141209,32470,18.7%,26.84%
非洲,6855,5903,952,13.89%,0.79%
亚洲(不含中国),70948,59499,11448,16.14%,9.46%

阳光照明,600261,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2480,-- ,2480,--,1.17%
中国,31080,-- ,31080,--,14.62%
大洋洲,13348,-- ,13348,--,6.28%
北美洲,47356,-- ,47356,--,22.27%
拉丁美洲,8332,-- ,8332,--,3.92%
欧洲,70191,-- ,70191,--,33.01%
非洲,2131,-- ,2131,--,1%
亚洲（不含中国）,37721,-- ,37721,--,17.74%

阳光照明,600261,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),5094,3029,2065,40.55%,1.92%
抵消,-130562,-134934,4372,-3.35%,4.07%
中国,162641,137814,24827,15.26%,23.13%
大洋洲,7933,6935,997,12.57%,0.93%
北美洲,119726,89691,30035,25.09%,27.98%
拉丁美洲,19383,16020,3364,17.35%,3.13%
欧洲,159393,128324,31069,19.49%,28.94%
非洲,3856,4567,-711,-18.45%,-0.66%
亚洲(不含中国),78328,66994,11334,14.47%,10.56%

阳光照明,600261,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充）,2272,-- ,2272,--,1.2%
北美洲,41798,-- ,41798,--,22%
非洲,1396,-- ,1396,--,0.73%
亚洲（不含中国）,35942,-- ,35942,--,18.92%
中国,31059,-- ,31059,--,16.35%
大洋洲,1947,-- ,1947,--,1.02%
欧洲,64286,-- ,64286,--,33.83%
拉丁美洲,11300,-- ,11300,--,5.95%

阳光照明,600261,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
拉丁美洲,15256,13089,2167,14.21%,2.79%
亚洲(不含中国),85031,74438,10593,12.46%,13.62%
非洲,3246,2646,600,18.5%,0.77%
