安恒信息,688023,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,349,351,-2,-0.54%,-0%
华中,6432,2115,4316,67.11%,6.58%
东北,2711,662,2049,75.59%,3.12%
华南,13408,3371,10037,74.86%,15.3%
华北,17539,6113,11426,65.14%,17.42%
西北,5039,1566,3472,68.91%,5.29%
西南,6478,1701,4777,73.74%,7.28%
华东,42448,12939,29509,69.52%,44.99%

安恒信息,688023,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,2346,-- ,2346,--,8.85%
其他（补充）,85,-- ,85,--,0.32%
华中,1830,-- ,1830,--,6.9%
华北,4358,-- ,4358,--,16.45%
东北,1002,-- ,1002,--,3.78%
华南,3694,-- ,3694,--,13.94%
西南,1528,-- ,1528,--,5.77%
华东,11656,-- ,11656,--,43.99%

安恒信息,688023,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,3729,-- ,3729,--,5.95%
华东,29612,-- ,29612,--,47.26%
其他,29,-- ,29,--,0.05%
华中,3696,-- ,3696,--,5.9%
华北,11305,-- ,11305,--,18.04%
东北,2336,-- ,2336,--,3.73%
华南,10095,-- ,10095,--,16.11%
西北,1856,-- ,1856,--,2.96%

安恒信息,688023,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,1392,-- ,1392,--,3.23%
其他,17,-- ,17,--,0.04%
华中,2241,-- ,2241,--,5.21%
华北,8391,-- ,8391,--,19.5%
西北,1703,-- ,1703,--,3.96%
西南,2711,-- ,2711,--,6.3%
华东,20096,-- ,20096,--,46.69%
华南,6489,-- ,6489,--,15.08%

安恒信息,688023,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,6972,-- ,6972,--,22.01%
东北,1160,-- ,1160,--,3.66%
华南,4169,-- ,4169,--,13.16%
其他,1,-- ,1,--,0%
华中,1849,-- ,1849,--,5.84%
其他（补充）,6,-- ,6,--,0.02%
西南,1452,-- ,1452,--,4.58%
华东,15041,-- ,15041,--,47.49%
西北,1021,-- ,1021,--,3.22%

