科泰电源,300153,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,4932,-- ,4932,--,17.78%
华南地区,17743,14042,3700,20.86%,13.34%
东北地区,1056,-- ,1056,--,3.81%
西北地区,2724,-- ,2724,--,9.82%
华东地区,34358,24720,9637,28.05%,34.75%
其他(补充),-- ,11562,-11562,--,-41.69%
华北地区,6304,-- ,6304,--,22.73%
亚洲地区,30100,26699,3401,11.3%,12.26%
华中地区,7543,-- ,7543,--,27.2%

科泰电源,300153,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北地区,15168,12026,3143,20.72%,11.12%
西南地区,3054,-- ,3054,--,10.81%
华南地区,17777,15656,2121,11.93%,7.51%
亚洲地区,45464,41137,4327,9.52%,15.31%
华中地区,6645,-- ,6645,--,23.51%
其他(补充),-- ,7969,-7969,--,-28.2%
东北地区,1602,-- ,1602,--,5.67%
西北地区,5297,-- ,5297,--,18.75%
华东地区,36110,26070,10041,27.81%,35.53%

科泰电源,300153,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,41779,33125,8654,20.71%,26.7%
西南地区,1601,-- ,1601,--,4.94%
华中地区,5084,-- ,5084,--,15.68%
华北地区,18359,14317,4042,22.02%,12.47%
西北地区,3023,-- ,3023,--,9.32%
其他(补充),-- ,6073,-6073,--,-18.73%
亚洲地区,24526,21389,3137,12.79%,9.68%
华南地区,8759,-- ,8759,--,27.02%
东北地区,4191,-- ,4191,--,12.93%

科泰电源,300153,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,3557,-- ,3557,--,11.9%
西北地区,3627,-- ,3627,--,12.14%
华中地区,3347,-- ,3347,--,11.2%
华南地区,6408,-- ,6408,--,21.44%
东北地区,831,-- ,831,--,2.78%
亚洲地区,16638,13848,2790,16.77%,9.34%
华东地区,33426,27150,6276,18.77%,21%
华北地区,13677,10627,3050,22.3%,10.21%

科泰电源,300153,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,-- ,3648,-3648,--,-13.41%
亚洲地区,15787,14001,1786,11.32%,6.56%
西南地区,6517,-- ,6517,--,23.95%
西北地区,522,-- ,522,--,1.92%
华中地区,5538,-- ,5538,--,20.35%
华南地区,12700,10008,2691,21.19%,9.89%
华东地区,34583,26867,7716,22.31%,28.36%
华北地区,4903,-- ,4903,--,18.02%
东北地区,1185,-- ,1185,--,4.36%

科泰电源,300153,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4047,3155,892,22.04%,4.77%
西北地区,286,-- ,286,--,1.53%
西南地区,1938,-- ,1938,--,10.36%
华南地区,6443,4993,1450,22.51%,7.75%
东北地区,10079,7987,2092,20.76%,11.18%
亚洲地区,17519,15252,2267,12.94%,12.11%
华中地区,2736,-- ,2736,--,14.62%
华北地区,4086,-- ,4086,--,21.84%
华东地区,16319,13352,2966,18.18%,15.85%

科泰电源,300153,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1829,-- ,1829,--,30.61%
亚洲地区,5773,5052,722,12.5%,12.08%
西南地区,540,468,71,13.18%,1.19%
西北地区,19,13,6,30.21%,0.1%
华中地区,1580,1049,531,33.58%,8.88%
华南地区,3838,3128,711,18.51%,11.89%
华东地区,8202,6925,1277,15.57%,21.38%
华北地区,3749,3278,471,12.56%,7.88%
东北地区,1867,1510,357,19.13%,5.98%

科泰电源,300153,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),6482,5203,1278,19.72%,8.16%
国外(含港澳),8466,7465,1001,11.82%,6.39%
西南地区,2113,-- ,514,--,3.28%
西北地区,828,-- ,175,--,1.11%
华中地区,4170,3015,1155,27.7%,7.38%
华南地区,4604,3792,811,17.62%,5.18%
华东地区,15205,12465,2741,18.03%,17.5%
华北地区,3583,-- ,1027,--,6.56%
东北地区,1138,-- ,268,--,1.71%
国内,31640,24949,6691,21.15%,42.72%

科泰电源,300153,收入构成,报告日期,2013-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1380,-- ,1380,--,24.71%
亚洲地区,4636,4073,563,12.14%,10.08%
西南地区,606,473,132,21.87%,2.37%
西北地区,587,422,165,28.08%,2.95%
华中地区,2646,1900,746,28.19%,13.36%
华南地区,2295,1993,302,13.17%,5.41%
华东地区,6060,4593,1466,24.2%,26.26%
华北地区,1817,1187,630,34.67%,11.28%
东北地区,700,500,200,28.57%,3.58%

科泰电源,300153,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2954,1743,1211,40.99%,14.61%
非洲中东地区,0,0,0,--,0%
南美洲地区,0,0,0,--,0%
亚洲地区,9338,8322,1016,10.88%,12.25%
西南地区,2688,1967,721,26.83%,8.7%
西北地区,332,252,80,24.13%,0.97%
华中地区,2559,2047,513,20.03%,6.19%
华南地区,8529,7042,1488,17.44%,17.95%
华东地区,15179,12683,2496,16.45%,30.12%
华北地区,2833,2083,750,26.46%,9.04%
东北地区,210,196,15,7.04%,0.18%

科泰电源,300153,收入构成,报告日期,2012-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外(含港澳),5268,4717,551,10.46%,2.58%
国内,16026,12252,3773,23.55%,17.64%
华北地区,1357,-- ,1357,--,6.34%
西北地区,243,-- ,243,--,1.14%
华中地区,1451,-- ,1451,--,6.78%
其他(补充),1040,-- ,1040,--,4.86%
华东地区,4921,-- ,4921,--,23.01%
东北地区,-- ,-- ,0,--,0%
西南地区,1433,-- ,1433,--,6.7%
华南地区,6620,-- ,6620,--,30.95%

科泰电源,300153,收入构成,报告日期,2011-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4584,2719,1865,40.69%,8.3%
国外,16577,13755,2823,17.03%,12.56%
非洲中东地区,362,330,32,8.86%,0.14%
南美洲地区,186,158,28,14.79%,0.12%
亚洲地区,16030,13267,2763,17.24%,12.3%
国内,27344,19866,7478,27.35%,33.28%
西南地区,2624,1738,886,33.77%,3.94%
西北地区,399,305,94,23.49%,0.42%
华中地区,5962,4046,1917,32.15%,8.53%
华南地区,6245,4678,1567,25.09%,6.98%
华东地区,7851,6098,1753,22.33%,7.8%
华北地区,3300,2276,1024,31.04%,4.56%
东北地区,962,725,237,24.67%,1.06%

科泰电源,300153,收入构成,报告日期,2011-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2917,2023,893,30.63%,4.1%
非洲中东地区,-- ,-- ,0,--,0%
南美洲地区,-- ,-- ,0,--,0%
亚洲地区,6855,-- ,6855,--,31.43%
西南地区,2175,-- ,2175,--,9.97%
西北地区,144,-- ,144,--,0.66%
华中地区,3174,-- ,3174,--,14.56%
华南地区,2162,-- ,2162,--,9.91%
华东地区,4915,-- ,4915,--,22.54%
华北地区,1491,-- ,1491,--,6.84%
东北地区,536,0,0,100%,0%

科泰电源,300153,收入构成,报告日期,2010-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
非洲中东地区,1712,1585,126,7.39%,1.07%
南美洲地区,157,117,40,25.74%,0.34%
亚洲地区,5423,3836,1586,29.25%,13.4%
西南地区,3388,2384,1004,29.64%,8.48%
西北地区,840,596,244,29.01%,2.06%
华中地区,7672,5452,2221,28.94%,18.76%
华南地区,6385,3994,2390,37.44%,20.19%
华东地区,9680,6970,2710,27.99%,22.89%
华北地区,4047,2688,1359,33.59%,11.48%
东北地区,454,296,158,34.86%,1.34%

科泰电源,300153,收入构成,报告日期,2010-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1061,553,508,47.9%,6.83%
非洲中东地区,1205,116,1090,90.42%,14.66%
南美洲地区,136,101,35,26.03%,0.48%
亚洲地区,3318,2218,1100,33.15%,14.8%
西南地区,1973,1430,543,27.51%,7.3%
西北地区,448,324,123,27.56%,1.66%
华中地区,1463,1092,371,25.36%,4.99%
华南地区,2579,1782,796,30.89%,10.71%
华东地区,6047,4068,1979,32.72%,26.62%
华北地区,2526,1788,738,29.21%,9.92%
东北地区,433,282,151,34.83%,2.03%

科泰电源,300153,收入构成,报告日期,2009-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
北美洲地区,48,40,7,15%,0.07%
非洲中东地区,469,366,103,21.89%,0.97%
南美洲地区,354,258,96,27.08%,0.9%
欧洲地区,4,2,2,46.46%,0.02%
亚洲地区,7661,5228,2433,31.76%,22.88%
西南地区,1720,1188,532,30.91%,5%
西北地区,19,14,5,24.71%,0.04%
华中地区,2880,1980,900,31.24%,8.46%
华南地区,6856,4675,2180,31.8%,20.51%
华东地区,11869,8304,3565,30.04%,33.54%
华北地区,2305,1566,740,32.08%,6.96%
东北地区,209,140,69,33.17%,0.65%

科泰电源,300153,收入构成,报告日期,2008-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
大洋洲,42,32,10,23.1%,0.11%
北美洲地区,127,94,33,25.94%,0.38%
非洲中东地区,2086,1522,563,27.01%,6.51%
南美洲地区,362,280,82,22.65%,0.95%
欧洲地区,663,540,124,18.65%,1.43%
亚洲地区,8501,6170,2331,27.42%,26.95%
西南地区,2356,1664,692,29.37%,8%
西北地区,709,457,253,35.63%,2.92%
华中地区,2446,1412,1034,42.29%,11.96%
华南地区,3714,2605,1109,29.86%,12.82%
华东地区,4454,3089,1364,30.63%,15.77%
华北地区,3186,2181,1005,31.54%,11.62%
东北地区,167,118,49,29.37%,0.57%

科泰电源,300153,收入构成,报告日期,2007-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
北美洲地区,29,24,5,16.03%,0.09%
非洲中东地区,118,254,-135,-114.16%,-2.62%
欧洲地区,1127,1007,119,10.59%,2.31%
亚洲地区,8234,7243,992,12.04%,19.2%
西南地区,893,647,246,27.57%,4.77%
西北地区,211,148,64,30.06%,1.23%
华中地区,2179,1659,520,23.87%,10.07%
华南地区,2308,1790,518,22.44%,10.03%
华东地区,6172,4399,1774,28.74%,34.34%
华北地区,2607,1741,865,33.2%,16.76%
东北地区,583,386,197,33.76%,3.81%

