东北证券,000686,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,1332,-- ,1332,--,0.36%
西北地区,152,-- ,152,--,0.04%
西南地区,2266,-- ,2266,--,0.61%
东北地区,26314,-- ,26314,--,7.13%
华南地区,2899,-- ,2899,--,0.79%
华北地区,4574,-- ,4574,--,1.24%
华东地区,13799,-- ,13799,--,3.74%
公司总部、分公司、子公司及其他,317742,-- ,317742,--,86.09%

东北证券,000686,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司总部、分公司、子公司及其他,709901,-- ,709901,--,89.09%
华东地区,23340,-- ,23340,--,2.93%
华北地区,8656,-- ,8656,--,1.09%
华南地区,4604,-- ,4604,--,0.58%
华中地区,2198,-- ,2198,--,0.28%
西南地区,3386,-- ,3386,--,0.42%
东北地区,44518,-- ,44518,--,5.59%
西北地区,275,-- ,275,--,0.03%

东北证券,000686,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
内蒙古自治区,80,-- ,80,--,0.02%
河北省,237,-- ,237,--,0.06%
山东省,489,-- ,489,--,0.13%
安徽省,243,-- ,243,--,0.06%
河南省,216,-- ,216,--,0.06%
广东省,362,-- ,362,--,0.09%
上海市,4563,-- ,4563,--,1.18%
广西壮族自治区,141,-- ,141,--,0.04%
福建省,808,-- ,808,--,0.21%
江苏省,2500,-- ,2500,--,0.64%
山西省,293,-- ,293,--,0.08%
浙江省,896,-- ,896,--,0.23%
重庆市,1333,-- ,1333,--,0.34%
北京市,1551,-- ,1551,--,0.4%
湖北省,653,-- ,653,--,0.17%
吉林省,21287,-- ,21287,--,5.49%
云南省,20,-- ,20,--,0.01%
江西省,185,-- ,185,--,0.05%
其他(补充),352133,-- ,352133,--,90.76%

东北证券,000686,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他业务及分公司,629774,-- ,629774,--,92.89%
重庆市,1742,-- ,1742,--,0.26%
北京市,2385,-- ,2385,--,0.35%
江苏省,3169,-- ,3169,--,0.47%
山西省,369,-- ,369,--,0.05%
湖南省,131,-- ,131,--,0.02%
广东省,417,-- ,417,--,0.06%
上海市,6623,-- ,6623,--,0.98%
湖北省,760,-- ,760,--,0.11%
福建省,914,-- ,914,--,0.13%
云南省,12,-- ,12,--,0%
江西省,237,-- ,237,--,0.04%
吉林省,28931,-- ,28931,--,4.27%
内蒙古自治区,91,-- ,91,--,0.01%
河北省,257,-- ,257,--,0.04%
广西壮族自治区,218,-- ,218,--,0.03%
安徽省,239,-- ,239,--,0.04%
河南省,273,-- ,273,--,0.04%
山东省,584,-- ,584,--,0.09%
浙江省,884,-- ,884,--,0.13%

东北证券,000686,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
江苏省,1762,-- ,1762,--,0.86%
北京市,1391,-- ,1391,--,0.68%
云南省,9,-- ,9,--,0%
安徽省,167,-- ,167,--,0.08%
广西壮族自治区,127,-- ,127,--,0.06%
