科安达,002972,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外,12,9,3,24.9%,0.03%
华中,184,72,112,60.97%,1.08%
西北,1670,636,1035,61.95%,9.92%
西南,4693,1975,2718,57.91%,26.05%
东北,191,60,130,68.4%,1.25%
华南,7416,2892,4524,61%,43.36%
华北,1189,466,723,60.83%,6.93%
华东,1907,719,1188,62.31%,11.39%

科安达,002972,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,4000,1624,2377,59.41%,12.07%
华南,6044,2204,3840,63.53%,19.5%
东北,536,171,366,68.18%,1.86%
华东,10554,4287,6267,59.38%,31.83%
华中,502,138,364,72.53%,1.85%
华北,8416,3169,5247,62.35%,26.65%
境外,7,3,4,51.57%,0.02%
西北,2023,800,1223,60.44%,6.21%

科安达,002972,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,1384,-- ,1384,--,9.56%
华中,1967,-- ,1967,--,13.58%
华北,1685,-- ,1685,--,11.64%
西北,453,-- ,453,--,3.13%
华南,470,-- ,470,--,3.24%
境外,2,-- ,2,--,0.01%
东北,963,-- ,963,--,6.65%
华东,7560,-- ,7560,--,52.19%

科安达,002972,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,3627,-- ,3627,--,13.49%
华东,6017,-- ,6017,--,22.38%
西南,7466,-- ,7466,--,27.78%
华中,4062,-- ,4062,--,15.11%
华北,1126,-- ,1126,--,4.19%
境外,28,-- ,28,--,0.1%
其他（补充）,6,-- ,6,--,0.02%
西北,1705,-- ,1705,--,6.34%
华南,2843,-- ,2843,--,10.58%

科安达,002972,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外,19,-- ,19,--,0.08%
华中,1822,-- ,1822,--,7.74%
西南,6096,-- ,6096,--,25.9%
西北,807,-- ,807,--,3.43%
华南,3852,-- ,3852,--,16.36%
东北,1040,-- ,1040,--,4.42%
华东,6433,-- ,6433,--,27.33%
华北,3470,-- ,3470,--,14.74%

科安达,002972,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外销售,14,3,11,76.31%,0.1%
东北地区,892,278,614,68.82%,5.88%
西南地区,1532,600,933,60.85%,8.93%
西北地区,747,227,520,69.64%,4.99%
华北地区,2324,904,1421,61.12%,13.61%
华东地区,3764,1527,2237,59.43%,21.43%
其他（补充）,36,-- ,36,--,0.34%
华南地区,4719,2331,2387,50.59%,22.87%
华中地区,3494,1213,2281,65.27%,21.85%

科安达,002972,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),27,1,26,96.7%,0.3%
华北地区,2960,1591,1369,46.26%,16.12%
西北地区,2170,1009,1161,53.5%,13.67%
西南地区,1821,1203,617,33.91%,7.27%
华南地区,2971,497,2474,83.27%,29.12%
东北地区,897,392,506,56.34%,5.95%
华中地区,176,72,104,59.14%,1.23%
华东地区,4413,2175,2238,50.71%,26.35%

科安达,002972,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,545,186,358,65.83%,6.47%
华中地区,839,525,313,37.37%,5.66%
华南地区,2561,173,2388,93.26%,43.09%
东北地区,50,45,5,9.96%,0.09%
西北地区,807,242,565,70.03%,10.2%
华东地区,4021,3348,674,16.75%,12.16%
华北地区,2937,1699,1238,42.15%,22.34%

