龙腾光电,688055,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,8301,-- ,8301,--,2.16%
港台地区,73379,-- ,73379,--,19.07%
西南地区,7364,-- ,7364,--,1.91%
其他海外市场,735,-- ,735,--,0.19%
新加坡,137310,-- ,137310,--,35.68%
华东地区,36822,-- ,36822,--,9.57%
华北地区,567,-- ,567,--,0.15%
华南地区,107984,-- ,107984,--,28.06%
日本,12400,-- ,12400,--,3.22%

龙腾光电,688055,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,12323,-- ,12323,--,3.31%
港台地区,73392,-- ,73392,--,19.7%
日本,15970,-- ,15970,--,4.29%
华北地区,982,-- ,982,--,0.26%
华南地区,131653,-- ,131653,--,35.34%
其他海外市场,1271,-- ,1271,--,0.34%
新加坡,89683,-- ,89683,--,24.07%
华东地区,22444,-- ,22444,--,6.02%
西南地区,24810,-- ,24810,--,6.66%

龙腾光电,688055,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
日本,15239,-- ,15239,--,3.54%
华北地区,1925,-- ,1925,--,0.45%
华南地区,232850,-- ,232850,--,54.08%
其他（补充）,9152,-- ,9152,--,2.13%
港台地区,63638,-- ,63638,--,14.78%
其他海外市场,806,-- ,806,--,0.19%
新加坡,26414,-- ,26414,--,6.13%
华东地区,34826,-- ,34826,--,8.09%
西南地区,45750,-- ,45750,--,10.62%

