光大证券,601788,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
重庆,4931,1881,3050,61.85%,1.02%
浙江,21552,8029,13523,62.75%,4.51%
云南,2144,1127,1017,47.43%,0.34%
四川,3275,1547,1728,52.76%,0.58%
上海,12520,6121,6399,51.11%,2.13%
其他地区分支机构,15121,8433,6688,44.23%,2.23%
江苏,4824,3249,1575,32.65%,0.53%
黑龙江,2160,1350,810,37.5%,0.27%
广东,27350,12412,14938,54.62%,4.98%
公司本部及子公司,527985,283864,244121,46.24%,81.41%
福建,1722,526,1196,69.45%,0.4%
北京,7922,3084,4838,61.07%,1.61%

光大证券,601788,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
广东,42547,26023,16524,38.84%,5.81%
福建,3039,2791,248,8.16%,0.09%
四川,5123,3400,1723,33.63%,0.61%
北京,10865,6752,4113,37.86%,1.45%
其他地区分支机构,24050,19518,4532,18.84%,1.59%
黑龙江,3509,2587,922,26.28%,0.32%
公司本部及子公司,843172,616602,226570,26.87%,79.61%
云南,3122,1356,1766,56.57%,0.62%
江苏,7532,7634,-102,-1.35%,-0.04%
上海,19754,12632,7122,36.05%,2.5%
重庆,8004,3941,4063,50.76%,1.43%
浙江,35019,17884,17135,48.93%,6.02%

光大证券,601788,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
黑龙江,2059,1320,739,35.89%,0.29%
重庆,4764,1968,2796,58.69%,1.1%
浙江,20331,9049,11282,55.49%,4.44%
公司本部及子公司,493226,279999,213227,43.23%,83.93%
云南,1849,706,1143,61.82%,0.45%
江苏,4368,3736,632,14.47%,0.25%
上海,11025,6334,4691,42.55%,1.85%
其他地区分支机构,13736,10320,3416,24.87%,1.34%
青海,1761,585,1176,66.78%,0.46%
四川,2946,1716,1230,41.75%,0.48%
北京,5861,3487,2374,40.51%,0.93%
广东,24177,12820,11357,46.97%,4.47%

光大证券,601788,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司本部及子公司,643285,487696,155589,24.19%,88.83%
云南,2582,1514,1068,41.36%,0.61%
其他地区分支机构,18720,21879,-3159,-16.88%,-1.8%
黑龙江,2780,2616,164,5.9%,0.09%
江苏,6426,8120,-1694,-26.36%,-0.97%
浙江,27141,17617,9524,35.09%,5.44%
重庆,5685,3467,2218,39.01%,1.27%
上海,16582,14311,2271,13.7%,1.3%
青海,2238,1113,1125,50.27%,0.64%
四川,3796,3035,761,20.05%,0.43%
北京,9279,7454,1825,19.67%,1.04%
