华林证券,002945,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,34081,-- ,34081,--,59.34%
重庆,134,-- ,134,--,0.23%
浙江,439,-- ,439,--,0.76%
云南省,92,-- ,92,--,0.16%
新疆,41,-- ,41,--,0.07%
西藏,5167,-- ,5167,--,9%
天津,50,-- ,50,--,0.09%
四川省,66,-- ,66,--,0.11%
上海,1335,-- ,1335,--,2.32%
陕西,57,-- ,57,--,0.1%
山西省,17,-- ,17,--,0.03%
山东省,270,-- ,270,--,0.47%
青海省,4,-- ,4,--,0.01%
宁夏,21,-- ,21,--,0.04%
内蒙古,9,-- ,9,--,0.02%
辽宁省,101,-- ,101,--,0.18%
江西省,60,-- ,60,--,0.1%
江苏省,258,-- ,258,--,0.45%
吉林省,82,-- ,82,--,0.14%
湖南省,1094,-- ,1094,--,1.9%
湖北省,265,-- ,265,--,0.46%
黑龙江,19,-- ,19,--,0.03%
河南省,42,-- ,42,--,0.07%
河北省,201,-- ,201,--,0.35%
海南省,26,-- ,26,--,0.05%
贵州省,-4,-- ,-4,--,-0.01%
广西,18,-- ,18,--,0.03%
广东,9990,-- ,9990,--,17.39%
甘肃省,61,-- ,61,--,0.11%
福建省,888,-- ,888,--,1.55%
北京,1808,-- ,1808,--,3.15%
安徽省,742,-- ,742,--,1.29%

华林证券,002945,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
广东,16483,-- ,16483,--,16.31%
北京,2712,-- ,2712,--,2.68%
河南,66,-- ,66,--,0.07%
贵州,-14,-- ,-14,--,-0.01%
甘肃,124,-- ,124,--,0.12%
河北,292,-- ,292,--,0.29%
广西,25,-- ,25,--,0.02%
福建,888,-- ,888,--,0.88%
内蒙古,18,-- ,18,--,0.02%
江苏,381,-- ,381,--,0.38%
湖北,356,-- ,356,--,0.35%
重庆,179,-- ,179,--,0.18%
新疆,78,-- ,78,--,0.08%
四川,89,-- ,89,--,0.09%
安徽,1103,-- ,1103,--,1.09%
总部及子公司,68366,-- ,68366,--,67.65%
云南,132,-- ,132,--,0.13%
天津,123,-- ,123,--,0.12%
陕西,101,-- ,101,--,0.1%
青海,5,-- ,5,--,0%
辽宁,229,-- ,229,--,0.23%
吉林,133,-- ,133,--,0.13%
黑龙江,17,-- ,17,--,0.02%
海南,43,-- ,43,--,0.04%
山西,25,-- ,25,--,0.02%
宁夏,32,-- ,32,--,0.03%
江西,64,-- ,64,--,0.06%
湖南,1715,-- ,1715,--,1.7%
浙江,888,-- ,888,--,0.88%
西藏,3820,-- ,3820,--,3.78%
上海,2141,-- ,2141,--,2.12%
山东,445,-- ,445,--,0.44%

华林证券,002945,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西藏,1628,-- ,1628,--,3.59%
上海,1195,-- ,1195,--,2.64%
山东,241,-- ,241,--,0.53%
内蒙古,10,-- ,10,--,0.02%
陕西,58,-- ,58,--,0.13%
青海,2,-- ,2,--,0%
辽宁,116,-- ,116,--,0.26%
吉林,75,-- ,75,--,0.17%
浙江,480,-- ,480,--,1.06%
总部及子公司,27336,-- ,27336,--,60.31%
云南,70,-- ,70,--,0.16%
天津,68,-- ,68,--,0.15%
黑龙江,9,-- ,9,--,0.02%
海南,22,-- ,22,--,0.05%
广东,9421,-- ,9421,--,20.78%
宁夏,16,-- ,16,--,0.03%
江西,32,-- ,32,--,0.07%
湖南,923,-- ,923,--,2.04%
河南,36,-- ,36,--,0.08%
江苏,196,-- ,196,--,0.43%
湖北,188,-- ,188,--,0.41%
河北,162,-- ,162,--,0.36%
广西,14,-- ,14,--,0.03%
重庆,99,-- ,99,--,0.22%
新疆,52,-- ,52,--,0.11%
四川,47,-- ,47,--,0.1%
山西,14,-- ,14,--,0.03%
贵州,-21,-- ,-21,--,-0.05%
甘肃,76,-- ,76,--,0.17%
安徽,623,-- ,623,--,1.38%
福建,533,-- ,533,--,1.18%
北京,1607,-- ,1607,--,3.54%

华林证券,002945,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,64023,-64023,--,-177.54%
湖南,1358,-- ,1358,--,3.77%
