华西证券,002926,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
河南,-41,-- ,-41,--,-0.01%
总部及子公司,267920,-- ,267920,--,68.04%
内蒙古,-1,-- ,-1,--,-0%
吉林,15,-- ,15,--,0%
福建,281,-- ,281,--,0.07%
天津,725,-- ,725,--,0.18%
浙江,3847,-- ,3847,--,0.98%
北京,11062,-- ,11062,--,2.81%
湖南,101,-- ,101,--,0.03%
云南,231,-- ,231,--,0.06%
海南,13,-- ,13,--,0%
安徽,62,-- ,62,--,0.02%
山东,224,-- ,224,--,0.06%
广东,6080,-- ,6080,--,1.54%
江西,104,-- ,104,--,0.03%
陕西,257,-- ,257,--,0.07%
江苏,511,-- ,511,--,0.13%
上海,2959,-- ,2959,--,0.75%
辽宁,1560,-- ,1560,--,0.4%
重庆,3926,-- ,3926,--,1%
四川,93535,-- ,93535,--,23.76%
湖北,395,-- ,395,--,0.1%
贵州,-43,-- ,-43,--,-0.01%
山西,-0,-- ,-0,--,-0%
河北,21,-- ,21,--,0.01%

华西证券,002926,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
吉林,-2,-- ,-2,--,-0%
河南,-30,-- ,-30,--,-0.02%
贵州,-8,-- ,-8,--,-0%
辽宁,865,-- ,865,--,0.43%
上海,1647,-- ,1647,--,0.82%
广东,3407,-- ,3407,--,1.7%
总部及子公司,129999,-- ,129999,--,64.85%
陕西,129,-- ,129,--,0.06%
山东,45,-- ,45,--,0.02%
江苏,263,-- ,263,--,0.13%
北京,6071,-- ,6071,--,3.03%
四川,52700,-- ,52700,--,26.29%
天津,417,-- ,417,--,0.21%
江西,73,-- ,73,--,0.04%
湖北,226,-- ,226,--,0.11%
海南,11,-- ,11,--,0.01%
浙江,2094,-- ,2094,--,1.04%
河北,1,-- ,1,--,0%
安徽,22,-- ,22,--,0.01%
福建,140,-- ,140,--,0.07%
重庆,2241,-- ,2241,--,1.12%
云南,121,-- ,121,--,0.06%
内蒙古,-3,-- ,-3,--,-0%
湖南,44,-- ,44,--,0.02%

华西证券,002926,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
江西,84,-- ,84,--,0.03%
辽宁,1175,-- ,1175,--,0.46%
浙江,2871,-- ,2871,--,1.13%
上海,2455,-- ,2455,--,0.96%
总部及子公司,159921,-- ,159921,--,62.83%
安徽,46,-- ,46,--,0.02%
吉林,21,-- ,21,--,0.01%
江苏,796,-- ,796,--,0.31%
云南,112,-- ,112,--,0.04%
广东,5246,-- ,5246,--,2.06%
湖北,442,-- ,442,--,0.17%
重庆,2863,-- ,2863,--,1.12%
北京,8743,-- ,8743,--,3.44%
河南,4,-- ,4,--,0%
湖南,-27,-- ,-27,--,-0.01%
陕西,120,-- ,120,--,0.05%
天津,591,-- ,591,--,0.23%
四川,69059,-- ,69059,--,27.13%

华西证券,002926,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
云南,52,-- ,52,--,0.04%
天津,315,-- ,315,--,0.23%
安徽,7,-- ,7,--,0.01%
江苏,399,-- ,399,--,0.29%
吉林,4,-- ,4,--,0%
广东,2746,-- ,2746,--,2.02%
江西,24,-- ,24,--,0.02%
辽宁,692,-- ,692,--,0.51%
浙江,1495,-- ,1495,--,1.1%
北京,4991,-- ,4991,--,3.67%
湖北,209,-- ,209,--,0.15%
总部及子公司,82430,-- ,82430,--,60.57%
陕西,53,-- ,53,--,0.04%
上海,1425,-- ,1425,--,1.05%
重庆,1622,-- ,1622,--,1.19%
四川,39630,-- ,39630,--,29.12%
湖南,-8,-- ,-8,--,-0.01%

华西证券,002926,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
陕西,159,-- ,159,--,0.06%
湖北,539,-- ,539,--,0.2%
重庆,4033,-- ,4033,--,1.51%
安徽,-0,-- ,-0,--,-0%
浙江,3464,-- ,3464,--,1.3%
北京,12074,-- ,12074,--,4.52%
湖南,-0,-- ,-0,--,-0%
天津,760,-- ,760,--,0.28%
吉林,-0,-- ,-0,--,-0%
江苏,375,-- ,375,--,0.14%
云南,129,-- ,129,--,0.05%
江西,42,-- ,42,--,0.02%
辽宁,1690,-- ,1690,--,0.63%
四川,94693,-- ,94693,--,35.47%
上海,3407,-- ,3407,--,1.28%
广东,6184,-- ,6184,--,2.32%
总部及子公司,139431,-- ,139431,--,52.23%

