梅安森,300275,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,137,67,70,51.28%,1.22%
东北区域,161,81,80,49.61%,1.39%
重庆区域,800,403,397,49.66%,6.91%
云贵区域,2146,912,1234,57.5%,21.46%
新疆区域,1445,803,642,44.43%,11.17%
湘鄂赣区域,1347,819,527,39.15%,9.17%
皖鲁苏区域,771,262,509,66.06%,8.85%
四川区域,74,34,40,53.7%,0.69%
陕甘宁区域,979,320,659,67.28%,11.45%
晋蒙区域,2692,1260,1432,53.19%,24.9%
冀豫区域,214,53,160,75.06%,2.79%

梅安森,300275,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川区域,1886,1289,596,31.62%,4.83%
东北区域,27,9,17,64.96%,0.14%
云贵区域,3291,1560,1730,52.59%,14.03%
湘鄂赣区域,1798,1036,762,42.4%,6.18%
陕甘宁区域,4368,2490,1878,42.99%,15.23%
重庆区域,1954,1239,715,36.58%,5.8%
新疆区域,990,544,445,44.99%,3.61%
其他（补充）,248,124,125,50.18%,1.01%
冀豫区域,2193,1202,991,45.2%,8.04%
皖鲁苏区域,2640,1401,1239,46.93%,10.05%
晋蒙区域,7687,3852,3834,49.88%,31.09%

梅安森,300275,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川区域,605,299,306,50.57%,5.41%
其他(补充),82,60,22,27.29%,0.4%
云贵区域,1610,784,827,51.33%,14.63%
湘鄂赣区域,152,76,76,50.08%,1.35%
陕甘宁区域,2749,1214,1535,55.84%,27.16%
冀豫区域,1058,531,528,49.86%,9.34%
皖鲁苏区域,1379,560,819,59.41%,14.5%
晋蒙区域,1799,952,847,47.1%,15%
重庆区域,1037,615,422,40.66%,7.46%
新疆区域,575,306,270,46.89%,4.77%

梅安森,300275,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
湘鄂赣区域,406,328,79,19.37%,0.79%
陕甘宁区域,5826,3530,2296,39.41%,23.09%
晋蒙区域,4123,2046,2077,50.38%,20.89%
重庆区域,3760,2710,1050,27.92%,10.56%
新疆区域,331,151,181,54.52%,1.82%
四川区域,526,393,133,25.26%,1.34%
东北区域,985,657,329,33.35%,3.3%
其他(补充),-- ,82,-82,--,-0.82%
冀豫区域,984,414,570,57.93%,5.73%
皖鲁苏区域,3233,1637,1596,49.36%,16.05%
云贵区域,3252,1537,1715,52.74%,17.25%

梅安森,300275,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,38,-38,--,-0.33%
重庆区域,4205,3635,570,13.55%,4.86%
云贵区域,2734,1599,1135,41.51%,9.68%
冀豫区域,1481,621,861,58.1%,7.34%
新疆区域,784,379,405,51.65%,3.45%
湘鄂赣区域,438,226,213,48.57%,1.82%
皖鲁苏区域,4228,2773,1455,34.4%,12.41%
四川区域,256,155,101,39.41%,0.86%
陕甘宁区域,1496,834,662,44.27%,5.65%
晋蒙区域,4386,1745,2641,60.22%,22.53%
东北区域,8830,5111,3720,42.12%,31.73%

梅安森,300275,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,64,17,47,74.01%,1.08%
重庆区域,5696,3791,1905,33.44%,43.77%
云贵区域,897,554,343,38.24%,7.88%
冀豫区域,656,420,236,35.98%,5.42%
新疆区域,254,188,66,26.14%,1.53%
湘鄂赣区域,132,101,31,23.42%,0.71%
皖鲁苏区域,1050,607,444,42.24%,10.2%
四川区域,1470,954,516,35.12%,11.86%
陕甘宁区域,204,181,23,11.25%,0.53%
晋蒙区域,1812,1096,716,39.53%,16.46%
东北区域,166,142,25,14.83%,0.57%

梅安森,300275,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,12,4,8,69.19%,0.35%
陕甘宁区域,156,105,51,32.61%,2.11%
冀豫区域,564,262,303,53.63%,12.54%
云贵区域,503,238,265,52.66%,10.97%
新疆区域,214,115,99,46.4%,4.11%
晋蒙区域,731,373,358,48.96%,14.83%
湘鄂赣区域,1,1,0,4.1%,0%
东北区域,23,15,8,34.76%,0.33%
四川区域,590,314,276,46.83%,11.45%
皖鲁苏区域,433,213,220,50.79%,9.12%
重庆区域,2040,1216,825,40.43%,34.19%

梅安森,300275,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),121,60,61,50.2%,1.1%
重庆区域,6378,4579,1799,28.2%,32.48%
云贵区域,1109,433,676,60.98%,12.21%
冀豫区域,1406,796,610,43.39%,11.01%
新疆区域,212,79,133,62.74%,2.4%
湘鄂赣区域,170,93,77,45.43%,1.4%
皖鲁苏区域,1746,762,984,56.37%,17.77%
四川区域,725,425,300,41.35%,5.41%
陕甘宁区域,336,225,111,33.13%,2.01%
晋蒙区域,1499,801,697,46.53%,12.59%
东北区域,203,114,89,43.98%,1.61%

梅安森,300275,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川区域,480,218,262,54.55%,8.5%
其他（补充）,104,24,80,76.7%,2.59%
云贵区域,662,257,405,61.14%,13.15%
湘鄂赣区域,194,101,93,47.8%,3.02%
皖鲁苏区域,762,363,398,52.29%,12.94%
东北区域,162,62,101,61.97%,3.27%
重庆区域,2097,1430,667,31.79%,21.65%
陕甘宁区域,265,173,93,34.89%,3.01%
冀豫区域,554,214,340,61.45%,11.06%
晋蒙区域,936,393,543,58.04%,17.64%
新疆区域,169,70,98,58.41%,3.2%

梅安森,300275,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川区域,1295,704,591,45.64%,4.41%
东北区域,452,168,284,62.79%,2.11%
重庆区域,5810,3291,2519,43.36%,18.78%
新疆区域,842,411,431,51.18%,3.21%
其他（补充）,175,36,139,79.5%,1.04%
云贵区域,4992,2441,2552,51.11%,19.02%
湘鄂赣区域,1047,486,562,53.63%,4.19%
陕甘宁区域,2215,1212,1003,45.28%,7.48%
冀豫区域,1508,693,814,54.01%,6.07%
皖鲁苏区域,2465,993,1473,59.73%,10.98%
晋蒙区域,6680,3633,3047,45.61%,22.72%

梅安森,300275,收入构成,报告日期,2014-06-30,
