奥康国际,603001,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2816,1570,1247,44.27%,3.91%
华中,15739,10896,4842,30.77%,15.19%
西北,2671,1739,932,34.9%,2.93%
西南,6728,4972,1756,26.1%,5.51%
东北,529,319,209,39.6%,0.66%
华南,3949,2869,1079,27.33%,3.39%
华北,4088,2877,1212,29.64%,3.8%
华东,19942,14062,5880,29.48%,18.45%
东南,42558,28084,14474,34.01%,45.42%
出口,818,581,237,28.93%,0.74%

奥康国际,603001,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
出口,2333,1664,669,28.67%,0.7%
华南,9700,7794,1906,19.65%,2%
华中,44875,28074,16800,37.44%,17.62%
西北,8968,5937,3031,33.8%,3.18%
东南,111741,69457,42283,37.84%,44.34%
其他（补充）,2888,1661,1227,42.48%,1.29%
东北,2432,1896,535,22.01%,0.56%
华北,14160,9976,4183,29.54%,4.39%
华东,53770,35481,18289,34.01%,19.18%
西南,21783,15350,6433,29.53%,6.75%

奥康国际,603001,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
出口,524,353,171,32.57%,0.17%
东北,988,686,302,30.6%,0.3%
华北,7142,4343,2799,39.19%,2.82%
境内,130693,81568,49125,37.59%,49.47%
华南,7340,5448,1893,25.78%,1.91%
华中,23246,13677,9569,41.16%,9.64%
东南,52791,33029,19761,37.43%,19.9%
华东,24118,14818,9300,38.56%,9.37%
西南,10620,6817,3803,35.81%,3.83%
境外,524,353,171,32.57%,0.17%
西北,4448,2751,1698,38.16%,1.71%
其他（补充）,1281,570,711,55.48%,0.72%

奥康国际,603001,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2750,977,1773,64.48%,1.63%
东北,3531,2256,1275,36.12%,1.17%
华北,18926,12405,6521,34.45%,6%
东南,122042,77062,44980,36.86%,41.36%
华中,47635,29204,18432,38.69%,16.95%
出口,1129,773,356,31.53%,0.33%
华南,17270,12755,4515,26.14%,4.15%
西北,9045,5747,3299,36.47%,3.03%
华东,56291,37225,19066,33.87%,17.53%
西南,25694,17158,8535,33.22%,7.85%

奥康国际,603001,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外,571,377,194,34%,0.17%
境内,155029,99044,55985,36.11%,49.25%
华南,8643,6179,2463,28.5%,2.17%
其他（补充）,1661,335,1326,79.84%,1.17%
西北,4072,2371,1700,41.76%,1.5%
华东,29711,19140,10571,35.58%,9.3%
出口,571,377,194,34%,0.17%
东北,1824,1214,610,33.43%,0.54%
东南,62716,40145,22570,35.99%,19.85%
华北,9254,5926,3328,35.96%,2.93%
西南,13065,8575,4490,34.37%,3.95%
华中,25745,15492,10253,39.82%,9.02%

奥康国际,603001,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,4248,3064,1184,27.87%,1%
东南,140967,85980,54987,39.01%,46.49%
华北,18267,11650,6617,36.22%,5.59%
华中,46334,29369,16965,36.62%,14.34%
西北,5929,3859,2070,34.91%,1.75%
华东,63016,41926,21090,33.47%,17.83%
西南,25318,16974,8345,32.96%,7.05%
其他（补充）,1871,1223,648,34.63%,0.55%
华南,17988,12134,5854,32.54%,4.95%
出口,2229,1702,527,23.65%,0.45%

奥康国际,603001,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,1745,1126,619,35.48%,1.03%
东南,66162,41498,24664,37.28%,40.92%
西北,2565,1595,970,37.8%,1.61%
华东,35165,21845,13320,37.88%,22.1%
西南,12027,7732,4296,35.71%,7.13%
华中,24051,14580,9471,39.38%,15.72%
出口,1179,946,233,19.75%,0.39%
华南,7623,4687,2936,38.52%,4.87%
华北,8258,4950,3308,40.06%,5.49%
其他（补充）,666,212,454,68.12%,0.75%

奥康国际,603001,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3493,607,2886,82.62%,2.39%
出口,2430,1935,495,20.37%,0.41%
西北,7345,4758,2587,35.22%,2.15%
东北,4140,2672,1468,35.46%,1.22%
华南,16664,10719,5945,35.67%,4.93%
华东,61313,36704,24609,40.14%,20.41%
华北,18625,11929,6695,35.95%,5.55%
华中,46211,29680,16531,35.77%,13.71%
西南,27396,18595,8801,32.12%,7.3%
东南,137381,86842,50539,36.79%,41.92%

奥康国际,603001,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1489,-- ,1489,--,0.93%
出口,1256,-- ,1256,--,0.78%
西北,2925,-- ,2925,--,1.83%
东北,1602,-- ,1602,--,1%
华南,8467,-- ,8467,--,5.28%
华东,32403,-- ,32403,--,20.22%
华北,7606,-- ,7606,--,4.75%
华中,23951,-- ,23951,--,14.95%
西南,12655,-- ,12655,--,7.9%
东南,67869,-- ,67869,--,42.36%

奥康国际,603001,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3324,150,3174,95.49%,2.84%
出口,15314,12436,2878,18.8%,2.57%
西北,8467,5571,2896,34.2%,2.59%
东北,4569,3014,1555,34.03%,1.39%
华南,16707,10843,5864,35.1%,5.24%
华东,70139,43218,26921,38.38%,24.05%
华北,18664,12231,6433,34.47%,5.75%
华中,45346,29341,16005,35.3%,14.3%
西南,26983,18346,8637,32.01%,7.72%
东南,122369,84806,37563,30.7%,33.56%

奥康国际,603001,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1508,-- ,1508,--,0.93%
东北,2471,-- ,2471,--,1.52%
华北,11965,-- ,11965,--,7.36%
东南,56886,-- ,56886,--,34.97%
西北,3551,-- ,3551,--,2.18%
出口,5762,-- ,5762,--,3.54%
华南,7904,-- ,7904,--,4.86%
华中,23680,-- ,23680,--,14.56%
华东,35326,-- ,35326,--,21.72%
西南,13623,-- ,13623,--,8.37%

奥康国际,603001,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,7613,-- ,7613,--,2.57%
东南,107609,-- ,107609,--,36.29%
华东,62853,-- ,62853,--,21.2%
西南,24842,-- ,24842,--,8.38%
华中,42261,-- ,42261,--,14.25%
出口,12308,-- ,12308,--,4.15%
华南,14309,-- ,14309,--,4.83%
其他(补充),2879,-- ,2879,--,0.97%
东北,3980,-- ,3980,--,1.34%
华北,17875,-- ,17875,--,6.03%

奥康国际,603001,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1236,-- ,1236,--,2.27%
出口,5551,4597,953,17.18%,1.75%
西南,12872,8343,4529,35.18%,8.31%
西北,3485,2193,1292,37.07%,2.37%
华中,20370,13292,7078,34.75%,12.99%
华南,7487,4517,2970,39.67%,5.45%
华东,30084,16170,13913,46.25%,25.53%
华北,11731,7076,4655,39.68%,8.54%
东南,49959,33160,16799,33.63%,30.83%
东北,2322,1256,1066,45.92%,1.96%

奥康国际,603001,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2883,-- ,2883,--,2.57%
出口,22602,19677,2925,12.94%,2.61%
西北,8712,5509,3203,36.77%,2.86%
东北,4139,2586,1553,37.52%,1.39%
华南,14244,9071,5173,36.32%,4.62%
华东,55518,29841,25677,46.25%,22.92%
华北,24934,15423,9511,38.14%,8.49%
华中,35226,19322,15904,45.15%,14.2%
西南,24251,14128,10123,41.74%,9.03%
东南,87112,52021,35091,40.28%,31.32%

奥康国际,603001,收入构成,报告日期,2013-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1240,-- ,1240,--,2.01%
出口,12143,10586,1557,12.82%,2.53%
西南,12910,8030,4880,37.8%,7.93%
西北,4047,2485,1562,38.59%,2.54%
华中,18584,11220,7364,39.63%,11.96%
华南,8368,4629,3739,44.68%,6.07%
华东,27578,15136,12442,45.11%,20.21%
华北,13027,8217,4811,36.93%,7.81%
东南,48728,25746,22982,47.16%,37.33%
东北,2568,1581,987,38.45%,1.6%

奥康国际,603001,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3573,-- ,3573,--,2.78%
出口,22117,18590,3527,15.95%,2.74%
西北,10015,6613,3402,33.97%,2.65%
东北,7369,4957,2412,32.73%,1.88%
华南,17564,11512,6052,34.46%,4.71%
华东,72984,43181,29803,40.83%,23.18%
华北,31216,20585,10631,34.06%,8.27%
华中,45421,27216,18205,40.08%,14.16%
西南,33158,21303,11856,35.76%,9.22%
东南,102096,63006,39089,38.29%,30.41%

奥康国际,603001,收入构成,报告日期,2012-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,18134,11154,6980,38.49%,11.56%
华北,6608,4327,2281,34.52%,3.78%
华南,8925,5764,3161,35.42%,5.24%
华东,90625,55010,35615,39.3%,58.99%
其他(补充),1396,-- ,1396,--,2.31%
西部,23336,15030,8305,35.59%,13.76%
东北,4147,2743,1404,33.86%,2.33%
出口,8636,7400,1236,14.31%,2.05%

奥康国际,603001,收入构成,报告日期,2011-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1905,189,1715,90.06%,1.67%
