冠城大通,600067,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,9135,-- ,9135,--,2.01%
境外,5713,-- ,5713,--,1.26%
境内,219448,-- ,219448,--,48.36%
西南地区,5332,-- ,5332,--,1.18%
西北地区,142,-- ,142,--,0.03%
华中地区,14970,-- ,14970,--,3.3%
华南地区,7233,-- ,7233,--,1.59%
华东地区,146881,-- ,146881,--,32.37%
华北地区,41713,-- ,41713,--,9.19%
东北地区,3177,-- ,3177,--,0.7%

冠城大通,600067,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华南地区,14817,14482,335,2.26%,0.13%
国外,17567,17719,-153,-0.87%,-0.06%
华东地区,409027,328386,80641,19.72%,30.43%
西南地区,13587,12484,1103,8.12%,0.42%
华中地区,25258,23102,2155,8.53%,0.81%
东北地区,7018,6407,611,8.71%,0.23%
其他地区,14953,13788,1165,7.79%,0.44%
华北地区,254565,88452,166113,65.25%,62.69%
西北地区,276,254,22,8.02%,0.01%
其他（补充）,21667,8687,12980,59.91%,4.9%

冠城大通,600067,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,8633,9004,-371,-4.3%,-0.16%
华东地区,236280,180102,56178,23.78%,24.71%
华南地区,7796,7254,542,6.95%,0.24%
国内,353434,243121,110313,31.21%,48.53%
华北地区,79771,28303,51469,64.52%,22.64%
西北地区,91,85,7,7.18%,0%
其他(补充),9591,2534,7057,73.58%,3.1%
西南地区,6306,5856,450,7.14%,0.2%
华中地区,11853,10963,890,7.51%,0.39%
其他地区,8741,8154,587,6.71%,0.26%
东北地区,2595,2405,190,7.34%,0.08%

冠城大通,600067,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,555,518,37,6.74%,0.01%
境外,16144,16435,-290,-1.8%,-0.09%
其他地区,19005,17834,1171,6.16%,0.38%
华北地区,216954,60836,156117,71.96%,50.73%
其他（补充）,20482,11388,9094,44.4%,2.95%
西南地区,15383,14348,1035,6.73%,0.34%
华中地区,28206,26221,1984,7.04%,0.64%
华东地区,468791,330898,137892,29.41%,44.8%
华南地区,21102,20664,438,2.08%,0.14%
东北地区,4232,3947,285,6.72%,0.09%

冠城大通,600067,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,156030,138096,17935,11.49%,11.3%
西南地区,8360,7827,533,6.38%,0.34%
华中地区,15718,14717,1002,6.37%,0.63%
东北地区,2071,1944,127,6.13%,0.08%
华北地区,82586,25451,57136,69.18%,36.01%
西北地区,303,283,19,6.41%,0.01%
国内,285965,207655,78309,27.38%,49.35%
国外,7235,7907,-672,-9.29%,-0.42%
其他（补充）,10162,7431,2731,26.87%,1.72%
其他地区,9044,8506,538,5.95%,0.34%
华南地区,11853,10833,1020,8.6%,0.64%

冠城大通,600067,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),18061,13472,4590,25.41%,1.15%
国外,13871,14298,-426,-3.07%,-0.11%
其他地区,16748,15681,1066,6.37%,0.27%
西南地区,13917,12952,966,6.94%,0.24%
华东地区,379901,311275,68626,18.06%,17.16%
华北地区,180832,58602,122230,67.59%,30.56%
华中地区,29750,27527,2223,7.47%,0.56%
华南地区,32751,30204,2547,7.78%,0.64%
西北地区,1059,983,76,7.22%,0.02%
东北地区,2807,2616,191,6.79%,0.05%
国内,657766,459840,197926,30.09%,49.48%

冠城大通,600067,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,8607,6481,2126,24.7%,1.56%
国外,5899,6465,-566,-9.6%,-0.42%
其他地区,7589,7106,483,6.37%,0.35%
西南地区,6851,6388,463,6.76%,0.34%
华东地区,145632,125098,20534,14.1%,15.08%
华北地区,163156,52958,110199,67.54%,80.92%
华中地区,14125,13110,1015,7.19%,0.75%
华南地区,20636,18865,1772,8.58%,1.3%
西北地区,581,539,41,7.11%,0.03%
东北地区,1760,1637,123,7.01%,0.09%

冠城大通,600067,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),14598,10556,4042,27.69%,2.71%
国外,8003,8455,-452,-5.65%,-0.3%
其他地区,13034,12183,851,6.53%,0.57%
