摩恩电气,002451,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,361,-- ,361,--,10.89%
西南,1096,-- ,1096,--,33.11%
东北,61,-- ,61,--,1.85%
华南,168,-- ,168,--,5.08%
华北,542,-- ,542,--,16.38%
华东,7901,7611,291,3.68%,8.78%
其他,1597,1644,-46,-2.91%,-1.4%
类金融收入,1830,1123,707,38.62%,21.34%
不良资产处置服务,132,-- ,132,--,3.99%

摩恩电气,002451,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
类金融,6761,1363,5397,79.84%,49.76%
西北,217,-- ,217,--,2%
华北,7047,6071,976,13.85%,9%
西南,1457,-- ,1457,--,13.43%
华东,17638,17540,97,0.55%,0.9%
其他（补充）,951,880,71,7.49%,0.66%
其他,105,-- ,105,--,0.97%
东北,591,-- ,591,--,5.45%
华中,1936,-- ,1936,--,17.85%

摩恩电气,002451,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,823,838,-15,-1.78%,-0.42%
华南,9,8,1,14.47%,0.04%
东北,582,505,77,13.28%,2.21%
华东,8331,8395,-64,-0.77%,-1.85%
不良资产处置服务,79,0,79,100%,2.27%
海外,105,136,-31,-29.7%,-0.89%
华中,1925,1835,90,4.65%,2.56%
华北,1790,1264,526,29.4%,15.07%
其他（补充）,405,62,343,84.63%,9.82%
类金融收入,3377,887,2490,73.75%,71.31%
西北,100,104,-4,-4.42%,-0.13%

摩恩电气,002451,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,5128,-- ,5128,--,8.77%
华北,6918,-- ,6918,--,11.83%
类金融,7496,-- ,7496,--,12.81%
东北,378,-- ,378,--,0.65%
其他业务收入,1686,-- ,1686,--,2.88%
西南,377,-- ,377,--,0.64%
华东,32788,-- ,32788,--,56.05%
其他,1429,-- ,1429,--,2.44%
华中,2300,-- ,2300,--,3.93%

摩恩电气,002451,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),962,260,702,72.96%,10.85%
西北,6,4,2,26.53%,0.02%
类金融收入,2306,191,2115,91.71%,32.69%
华中,475,396,78,16.53%,1.21%
华东,16196,15328,868,5.36%,13.42%
海外,496,605,-109,-22.02%,-1.69%
华北,4037,3477,560,13.88%,8.66%
西南,297,277,20,6.69%,0.31%
东北,214,126,88,41.33%,1.37%
不良资产处置服务,2152,79,2074,96.34%,32.06%
华南,462,391,71,15.32%,1.09%

摩恩电气,002451,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
类金融,16196,1056,15140,93.48%,83.76%
西南,423,379,44,10.33%,0.24%
华北,7569,7076,493,6.51%,2.73%
西北,3847,3532,315,8.19%,1.74%
华中,1380,1237,143,10.39%,0.79%
东北,2738,2546,191,6.99%,1.06%
其他(补充),1452,613,839,57.79%,4.64%
其他,1573,1440,133,8.43%,0.73%
华东,11570,10792,778,6.72%,4.3%

摩恩电气,002451,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
海外,262,208,54,20.63%,0.78%
华南,632,569,63,10%,0.91%
类金融,6071,673,5398,88.91%,77.75%
华北,3341,2919,422,12.63%,6.08%
华中,199,176,23,11.67%,0.33%
东北,436,379,58,13.18%,0.83%
华东,6410,6039,371,5.78%,5.34%
其他(补充),341,225,117,34.18%,1.68%
西北,2854,2416,437,15.33%,6.3%

摩恩电气,002451,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
