赛微电子,300456,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,21,2,19,89.45%,0.1%
境外欧洲,8000,2812,5188,64.85%,28.2%
境外北美,20555,7365,13190,64.17%,71.7%

赛微电子,300456,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外欧洲,14563,6895,7668,52.65%,24.15%
境内西北,1302,529,772,59.34%,2.43%
境内华北,9338,5711,3627,38.84%,11.43%
境外北美,33827,14652,19175,56.68%,60.4%
境内华南,1867,256,1611,86.3%,5.08%
境内华东,6539,8109,-1570,-24.01%,-4.95%
境外亚洲、中东及大洋洲,1945,2662,-717,-36.85%,-2.26%
境内其他,2416,1238,1178,48.75%,3.71%

赛微电子,300456,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外北美,15003,7411,7593,50.61%,72.84%
境外欧洲,6627,3796,2831,42.72%,27.16%

赛微电子,300456,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外北美,24757,11594,13163,53.17%,37.99%
境内西北,2620,-- ,2620,--,7.56%
境内华北,9793,5621,4173,42.61%,12.04%
境外亚洲、中东及大洋洲,2938,-- ,2938,--,8.48%
境内其他,1095,-- ,1095,--,3.16%
境外欧洲,12233,8750,3482,28.47%,10.05%
境内华中,1091,-- ,1091,--,3.15%
境内华东,16722,10641,6081,36.37%,17.55%

赛微电子,300456,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境内华东,8181,4440,3741,45.73%,26.68%
境外北美,11987,5212,6775,56.52%,48.32%
境外欧洲,5046,4294,753,14.91%,5.37%
境内华北,6757,4004,2752,40.73%,19.63%

赛微电子,300456,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外欧洲,8394,6685,1709,20.36%,5.51%
境内华北,16540,10776,5764,34.85%,18.57%
境内西南,2968,-- ,2968,--,9.56%
境内西北,2979,-- ,2979,--,9.6%
境外亚洲、中东及大洋洲,2749,-- ,2749,--,8.86%
境外北美,20782,11554,9229,44.41%,29.74%
境内华东,4119,-- ,4119,--,13.27%
境内其他,1519,-- ,1519,--,4.89%

赛微电子,300456,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外亚洲、中东及大洋洲,1046,1182,-136,-13.03%,-1.47%
境外欧洲,4441,3213,1227,27.64%,13.21%
境外北美,10164,6626,3538,34.81%,38.07%
境内其他,2764,1108,1656,59.93%,17.82%
境内西南,2894,1486,1408,48.67%,15.15%
境内华北,6794,5195,1599,23.53%,17.2%

赛微电子,300456,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外-亚洲、中东及大洋洲,1162,-- ,1162,--,6.75%
境外-欧洲,3529,2435,1094,31%,6.36%
境外-北美,6943,4728,2215,31.91%,12.87%
境内-其他,4749,-- ,4749,--,27.6%
境内-西南,3392,1703,1689,49.79%,9.81%
境内-华北,13920,7620,6300,45.26%,36.61%

赛微电子,300456,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,2010,1100,910,45.28%,39.32%
华北,3406,2001,1405,41.24%,60.68%

赛微电子,300456,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他地区,1195,-- ,1195,--,14.65%
华南,2020,1168,852,42.18%,10.44%
华北,6196,3385,2811,45.36%,34.45%
西南,7685,4384,3301,42.96%,40.46%

赛微电子,300456,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,3456,1938,1519,43.94%,55.1%
西南,2373,1136,1237,52.14%,44.9%

赛微电子,300456,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
陕西,463,-- ,463,--,1.37%
辽宁,5,-- ,5,--,0.01%
江西,-- ,-- ,0,--,0%
浙江,36,-- ,36,--,0.11%
河南,5,-- ,5,--,0.01%
新疆,4,-- ,4,--,0.01%
西北,466,-- ,466,--,1.38%
天津,182,-- ,182,--,0.54%
内蒙古,9,-- ,9,--,0.03%
湖北,144,-- ,144,--,0.43%
青海,-- ,-- ,0,--,0%
云南,44,-- ,44,--,0.13%
西南,6900,-- ,6900,--,20.37%
山西,651,-- ,651,--,1.92%
华北,7344,-- ,7344,--,21.68%
华中,149,-- ,149,--,0.44%
甘肃,-- ,-- ,0,--,0%
安徽,5,-- ,5,--,0.01%
江苏,73,-- ,73,--,0.22%
广西,16,-- ,16,--,0.05%
黑龙江,59,-- ,59,--,0.17%
福建,-- ,-- ,0,--,0%
山东,28,-- ,28,--,0.08%
上海,37,-- ,37,--,0.11%
广东,1809,-- ,1809,--,5.34%
四川,228,-- ,228,--,0.67%
湖南,-- ,-- ,0,--,0%
华东,179,-- ,179,--,0.53%
华南,1826,-- ,1826,--,5.39%
重庆,6628,-- ,6628,--,19.56%
河北,23,-- ,23,--,0.07%
吉林,11,-- ,11,--,0.03%
东北,75,-- ,75,--,0.22%
北京,6480,-- ,6480,--,19.13%

赛微电子,300456,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,-- ,-- ,0,--,0%
河南,3,-- ,3,--,0.01%
湖南,28,-- ,28,--,0.08%
华东,1617,-- ,1617,--,4.84%
广东,2416,-- ,2416,--,7.23%
重庆,4116,-- ,4116,--,12.31%
河北,40,-- ,40,--,0.12%
华中,101,-- ,101,--,0.3%
甘肃,28,-- ,28,--,0.08%
新疆,2,-- ,2,--,0.01%
西北,175,-- ,175,--,0.52%
天津,25,-- ,25,--,0.07%
内蒙古,4,-- ,4,--,0.01%
湖北,70,-- ,70,--,0.21%
青海,2,-- ,2,--,0.01%
华南,2420,-- ,2420,--,7.24%
西南,4272,-- ,4272,--,12.78%
山西,2140,-- ,2140,--,6.4%
华北,7155,-- ,7155,--,21.4%
陕西,143,-- ,143,--,0.43%
辽宁,30,-- ,30,--,0.09%
江西,0,-- ,0,--,0%
浙江,18,-- ,18,--,0.05%
上海,1088,-- ,1088,--,3.25%
海南,-- ,-- ,0,--,0%
四川,156,-- ,156,--,0.47%
东北,976,-- ,976,--,2.92%
安徽,4,-- ,4,--,0.01%
江苏,475,-- ,475,--,1.42%
广西,4,-- ,4,--,0.01%
黑龙江,852,-- ,852,--,2.55%
福建,0,-- ,0,--,0%
山东,32,-- ,32,--,0.1%
吉林,94,-- ,94,--,0.28%
北京,4946,-- ,4946,--,14.79%

赛微电子,300456,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,53,-- ,53,--,0.2%
河南,30,-- ,30,--,0.11%
河北,21,-- ,21,--,0.08%
北京,4450,-- ,4450,--,17.09%
湖北,20,-- ,20,--,0.08%
甘肃,20,-- ,20,--,0.08%
吉林,23,-- ,23,--,0.09%
东北,414,-- ,414,--,1.59%
山东,167,-- ,167,--,0.64%
华东,1561,-- ,1561,--,6%
广东,1565,-- ,1565,--,6.01%
重庆,4317,-- ,4317,--,16.58%
陕西,150,-- ,150,--,0.58%
黑龙江,336,-- ,336,--,1.29%
浙江,39,-- ,39,--,0.15%
上海,1102,-- ,1102,--,4.23%
海南,4,-- ,4,--,0.02%
天津,14,-- ,14,--,0.05%
内蒙古,76,-- ,76,--,0.29%
广西,3,-- ,3,--,0.01%
华南,1573,-- ,1573,--,6.04%
西南,4578,-- ,4578,--,17.58%
山西,75,-- ,75,--,0.29%
湖南,12,-- ,12,--,0.05%
华中,62,-- ,62,--,0.24%
