玉龙股份,601028,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,605,624,-19,-3.18%,-0.63%
其他（补充）,5522,4699,823,14.9%,26.72%
国内,177822,175547,2276,1.28%,73.9%

玉龙股份,601028,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外地区,12009,12101,-91,-0.76%,-1.17%
国内地区,140284,132422,7862,5.6%,101.17%

玉龙股份,601028,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,7993,8030,-37,-0.47%,-0.33%
国内,130476,119267,11209,8.59%,100.33%

玉龙股份,601028,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,12645,10283,2362,18.68%,8.54%
国内,168806,143497,25309,14.99%,91.46%

玉龙股份,601028,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,5281,-- ,5281,--,7.25%
国内,67516,-- ,67516,--,92.75%

玉龙股份,601028,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,68107,53775,14333,21.04%,36.47%
国内,154615,129653,24962,16.14%,63.53%

玉龙股份,601028,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,46765,-- ,46765,--,34.52%
国内,88689,-- ,88689,--,65.48%

玉龙股份,601028,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,37351,-- ,37351,--,14.42%
国内,206625,-- ,206625,--,79.79%
其他（补充）,14990,-- ,14990,--,5.79%

玉龙股份,601028,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,8351,-- ,8351,--,7.67%
国内,100509,-- ,100509,--,92.33%

玉龙股份,601028,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),6925,-- ,6925,--,2.55%
国外,45334,-- ,45334,--,16.7%
国内,219256,-- ,219256,--,80.75%

玉龙股份,601028,收入构成,报告日期,2013-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,16244,-- ,16244,--,13.91%
国内,100537,-- ,100537,--,86.09%

玉龙股份,601028,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),14345,-- ,14345,--,5.82%
国外,40383,-- ,40383,--,16.38%
国内,191763,-- ,191763,--,77.8%

玉龙股份,601028,收入构成,报告日期,2012-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,18607,-- ,18607,--,16.47%
其他(补充),5023,-- ,5023,--,4.45%
国内,89326,-- ,89326,--,79.08%

玉龙股份,601028,收入构成,报告日期,2011-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外,62154,-- ,62154,--,22.68%
国内,211924,-- ,211924,--,77.32%

玉龙股份,601028,收入构成,报告日期,2011-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
