全筑股份,603030,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,283985,246708,37278,13.13%,41.39%
其他（补充）,890,651,239,26.85%,0.27%
西南地区,69934,61630,8305,11.87%,9.22%
东北地区,61890,53591,8299,13.41%,9.21%
华北地区,30837,26302,4535,14.71%,5.04%
台港澳地区,0,939,-939,--,-1.04%
华南地区,82492,72890,9602,11.64%,10.66%
西北地区,27507,24033,3474,12.63%,3.86%
海外地区,16631,14388,2243,13.49%,2.49%
华中地区,119444,102417,17028,14.26%,18.91%

全筑股份,603030,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
澳门特别行政区,15982,14945,1037,6.49%,1.1%
西北地区,33386,28001,5385,16.13%,5.7%
东北地区,53242,42705,10537,19.79%,11.15%
华东地区,247866,216352,31515,12.71%,33.35%
其他（补充）,7007,4669,2338,33.37%,2.47%
西南地区,62502,53238,9265,14.82%,9.8%
华北地区,22546,18508,4038,17.91%,4.27%
境外地区,19591,15408,4183,21.35%,4.43%
华南地区,56866,50445,6420,11.29%,6.79%
华中地区,133115,113325,19789,14.87%,20.94%

全筑股份,603030,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北地区,40064,36144,3921,9.79%,6.28%
境外,2510,2059,451,17.97%,0.72%
西北地区,27675,24072,3603,13.02%,5.77%
华南地区,45304,39695,5609,12.38%,8.99%
其他（补充）,1476,1007,469,31.8%,0.75%
华中地区,45989,39474,6515,14.17%,10.44%
华东地区,210364,178818,31547,15%,50.56%
澳门特别行政区,11611,9986,1626,14%,2.61%
东北地区,46366,41152,5213,11.24%,8.36%
西南地区,31177,27737,3440,11.03%,5.51%

全筑股份,603030,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,27051,24873,2177,8.05%,6.31%
西北地区,23080,21240,1840,7.97%,5.33%
东北地区,51664,47288,4377,8.47%,12.69%
华中地区,18484,17150,1335,7.22%,3.87%
华南地区,23223,21162,2062,8.88%,5.98%
华北地区,32095,30218,1877,5.85%,5.44%
华东地区,160796,139965,20831,12.95%,60.38%

全筑股份,603030,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,35,-- ,35,--,0.03%
西南地区,18213,-- ,18213,--,14.55%
西北地区,7537,-- ,7537,--,6.02%
东北地区,20879,-- ,20879,--,16.67%
华中地区,5101,-- ,5101,--,4.07%
华南地区,7768,-- ,7768,--,6.2%
华北地区,16606,-- ,16606,--,13.26%
华东地区,49076,-- ,49076,--,39.19%

全筑股份,603030,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),75,110,-34,-45.63%,-0.12%
西南地区,5263,4842,420,7.98%,1.42%
西北地区,16429,14720,1709,10.4%,5.78%
东北地区,33681,29554,4127,12.25%,13.95%
华中地区,10160,8750,1411,13.88%,4.77%
华南地区,11391,9504,1887,16.57%,6.38%
华北地区,28640,25773,2867,10.01%,9.69%
华东地区,112855,95651,17204,15.24%,58.14%

全筑股份,603030,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,1437,-- ,1437,--,1.71%
西北地区,7018,-- ,7018,--,8.37%
华南地区,2407,-- ,2407,--,2.87%
华中地区,3570,-- ,3570,--,4.26%
华东地区,46858,-- ,46858,--,55.86%
其他（补充）,51,-- ,51,--,0.06%
东北地区,13770,-- ,13770,--,16.42%
华北地区,8768,-- ,8768,--,10.45%

全筑股份,603030,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,73,-- ,73,--,0.04%
西南,7246,-- ,7246,--,4%
华中,12170,-- ,12170,--,6.72%
华东,103036,-- ,103036,--,56.87%
华北,5649,-- ,5649,--,3.12%
东北,31681,-- ,31681,--,17.49%
华南,15151,-- ,15151,--,8.36%
西北,6174,-- ,6174,--,3.41%

全筑股份,603030,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,12644,-- ,12644,--,7.55%
华东,83878,-- ,83878,--,50.05%
西南,11082,-- ,11082,--,6.61%
其他（补充）,55,-- ,55,--,0.03%
东北,23351,-- ,23351,--,13.93%
华北,14864,-- ,14864,--,8.87%
西北,7672,-- ,7672,--,4.58%
华南,14033,-- ,14033,--,8.37%

全筑股份,603030,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,73482,-- ,73482,--,55.78%
西南,10613,-- ,10613,--,8.06%
华中,687,-- ,687,--,0.52%
东北,14543,-- ,14543,--,11.04%
华北,23135,-- ,23135,--,17.56%
其他（补充）,97,-- ,97,--,0.07%
西北,2675,-- ,2675,--,2.03%
华南,6495,-- ,6495,--,4.93%

