山西证券,002500,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,147567,-- ,147567,--,83.66%
重庆市,229,-- ,229,--,0.13%
浙江省,531,-- ,531,--,0.3%
云南省,1,-- ,1,--,0%
新疆维吾尔族自治区,9,-- ,9,--,0.01%
天津市,176,-- ,176,--,0.1%
四川省,226,-- ,226,--,0.13%
上海市,1491,-- ,1491,--,0.85%
陕西省,634,-- ,634,--,0.36%
山西省,21384,-- ,21384,--,12.12%
山东省,470,-- ,470,--,0.27%
辽宁省,174,-- ,174,--,0.1%
江苏省,122,-- ,122,--,0.07%
湖南省,364,-- ,364,--,0.21%
湖北省,87,-- ,87,--,0.05%
黑龙江省,32,-- ,32,--,0.02%
河南省,457,-- ,457,--,0.26%
河北省,344,-- ,344,--,0.19%
海南省,24,-- ,24,--,0.01%
广西壮族自治区,188,-- ,188,--,0.11%
广东省,806,-- ,806,--,0.46%
福建省,306,-- ,306,--,0.17%
北京市,774,-- ,774,--,0.44%

山西证券,002500,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
辽宁省,264,-- ,264,--,0.05%
广东省,994,-- ,994,--,0.19%
北京市,1629,-- ,1629,--,0.32%
四川省,341,-- ,341,--,0.07%
江苏省,91,-- ,91,--,0.02%
河北省,528,-- ,528,--,0.1%
黑龙江省,40,-- ,40,--,0.01%
湖南省,400,-- ,400,--,0.08%
河南省,691,-- ,691,--,0.14%
山东省,762,-- ,762,--,0.15%
总部及子公司,465580,-- ,465580,--,91.25%
陕西省,812,-- ,812,--,0.16%
海南省,1,-- ,1,--,0%
湖北省,30,-- ,30,--,0.01%
广西壮族自治区,-178,-- ,-178,--,-0.03%
云南省,95,-- ,95,--,0.02%
新疆维吾尔族自治区,21,-- ,21,--,0%
重庆市,359,-- ,359,--,0.07%
上海市,2599,-- ,2599,--,0.51%
山西省,33549,-- ,33549,--,6.58%
福建省,429,-- ,429,--,0.08%
天津市,282,-- ,282,--,0.06%
浙江省,899,-- ,899,--,0.18%

山西证券,002500,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川省,200,-- ,200,--,0.06%
江苏省,90,-- ,90,--,0.03%
河北省,307,-- ,307,--,0.1%
辽宁省,167,-- ,167,--,0.05%
广东省,505,-- ,505,--,0.16%
北京市,1026,-- ,1026,--,0.33%
重庆市,209,-- ,209,--,0.07%
上海市,1492,-- ,1492,--,0.48%
山西省,19316,-- ,19316,--,6.16%
总部及子公司,288068,-- ,288068,--,91.85%
陕西省,434,-- ,434,--,0.14%
云南省,46,-- ,46,--,0.01%
新疆维吾尔族自治区,12,-- ,12,--,0%
黑龙江省,14,-- ,14,--,0%
湖南省,216,-- ,216,--,0.07%
河南省,303,-- ,303,--,0.1%
山东省,398,-- ,398,--,0.13%
福建省,242,-- ,242,--,0.08%
天津市,134,-- ,134,--,0.04%
浙江省,518,-- ,518,--,0.17%
海南省,-3,-- ,-3,--,-0%
湖北省,14,-- ,14,--,0%
广西壮族自治区,-81,-- ,-81,--,-0.03%

山西证券,002500,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
广西壮族自治区,-86,-- ,-86,--,-0.01%
福建省,370,-- ,370,--,0.05%
天津市,221,-- ,221,--,0.03%
海南省,27,-- ,27,--,0%
湖北省,17,-- ,17,--,0%
新疆维吾尔族自治区,13,-- ,13,--,0%
四川省,263,-- ,263,--,0.04%
江苏省,73,-- ,73,--,0.01%
河北省,412,-- ,412,--,0.06%
重庆市,286,-- ,286,--,0.04%
上海市,2325,-- ,2325,--,0.34%
山西省,26822,-- ,26822,--,3.92%
北京市,1380,-- ,1380,--,0.2%
浙江省,643,-- ,643,--,0.09%
陕西省,654,-- ,654,--,0.1%
云南省,56,-- ,56,--,0.01%
湖南省,310,-- ,310,--,0.05%
河南省,407,-- ,407,--,0.06%
总部及子公司,649387,-- ,649387,--,94.79%
黑龙江省,18,-- ,18,--,0%
山东省,513,-- ,513,--,0.07%
辽宁省,199,-- ,199,--,0.03%
广东省,803,-- ,803,--,0.12%

山西证券,002500,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川省,157,-- ,157,--,0.05%
总部及子公司,277518,-- ,277518,--,93.11%
广西省,73,-- ,73,--,0.02%
新疆,9,-- ,9,--,0%
河南省,163,-- ,163,--,0.05%
山东省,275,-- ,275,--,0.09%
江苏省,38,-- ,38,--,0.01%
浙江省,367,-- ,367,--,0.12%
海南省,18,-- ,18,--,0.01%
云南省,-0,-- ,-0,--,-0%
上海市,1350,-- ,1350,--,0.45%
山西省,15502,-- ,15502,--,5.2%
广东省,470,-- ,470,--,0.16%
河北省,238,-- ,238,--,0.08%
重庆市,164,-- ,164,--,0.05%
辽宁省,119,-- ,119,--,0.04%
湖南省,148,-- ,148,--,0.05%
北京市,721,-- ,721,--,0.24%
天津市,118,-- ,118,--,0.04%
陕西省,358,-- ,358,--,0.12%
福建省,224,-- ,224,--,0.08%
黑龙江省,3,-- ,3,--,0%
湖北省,11,-- ,11,--,0%

山西证券,002500,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
新疆,3,-- ,3,--,0%
四川省,392,-- ,392,--,0.09%
江苏省,109,-- ,109,--,0.02%
重庆市,377,-- ,377,--,0.09%
广西,229,-- ,229,--,0.05%
山西省,36421,-- ,36421,--,8.29%
广东省,1051,-- ,1051,--,0.24%
辽宁省,283,-- ,283,--,0.06%
北京市,1724,-- ,1724,--,0.39%
福建省,663,-- ,663,--,0.15%
天津市,265,-- ,265,--,0.06%
河北省,624,-- ,624,--,0.14%
山东省,627,-- ,627,--,0.14%
陕西省,928,-- ,928,--,0.21%
总部及子公司,391048,-- ,391048,--,89.02%
浙江省,948,-- ,948,--,0.22%
黑龙江省,0,-- ,0,--,0%
湖南省,147,-- ,147,--,0.03%
河南省,385,-- ,385,--,0.09%
海南省,0,-- ,0,--,0%
云南省,0,-- ,0,--,0%
上海市,3052,-- ,3052,--,0.69%
湖北省,24,-- ,24,--,0.01%

山西证券,002500,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
辽宁省,138,-- ,138,--,0.07%
北京市,893,-- ,893,--,0.43%
重庆市,194,-- ,194,--,0.09%
上海市,1499,-- ,1499,--,0.71%
山西省,17922,-- ,17922,--,8.54%
湖南省,69,-- ,69,--,0.03%
广西省,130,-- ,130,--,0.06%
福建省,351,-- ,351,--,0.17%
浙江省,482,-- ,482,--,0.23%
陕西省,435,-- ,435,--,0.21%
河北省,322,-- ,322,--,0.15%
广东省,545,-- ,545,--,0.26%
河南省,185,-- ,185,--,0.09%
山东省,282,-- ,282,--,0.13%
总部及子公司,185990,-- ,185990,--,88.61%
江苏省,93,-- ,93,--,0.04%
四川省,205,-- ,205,--,0.1%
湖北省,11,-- ,11,--,0.01%
天津市,154,-- ,154,--,0.07%

山西证券,002500,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,166613,-- ,166613,--,71.03%
湖北省,-18,-- ,-18,--,-0.01%
湖南省,202,-- ,202,--,0.09%
四川省,517,-- ,517,--,0.22%
广西省,377,-- ,377,--,0.16%
河南省,472,-- ,472,--,0.2%
江苏省,282,-- ,282,--,0.12%
福建省,846,-- ,846,--,0.36%
山东省,694,-- ,694,--,0.3%
河北省,865,-- ,865,--,0.37%
天津市,453,-- ,453,--,0.19%
辽宁省,394,-- ,394,--,0.17%
重庆市,650,-- ,650,--,0.28%
浙江省,1491,-- ,1491,--,0.64%
广东省,1363,-- ,1363,--,0.58%
上海市,4047,-- ,4047,--,1.73%
陕西省,1319,-- ,1319,--,0.56%
北京市,2050,-- ,2050,--,0.87%
山西省,51946,-- ,51946,--,22.15%

山西证券,002500,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,56375,-- ,56375,--,60.39%
湖北省,-19,-- ,-19,--,-0.02%
湖南省,135,-- ,135,--,0.14%
四川省,278,-- ,278,--,0.3%
广西省,157,-- ,157,--,0.17%
河南省,268,-- ,268,--,0.29%
江苏省,150,-- ,150,--,0.16%
福建省,474,-- ,474,--,0.51%
山东省,359,-- ,359,--,0.38%
河北省,489,-- ,489,--,0.52%
天津市,290,-- ,290,--,0.31%
辽宁省,219,-- ,219,--,0.23%
重庆市,371,-- ,371,--,0.4%
浙江省,858,-- ,858,--,0.92%
广东省,704,-- ,704,--,0.75%
上海市,2203,-- ,2203,--,2.36%
陕西省,721,-- ,721,--,0.77%
北京市,1059,-- ,1059,--,1.13%
山西省,28258,-- ,28258,--,30.27%

山西证券,002500,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,191366,-- ,191366,--,49.85%
湖北省,33,-- ,33,--,0.01%
湖南省,643,-- ,643,--,0.17%
四川省,1162,-- ,1162,--,0.3%
广西省,347,-- ,347,--,0.09%
河南省,908,-- ,908,--,0.24%
江苏省,538,-- ,538,--,0.14%
福建省,2053,-- ,2053,--,0.53%
山东省,1313,-- ,1313,--,0.34%
河北省,2021,-- ,2021,--,0.53%
天津市,1076,-- ,1076,--,0.28%
辽宁省,906,-- ,906,--,0.24%
重庆市,1719,-- ,1719,--,0.45%
浙江省,3711,-- ,3711,--,0.97%
广东省,4333,-- ,4333,--,1.13%
上海市,9628,-- ,9628,--,2.51%
陕西省,3779,-- ,3779,--,0.98%
北京市,4616,-- ,4616,--,1.2%
山西省,153699,-- ,153699,--,40.04%

山西证券,002500,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
辽宁省,546,-- ,546,--,0.22%
广东省,2679,-- ,2679,--,1.1%
上海市,5443,-- ,5443,--,2.24%
山西省,93999,-- ,93999,--,38.63%
四川省,605,-- ,605,--,0.25%
江苏省,296,-- ,296,--,0.12%
河北省,1187,-- ,1187,--,0.49%
重庆市,1067,-- ,1067,--,0.44%
福建省,1151,-- ,1151,--,0.47%
天津市,685,-- ,685,--,0.28%
浙江省,2146,-- ,2146,--,0.88%
陕西省,2253,-- ,2253,--,0.93%
湖北省,24,-- ,24,--,0.01%
广西省,253,-- ,253,--,0.1%
湖南省,365,-- ,365,--,0.15%
河南省,411,-- ,411,--,0.17%
山东省,732,-- ,732,--,0.3%
北京市,2538,-- ,2538,--,1.04%
总部及子公司,126967,-- ,126967,--,52.18%

山西证券,002500,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
湖北省,1,-- ,1,--,0%
广西省,292,-- ,292,--,0.15%
福建省,854,-- ,854,--,0.44%
天津市,370,-- ,370,--,0.19%
湖南省,150,-- ,150,--,0.08%
上海市,3935,-- ,3935,--,2.01%
山西省,64440,-- ,64440,--,32.89%
浙江省,1407,-- ,1407,--,0.72%
陕西省,1519,-- ,1519,--,0.78%
河南省,217,-- ,217,--,0.11%
山东省,482,-- ,482,--,0.25%
辽宁省,338,-- ,338,--,0.17%
广东省,1618,-- ,1618,--,0.83%
总部及子公司,116006,-- ,116006,--,59.21%
四川省,343,-- ,343,--,0.17%
江苏省,139,-- ,139,--,0.07%
北京市,2070,-- ,2070,--,1.06%
河北省,891,-- ,891,--,0.46%
重庆市,845,-- ,845,--,0.43%

山西证券,002500,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,62629,-- ,62629,--,71.73%
湖南省,34,-- ,34,--,0.04%
四川省,120,-- ,120,--,0.14%
广西省,88,-- ,88,--,0.1%
河南省,72,-- ,72,--,0.08%
江苏省,50,-- ,50,--,0.06%
福建省,304,-- ,304,--,0.35%
山东省,184,-- ,184,--,0.21%
河北省,337,-- ,337,--,0.39%
天津市,119,-- ,119,--,0.14%
辽宁省,98,-- ,98,--,0.11%
重庆市,253,-- ,253,--,0.29%
浙江省,431,-- ,431,--,0.49%
广东省,520,-- ,520,--,0.6%
上海市,1263,-- ,1263,--,1.45%
陕西省,437,-- ,437,--,0.5%
北京市,691,-- ,691,--,0.79%
山西省,19680,-- ,19680,--,22.54%

山西证券,002500,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
总部及子公司,73536,66904,6632,9.02%,19.6%
湖南省,74,267,-193,-261.07%,-0.57%
四川省,219,309,-91,-41.45%,-0.27%
广西省,163,392,-229,-140.57%,-0.68%
