申万宏源,000166,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-7163,-- ,-7163,--,-0.54%
中南地区,48005,-- ,48005,--,3.59%
西北地区,60206,-- ,60206,--,4.5%
西南地区,25589,-- ,25589,--,1.91%
东北地区,14308,-- ,14308,--,1.07%
华北地区,16966,-- ,16966,--,1.27%
华东地区,205775,-- ,205775,--,15.37%
境外子公司,27875,-- ,27875,--,2.08%
境内子公司,540911,-- ,540911,--,40.41%
本部,406169,-- ,406169,--,30.34%

申万宏源,000166,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外子公司,50912,-- ,50912,--,2.07%
华东地区,369323,-- ,369323,--,15.02%
东北地区,30590,-- ,30590,--,1.24%
西北地区,106903,-- ,106903,--,4.35%
华北地区,34495,-- ,34495,--,1.4%
抵消,-26422,-- ,-26422,--,-1.07%
本部,628154,-- ,628154,--,25.54%
境内子公司,1123597,-- ,1123597,--,45.69%
西南地区,50706,-- ,50706,--,2.06%
中南地区,91084,-- ,91084,--,3.7%

申万宏源,000166,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-13734,-- ,-13734,--,-1.31%
境内子公司,358398,-- ,358398,--,34.18%
西南地区,26805,-- ,26805,--,2.56%
中南地区,46575,-- ,46575,--,4.44%
本部,325681,-- ,325681,--,31.06%
东北地区,15245,-- ,15245,--,1.45%
西北地区,55039,-- ,55039,--,5.25%
境外子公司,31261,-- ,31261,--,2.98%
华东地区,185517,-- ,185517,--,17.69%
华北地区,17658,-- ,17658,--,1.68%

申万宏源,000166,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵消,-31396,-- ,-31396,--,-2.06%
东北地区,28795,-- ,28795,--,1.88%
西北地区,96452,-- ,96452,--,6.31%
华东地区,336621,-- ,336621,--,22.03%
