骆驼股份,601311,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
中国大陆地区以外的国家和地区,18860,-- ,18860,--,4.64%
中国大陆地区,387781,-- ,387781,--,95.36%

骆驼股份,601311,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国内,879052,725295,153757,17.49%,95.6%
国外,23287,16218,7069,30.36%,4.4%

骆驼股份,601311,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国内,905502,736135,169367,18.7%,98.9%
国外,16875,14990,1885,11.17%,1.1%

骆驼股份,601311,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
中国大陆地区以外的国家和地区,8532,-- ,8532,--,2.02%
中国大陆地区,414500,-- ,414500,--,97.98%

骆驼股份,601311,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国内,746342,591331,155011,20.77%,98.75%
国外,15456,13490,1966,12.72%,1.25%

骆驼股份,601311,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
中国大陆地区,308703,-- ,308703,--,96.64%
中国大陆地区以外的国家和地区,6289,-- ,6289,--,1.97%
其他（补充）,4437,-- ,4437,--,1.39%

骆驼股份,601311,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),6281,5375,906,14.43%,0.63%
国外,32162,27732,4431,13.78%,3.08%
国内,591755,453261,138495,23.4%,96.29%

骆驼股份,601311,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,545,-- ,545,--,0.22%
出口,11173,-- ,11173,--,4.51%
东北,20321,-- ,20321,--,8.2%
西北,8408,-- ,8408,--,3.39%
西南,25434,-- ,25434,--,10.26%
华中,46536,-- ,46536,--,18.77%
华南,24439,-- ,24439,--,9.86%
华东,90140,-- ,90140,--,36.35%
华北,20951,-- ,20951,--,8.45%

骆驼股份,601311,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,4812,4754,57,1.19%,0.05%
出口,32302,22994,9308,28.82%,8.33%
东北,38536,30851,7685,19.94%,6.88%
西北,24235,19204,5031,20.76%,4.5%
西南,53723,41679,12044,22.42%,10.78%
华中,95383,77154,18229,19.11%,16.32%
华南,60414,47588,12826,21.23%,11.48%
华东,177011,140909,36101,20.39%,32.32%
华北,51282,40848,10434,20.35%,9.34%

骆驼股份,601311,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,31841,-- ,31841,--,13.57%
华东,80481,-- ,80481,--,34.3%
华北,20849,-- ,20849,--,8.89%
其他(补充),2406,-- ,2406,--,1.03%
西北,9613,-- ,9613,--,4.1%
华南,32759,-- ,32759,--,13.96%
东北,14917,-- ,14917,--,6.36%
华中,33137,-- ,33137,--,14.12%
出口,8612,-- ,8612,--,3.67%

骆驼股份,601311,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,192390,-- ,192390,--,37.23%
出口,14507,-- ,14507,--,2.81%
西南,47075,-- ,47075,--,9.11%
西北,23022,-- ,23022,--,4.46%
华南,52871,-- ,52871,--,10.23%
其他（补充）,3102,-- ,3102,--,0.6%
东北,32882,-- ,32882,--,6.36%
华中,98557,-- ,98557,--,19.07%
华北,52313,-- ,52313,--,10.12%

骆驼股份,601311,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1796,-- ,1796,--,3.28%
出口,4341,3428,913,21.03%,1.67%
东北地区,12941,10188,2753,21.28%,5.03%
西北地区,11003,8725,2279,20.71%,4.16%
西南地区,20994,16271,4723,22.5%,8.62%
华中地区,46313,35285,11029,23.81%,20.13%
华南地区,21656,16270,5386,24.87%,9.83%
华东地区,93929,73397,20532,21.86%,37.48%
华北地区,21456,16087,5368,25.02%,9.8%

骆驼股份,601311,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1648,-- ,1648,--,1.6%
出口,6714,5275,1439,21.43%,1.4%
