引力传媒,603598,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,9656,8920,736,7.62%,2.27%
华北,58323,54601,3722,6.38%,11.49%
香港,416,337,79,19.05%,0.24%
西南,8052,7299,753,9.35%,2.32%
华南,68169,61223,6946,10.19%,21.44%
东北,4692,4068,624,13.29%,1.93%
西北,4668,4469,199,4.26%,0.61%
华东,146004,126666,19338,13.25%,59.69%

引力传媒,603598,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,112658,103927,8731,7.75%,32.95%
西南,4607,4139,468,10.16%,1.77%
华南,53554,49403,4151,7.75%,15.67%
东北,2997,2667,330,11.02%,1.25%
西北,2214,2048,166,7.51%,0.63%
华东,117993,106173,11820,10.02%,44.61%
香港,89,69,20,22.96%,0.08%
华中,20600,19794,807,3.92%,3.05%

引力传媒,603598,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,6101,5936,166,2.71%,0.6%
华北,94739,83689,11050,11.66%,39.87%
华中,6135,4578,1557,25.38%,5.62%
东北,3738,3397,341,9.12%,1.23%
华南,55271,53904,1367,2.47%,4.93%
其他(补充),14,-- ,14,--,0.05%
香港,415,358,57,13.68%,0.2%
华东,91161,78135,13026,14.29%,47%
西北,658,519,139,21.09%,0.5%

引力传媒,603598,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,12,-- ,12,--,0.09%
西南,2299,2103,197,8.55%,1.38%
西北,285,229,56,19.58%,0.39%
华中,2960,2834,126,4.25%,0.88%
华南,58373,54538,3835,6.57%,26.89%
华东,34618,32767,1851,5.35%,12.98%
华北,67987,60681,7306,10.75%,51.23%
东北,6670,5792,878,13.16%,6.16%

引力传媒,603598,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),6,-- ,6,--,0.01%
西南,1465,-- ,1465,--,1.66%
西北,21,-- ,21,--,0.02%
华中,862,-- ,862,--,0.98%
华南,28102,-- ,28102,--,31.81%
华东,18601,-- ,18601,--,21.05%
华北,35577,-- ,35577,--,40.27%
东北,3717,-- ,3717,--,4.21%

引力传媒,603598,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充）,14,-- ,14,--,0.1%
西南,2033,1764,269,13.22%,1.97%
西北,1265,1189,76,6.02%,0.56%
华中,7439,5976,1464,19.67%,10.74%
华南,40130,38302,1828,4.56%,13.41%
华东,63749,59215,4534,7.11%,33.26%
华北,69014,63591,5423,7.86%,39.78%
东北,2168,2142,26,1.18%,0.19%

引力传媒,603598,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,31571,-- ,31571,--,33.43%
其他（补充）,5,-- ,5,--,0.01%
华中,4963,-- ,4963,--,5.25%
西南,1077,-- ,1077,--,1.14%
华南,21305,-- ,21305,--,22.56%
东北,1001,-- ,1001,--,1.06%
西北,966,-- ,966,--,1.02%
华东,33549,-- ,33549,--,35.53%

引力传媒,603598,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,5753,4887,866,15.06%,6.02%
其他(补充),13,-- ,13,--,0.09%
西北,467,391,76,16.21%,0.53%
华东,71225,62534,8691,12.2%,60.42%
华南,18296,17883,413,2.26%,2.87%
东北,2321,1993,329,14.17%,2.29%
华中,12847,12592,255,1.99%,1.78%
华北,31537,27795,3742,11.87%,26.01%

引力传媒,603598,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,5,-57,63,1174.03%,0.42%
华东,73147,65642,7505,10.26%,50.67%
华北,28992,24593,4398,15.17%,29.69%
西南,6491,5705,787,12.12%,5.31%
华南,14308,13382,926,6.47%,6.25%
东北,1811,1551,260,14.37%,1.76%
其他(补充),39,-- ,39,--,0.26%
华中,14541,13707,834,5.73%,5.63%

引力传媒,603598,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,7932,6951,981,12.37%,8.41%
华北,20041,16913,3128,15.61%,26.82%
华东,36165,30828,5337,14.76%,45.76%
华南,16821,16070,750,4.46%,6.44%
东北,2256,1956,300,13.29%,2.57%
西南,10329,9272,1057,10.24%,9.07%
西北,298,189,109,36.46%,0.93%

