隧道股份,600820,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,7634,-- ,7634,--,0.4%
浙江,480464,-- ,480464,--,25.17%
云南,66232,-- ,66232,--,3.47%
新加坡,41976,-- ,41976,--,2.2%
四川,72114,-- ,72114,--,3.78%
上海,814595,-- ,814595,--,42.68%
山东,4750,-- ,4750,--,0.25%
其他海外,17580,-- ,17580,--,0.92%
其他地区,36073,-- ,36073,--,1.89%
辽宁,2404,-- ,2404,--,0.13%
江西,125030,-- ,125030,--,6.55%
江苏,132833,-- ,132833,--,6.96%
湖南,20449,-- ,20449,--,1.07%
湖北,26319,-- ,26319,--,1.38%
河南,24055,-- ,24055,--,1.26%
广东,19122,-- ,19122,--,1%
福建,16905,-- ,16905,--,0.89%

隧道股份,600820,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
澳门,788,319,470,59.58%,0.09%
安徽,37682,35420,2262,6%,0.42%
福建,131835,125474,6360,4.82%,1.19%
浙江,885970,801804,84166,9.5%,15.69%
中国香港,16936,19745,-2809,-16.59%,-0.52%
天津,1664,1529,134,8.08%,0.03%
四川,129527,115037,14489,11.19%,2.7%
湖北,88856,98440,-9584,-10.79%,-1.79%
其他（补充）,26075,13813,12262,47.03%,2.29%
新加坡,112724,87933,24790,21.99%,4.62%
湖南,32453,29431,3022,9.31%,0.56%
北京,2005,1609,396,19.76%,0.07%
山东,17446,16654,792,4.54%,0.15%
云南,84335,79977,4358,5.17%,0.81%
河北,1170,1170,0,0.01%,0%
江苏,191427,166978,24449,12.77%,4.56%
印度,68420,66725,1695,2.48%,0.32%
其他地区,166986,143669,23317,13.96%,4.35%
江西,177959,170511,7449,4.19%,1.39%
河南,90830,83781,7050,7.76%,1.31%
广东,63537,55743,7794,12.27%,1.45%
上海,2033743,1710315,323428,15.9%,60.31%

隧道股份,600820,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
湖南,17504,-- ,17504,--,1.07%
广东,21047,-- ,21047,--,1.29%
上海,699040,-- ,699040,--,42.86%
四川,26434,-- ,26434,--,1.62%
湖北,62000,-- ,62000,--,3.8%
江苏,128150,-- ,128150,--,7.86%
新加坡,41942,-- ,41942,--,2.57%
