国联证券,601456,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
香港地区,283,12,271,95.84%,0.62%
上海地区,2645,1002,1643,62.13%,3.75%
山东地区,371,300,70,18.98%,0.16%
其他地区,1119,1321,-202,-18.1%,-0.46%
江苏地区,76262,34279,41983,55.05%,95.72%
广东地区,645,738,-93,-14.39%,-0.21%
北京地区,909,724,186,20.42%,0.42%

国联证券,601456,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司总部,118308,67156,51152,43.24%,74.4%
四川,252,498,-246,-97.62%,-0.36%
湖南,405,756,-351,-86.67%,-0.51%
江西,133,248,-115,-86.47%,-0.17%
浙江,415,384,31,7.47%,0.05%
广东,655,1412,-757,-115.57%,-1.1%
江苏,35396,16703,18693,52.81%,27.19%
重庆,188,279,-91,-48.4%,-0.13%
北京,1495,1823,-328,-21.94%,-0.48%
上海,3631,2196,1435,39.52%,2.09%
湖北,76,342,-266,-350%,-0.39%
辽宁,61,153,-92,-150.82%,-0.13%
安徽,11,65,-54,-490.91%,-0.08%
山东,573,723,-150,-26.18%,-0.22%
广西,339,449,-110,-32.45%,-0.16%

国联证券,601456,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
四川,258,559,-301,-116.67%,-0.59%
辽宁,94,195,-101,-107.45%,-0.2%
北京,2314,2320,-6,-0.26%,-0.01%
广东,906,1666,-760,-83.89%,-1.49%
江苏,40609,17674,22935,56.48%,44.82%
浙江,585,369,216,36.92%,0.42%
山东,706,621,85,12.04%,0.17%
广西,373,492,-119,-31.9%,-0.23%
湖南,443,520,-77,-17.38%,-0.15%
江西,201,268,-67,-33.33%,-0.13%
公司总部,75343,47755,27588,36.62%,53.91%
重庆,195,270,-75,-38.46%,-0.15%
上海,4134,2280,1854,44.85%,3.62%

