亚普股份,603013,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,69517,61730,7787,11.2%,5.65%
国外,301772,265965,35807,11.87%,25.99%
国内,542492,448312,94181,17.36%,68.36%

亚普股份,603013,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,52951,39167,13784,26.03%,12.32%
国外,243446,216918,26528,10.9%,23.72%
国内,488517,416975,71542,14.64%,63.96%

亚普股份,603013,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中：墨西哥,48,-- ,48,--,0%
其中:江苏省,48749,-- ,48749,--,3.54%
其中:北京市,3239,-- ,3239,--,0.23%
其中:山东省,6200,-- ,6200,--,0.45%
其中:安徽省,12047,-- ,12047,--,0.87%
其中:福建省,3330,-- ,3330,--,0.24%
其中:辽宁省,6313,-- ,6313,--,0.46%
其中:湖南省,19977,-- ,19977,--,1.45%
其中：美国,84264,-- ,84264,--,6.11%
其中:吉林省,128038,-- ,128038,--,9.29%
其中：法国,122,-- ,122,--,0.01%
其中：澳大利亚,5429,-- ,5429,--,0.39%
其中:广西省,1,-- ,1,--,0%
其中:四川省,5861,-- ,5861,--,0.43%
境外,189091,-- ,189091,--,13.72%
其中:天津市,802,-- ,802,--,0.06%
其中:广东省,21597,-- ,21597,--,1.57%
其中：德国,1206,-- ,1206,--,0.09%
其中：印度,19339,-- ,19339,--,1.4%
其中:新疆省,1440,-- ,1440,--,0.1%
其中:内蒙古,2517,-- ,2517,--,0.18%
其他（补充）,36396,-- ,36396,--,2.64%
其中:湖北省,50042,-- ,50042,--,3.63%
其中:河北省,685,-- ,685,--,0.05%
其中：俄罗斯,13865,-- ,13865,--,1.01%
其中：加拿大,33067,-- ,33067,--,2.4%
其中：捷克,30823,-- ,30823,--,2.24%
其中:黑龙江,2132,-- ,2132,--,0.15%
其中:重庆市,26334,-- ,26334,--,1.91%
其中：台湾地区,1,-- ,1,--,0%
其中:江西省,2167,-- ,2167,--,0.16%
其中:河南省,17779,-- ,17779,--,1.29%
其中:上海市,96446,-- ,96446,--,7%
其中：葡萄牙,928,-- ,928,--,0.07%
其中:浙江省,26360,-- ,26360,--,1.91%
境内,482057,-- ,482057,--,34.96%

亚普股份,603013,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中:福建省,1346,-- ,1346,--,0.1%
其中:浙江省,20389,-- ,20389,--,1.58%
其中:北京市,2941,-- ,2941,--,0.23%
其中:山东省,8154,-- ,8154,--,0.63%
其中:辽宁省,17801,-- ,17801,--,1.38%
其中:湖南省,12833,-- ,12833,--,1%
其中:江西省,1946,-- ,1946,--,0.15%
其中：加拿大,34090,-- ,34090,--,2.65%
其中:上海市,83040,-- ,83040,--,6.45%
其中：捷克,13675,-- ,13675,--,1.06%
其中:湖北省,27624,-- ,27624,--,2.14%
境内,438795,-- ,438795,--,34.07%
其中:广西省,297,-- ,297,--,0.02%
境外,193519,-- ,193519,--,15.03%
其中:河北省,493,-- ,493,--,0.04%
其中:内蒙古,2693,-- ,2693,--,0.21%
其中：墨西哥,0,-- ,0,--,0%
其中:新疆省,1559,-- ,1559,--,0.12%
其中:河南省,12905,-- ,12905,--,1%
其中：印度,17565,-- ,17565,--,1.36%
其中:四川省,3501,-- ,3501,--,0.27%
其中:广东省,17498,-- ,17498,--,1.36%
其中:吉林省,120532,-- ,120532,--,9.36%
其他（补充）,23279,-- ,23279,--,1.81%
其中：澳大利亚,7650,-- ,7650,--,0.59%
其中:重庆市,34128,-- ,34128,--,2.65%
其中：美国,110744,-- ,110744,--,8.6%
其中：俄罗斯,8301,-- ,8301,--,0.64%
其中:海南省,72,-- ,72,--,0.01%
其中：德国,1493,-- ,1493,--,0.12%
其中:安徽省,13091,-- ,13091,--,1.02%
其中:江苏省,53558,-- ,53558,--,4.16%
其中:天津市,2395,-- ,2395,--,0.19%

亚普股份,603013,收入构成,报告日期,2015-12-31,
