赛伍技术,603212,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
外销,39908,-- ,39908,--,10.31%
其中:华东地区,143616,-- ,143616,--,37.09%
其中:东北地区,2853,-- ,2853,--,0.74%
其中:华北地区,15577,-- ,15577,--,4.02%
其中:西南地区,73,-- ,73,--,0.02%
其中:华中地区,7130,-- ,7130,--,1.84%
内销,173641,-- ,173641,--,44.85%
其中:西北地区,755,-- ,755,--,0.2%
其中:华南地区,3635,-- ,3635,--,0.94%

赛伍技术,603212,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中:华南地区,5459,-- ,5459,--,1.56%
内销,157165,-- ,157165,--,44.87%
其中:西南地区,70,-- ,70,--,0.02%
其中:华中地区,5193,-- ,5193,--,1.48%
其中:华东地区,127276,-- ,127276,--,36.34%
外销,35940,-- ,35940,--,10.26%
其中:东北地区,2399,-- ,2399,--,0.69%
其中:华北地区,14739,-- ,14739,--,4.21%
其他(补充),1,-- ,1,--,0%
其中:西北地区,2027,-- ,2027,--,0.58%

赛伍技术,603212,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
外销,29191,-- ,29191,--,8.79%
其中:东北地区,3681,-- ,3681,--,1.11%
其中:华北地区,18933,-- ,18933,--,5.7%
其中:西北地区,477,-- ,477,--,0.14%
其中:华南地区,7144,-- ,7144,--,2.15%
其他(补充),10,-- ,10,--,0%
内销,151500,-- ,151500,--,45.6%
其中:西南地区,5,-- ,5,--,0%
其中:华中地区,5026,-- ,5026,--,1.51%
其中:华东地区,116235,-- ,116235,--,34.99%

