有友食品,603697,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,6069,4025,2044,33.69%,5.85%
华南,5165,3400,1764,34.16%,5.05%
其他（补充）,266,145,121,45.53%,0.35%
华中,3420,2209,1211,35.41%,3.47%
华东,21478,13652,7825,36.43%,22.4%
东北,2102,1615,487,23.16%,1.39%
华北,5931,3896,2035,34.31%,5.82%
西南,56369,36923,19446,34.5%,55.66%

有友食品,603697,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中,1629,-- ,1629,--,3.41%
其他(补充),196,-- ,196,--,0.41%
西南,26451,-- ,26451,--,55.35%
华东,9613,-- ,9613,--,20.12%
东北,1043,-- ,1043,--,2.18%
华南,3403,-- ,3403,--,7.12%
华北,2712,-- ,2712,--,5.67%
西北,2741,-- ,2741,--,5.73%

有友食品,603697,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,218,-- ,218,--,0.2%
西南,66181,-- ,66181,--,60.11%
华东,17339,-- ,17339,--,15.75%
华中,3224,-- ,3224,--,2.93%
东北,2174,-- ,2174,--,1.97%
华南,7999,-- ,7999,--,7.27%
华北,6064,-- ,6064,--,5.51%
西北,6895,-- ,6895,--,6.26%

有友食品,603697,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,5115,-- ,5115,--,5.17%
西南,61837,-- ,61837,--,62.48%
华东,15157,-- ,15157,--,15.31%
西北,5623,-- ,5623,--,5.68%
华中,2475,-- ,2475,--,2.5%
东北,1952,-- ,1952,--,1.97%
华南,6416,-- ,6416,--,6.48%
其他（补充）,397,-- ,397,--,0.4%

有友食品,603697,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,7371,-- ,7371,--,14.92%
东北,977,-- ,977,--,1.98%
华南,2927,-- ,2927,--,5.92%
西北,2822,-- ,2822,--,5.71%
华中,1163,-- ,1163,--,2.35%
其他(补充),203,-- ,203,--,0.41%
西南,31472,-- ,31472,--,63.7%
华北,2468,-- ,2468,--,5%

有友食品,603697,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,169,-- ,169,--,0.2%
西南,54276,-- ,54276,--,65.62%
华东,12491,-- ,12491,--,15.1%
华中,2062,-- ,2062,--,2.49%
东北,1603,-- ,1603,--,1.94%
华南,4435,-- ,4435,--,5.36%
西北,4011,-- ,4011,--,4.85%
华北,3668,-- ,3668,--,4.44%

有友食品,603697,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,75,-- ,75,--,0.19%
西北,1731,-- ,1731,--,4.4%
华东,5863,-- ,5863,--,14.91%
西南,26368,-- ,26368,--,67.05%
东北,733,-- ,733,--,1.86%
华南,1899,-- ,1899,--,4.83%
华北,1619,-- ,1619,--,4.12%
华中,1036,-- ,1036,--,2.63%

有友食品,603697,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),134,-- ,134,--,0.18%
华南,3797,-- ,3797,--,5.05%
华东,10059,-- ,10059,--,13.38%
东北,1225,-- ,1225,--,1.63%
华中,2027,-- ,2027,--,2.7%
华北,3185,-- ,3185,--,4.24%
西南,51261,-- ,51261,--,68.19%
西北,3484,-- ,3484,--,4.63%

有友食品,603697,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,59,-- ,59,--,0.15%
西北,1666,-- ,1666,--,4.24%
华中,1090,-- ,1090,--,2.78%
华东,5174,-- ,5174,--,13.18%
西南,26966,-- ,26966,--,68.71%
华南,1919,-- ,1919,--,4.89%
华北,1733,-- ,1733,--,4.42%
东北,640,-- ,640,--,1.63%

有友食品,603697,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,219,-- ,219,--,0.25%
华南,3977,-- ,3977,--,4.52%
华北,3637,-- ,3637,--,4.13%
东北,1551,-- ,1551,--,1.76%
西南,59395,-- ,59395,--,67.52%
华东,13044,-- ,13044,--,14.83%
西北,3362,-- ,3362,--,3.82%
华中,2787,-- ,2787,--,3.17%

有友食品,603697,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,2110,-- ,2110,--,2.16%
华南,4859,-- ,4859,--,4.97%
华北,4095,-- ,4095,--,4.18%
西北,3640,-- ,3640,--,3.72%
华中,4073,-- ,4073,--,4.16%
其他（补充）,121,-- ,121,--,0.12%
西南,64458,-- ,64458,--,65.88%
华东,14487,-- ,14487,--,14.81%

有友食品,603697,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北,2133,-- ,2133,--,2.3%
华南,5497,-- ,5497,--,5.93%
西北,3278,-- ,3278,--,3.54%
华中,3938,-- ,3938,--,4.25%
其他（补充）,15,-- ,15,--,0.02%
西南,59395,-- ,59395,--,64.13%
华东,14105,-- ,14105,--,15.23%
华北,4256,-- ,4256,--,4.59%

