光华科技,002741,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中区,3784,-- ,3784,--,14.82%
西北区,703,-- ,703,--,2.75%
西南区,2276,-- ,2276,--,8.92%
东北区,399,-- ,399,--,1.56%
华南区,28020,20640,7380,26.34%,28.9%
华北区,2481,-- ,2481,--,9.72%
华东区,48653,44295,4358,8.96%,17.07%
出口,4152,-- ,4152,--,16.26%

光华科技,002741,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东区,73344,63431,9914,13.52%,17.21%
东北区,1609,-- ,1609,--,2.79%
华北区,6957,-- ,6957,--,12.08%
华南区,67165,48599,18566,27.64%,32.22%
出口,4602,-- ,4602,--,7.99%
华中区,8308,-- ,8308,--,14.42%
其他(补充),-- ,1716,-1716,--,-2.98%
西北区,4537,-- ,4537,--,7.87%
西南区,4840,-- ,4840,--,8.4%

光华科技,002741,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,170,-170,--,-0.58%
西南区,2811,-- ,2811,--,9.62%
西北区,1627,-- ,1627,--,5.57%
华中区,3884,-- ,3884,--,13.29%
出口,3732,-- ,3732,--,12.77%
东北区,624,-- ,624,--,2.14%
华北区,3275,-- ,3275,--,11.21%
华东区,36154,31061,5094,14.09%,17.43%
华南区,26793,18452,8341,31.13%,28.55%

光华科技,002741,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中区,6376,-- ,6376,--,10.75%
华东区,69099,53681,15418,22.31%,25.99%
东北区,1581,-- ,1581,--,2.67%
华北区,7786,-- ,7786,--,13.13%
华南区,53854,37965,15888,29.5%,26.79%
其他(补充),-- ,1060,-1060,--,-1.79%
西北区,3970,-- ,3970,--,6.69%
西南区,4800,-- ,4800,--,8.09%
出口,4555,-- ,4555,--,7.68%

光华科技,002741,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
东北区,565,-- ,565,--,1.88%
西南区,2412,-- ,2412,--,8.03%
华北区,4338,-- ,4338,--,14.45%
西北区,1769,-- ,1769,--,5.89%
华南区,27285,19995,7290,26.72%,24.28%
其他(补充),-- ,860,-860,--,-2.86%
华东区,35253,26977,8276,23.48%,27.56%
出口,2185,-- ,2185,--,7.27%
华中区,4055,-- ,4055,--,13.5%

光华科技,002741,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他业务,-- ,244,-244,--,-0.49%
出口,6486,-- ,6486,--,13%
东北区,392,-- ,392,--,0.79%
西北区,2894,-- ,2894,--,5.8%
华中区,6287,-- ,6287,--,12.61%
华北区,4471,-- ,4471,--,8.96%
西南区,4789,-- ,4789,--,9.6%
华东区,55511,44359,11152,20.09%,22.36%
