禾丰牧业,603609,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,901,388,513,56.93%,0.26%
5西南,67851,65438,2413,3.56%,1.21%
2华北,218230,195817,22413,10.27%,11.21%
7国外,31047,29633,1414,4.55%,0.71%
4华中华南,274917,254768,20149,7.33%,10.07%
1华东,231826,211407,20420,8.81%,10.21%
6西北,92634,79501,13133,14.18%,6.57%
3东北,861803,742251,119552,13.87%,59.77%

禾丰牧业,603609,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中华南,187856,171650,16205,8.63%,12.19%
华东,176009,162997,13012,7.39%,9.79%
国外,23311,23252,59,0.25%,0.04%
西南,62699,61209,1490,2.38%,1.12%
华北,269053,250045,19008,7.06%,14.3%
西北,57151,49545,7606,13.31%,5.72%
东北,798200,722836,75365,9.44%,56.69%
其他（补充）,801,595,205,25.64%,0.15%

禾丰牧业,603609,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2890,2185,704,24.38%,0.6%
国外,20003,18051,1951,9.75%,1.66%
西北,53521,45547,7974,14.9%,6.79%
西南,46308,43919,2389,5.16%,2.03%
华中华南,169026,159036,9990,5.91%,8.51%
东北,713767,653099,60668,8.5%,51.66%
华北,201969,182328,19642,9.73%,16.73%
华东,162101,147983,14119,8.71%,12.02%

禾丰牧业,603609,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3146,1804,1341,42.65%,1.17%
国外,11755,9652,2103,17.89%,1.84%
西南,29570,28307,1264,4.27%,1.11%
西北,42198,36073,6125,14.51%,5.36%
华中华南,125509,115940,9569,7.62%,8.37%
华东,161932,149411,12522,7.73%,10.95%
华北,171706,150909,20797,12.11%,18.19%
东北,641241,580653,60588,9.45%,53%

禾丰牧业,603609,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1185,-- ,1185,--,0.23%
国外,5017,-- ,5017,--,0.99%
西北,17080,-- ,17080,--,3.38%
西南,6789,-- ,6789,--,1.34%
华中华南,31669,-- ,31669,--,6.27%
华东,47713,-- ,47713,--,9.44%
华北,77931,-- ,77931,--,15.43%
东北,317840,-- ,317840,--,62.91%

禾丰牧业,603609,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2428,1181,1248,51.38%,1.25%
国外,8036,5921,2115,26.32%,2.11%
西南,6215,6059,156,2.52%,0.16%
西北,32505,27795,4710,14.49%,4.71%
华中华南,69582,62194,7389,10.62%,7.39%
华东,91683,82707,8976,9.79%,8.97%
华北,193215,171514,21701,11.23%,21.7%
东北,565966,512242,53724,9.49%,53.71%

禾丰牧业,603609,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,36124,-- ,36124,--,8.44%
其他（补充）,996,-- ,996,--,0.23%
西南,928,-- ,928,--,0.22%
华北,69862,-- ,69862,--,16.33%
国外,1150,-- ,1150,--,0.27%
华中华南,44325,-- ,44325,--,10.36%
东北,258807,-- ,258807,--,60.49%
西北,15646,-- ,15646,--,3.66%

禾丰牧业,603609,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,29526,-- ,29526,--,3.23%
华东,132802,-- ,132802,--,14.53%
西南,893,-- ,893,--,0.1%
华北,153951,-- ,153951,--,16.84%
东北,519796,-- ,519796,--,56.87%
其他(补充),3711,-- ,3711,--,0.41%
国外,2450,-- ,2450,--,0.27%
华中华南,70816,-- ,70816,--,7.75%

禾丰牧业,603609,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),709,601,108,15.18%,0.15%
国外,4983,3885,1097,22.02%,1.49%
西北,24105,22138,1966,8.16%,2.67%
西南,486,444,43,8.75%,0.06%
华中华南,52748,49953,2795,5.3%,3.8%
华东,114873,105860,9013,7.85%,12.24%
华北,151807,136240,15566,10.25%,21.14%
东北,502835,459802,43033,8.56%,58.45%

禾丰牧业,603609,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1007,876,131,13%,0.17%
国外,4934,3585,1349,27.34%,1.78%
西北,23306,20859,2447,10.5%,3.22%
西南,728,700,27,3.78%,0.04%
华中华南,85804,79372,6432,7.5%,8.47%
华东,70447,62912,7535,10.7%,9.92%
华北,140179,126616,13563,9.68%,17.87%
东北,487448,443011,44437,9.12%,58.53%

禾丰牧业,603609,收入构成,报告日期,2011-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),314,282,32,10.11%,0.04%
国外,5943,3108,2835,47.7%,3.95%
西北,20293,17919,2374,11.7%,3.31%
西南,192,182,10,5.27%,0.01%
华中华南,56058,51396,4662,8.32%,6.5%
华东,47154,42732,4421,9.38%,6.17%
华北,113751,103583,10167,8.94%,14.18%
东北,481973,434763,47210,9.8%,65.83%

