万里马,300591,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
海外地区,18,-- ,18,--,0.06%
台港澳地区,1382,-- ,1382,--,4.59%
华东地区,7837,4517,3320,42.36%,11.04%
华南地区,21003,13687,7316,34.83%,24.32%
东北地区,3580,-- ,3580,--,11.9%
西南地区,2306,-- ,2306,--,7.67%
华中地区,2603,-- ,2603,--,8.65%
华北地区,24761,19271,5490,22.17%,18.25%
西北地区,4065,-- ,4065,--,13.52%

万里马,300591,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,2013,-- ,2013,--,6.56%
其他(补充),-- ,397,-397,--,-1.29%
台港澳地区,1085,-- ,1085,--,3.54%
华东地区,8978,4517,4461,49.69%,14.54%
西北地区,3215,-- ,3215,--,10.48%
华南地区,27062,17015,10047,37.13%,32.74%
华中地区,3009,-- ,3009,--,9.81%
华北地区,21322,16726,4597,21.56%,14.98%
东北地区,2654,-- ,2654,--,8.65%

万里马,300591,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,3484,-- ,3484,--,12.94%
华东地区,6443,4532,1911,29.66%,7.1%
西北地区,4331,-- ,4331,--,16.09%
西南地区,2189,-- ,2189,--,8.13%
华南地区,23603,16139,7464,31.62%,27.73%
东北地区,2406,-- ,2406,--,8.94%
华北地区,16896,12721,4176,24.71%,15.51%
其他(补充),-- ,104,-104,--,-0.38%
台港澳地区,1062,-- ,1062,--,3.95%

万里马,300591,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,2386,-- ,2386,--,9.03%
西北地区,2333,-- ,2333,--,8.83%
台港澳地区,2699,-- ,2699,--,10.21%
华中地区,4469,-- ,4469,--,16.91%
华南地区,21812,15119,6693,30.68%,25.33%
华东地区,6122,4128,1994,32.58%,7.55%
华北地区,17985,14516,3469,19.29%,13.13%
东北地区,2383,-- ,2383,--,9.02%

万里马,300591,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,95,-- ,95,--,0.16%
国外,1599,-- ,1599,--,2.78%
西南地区,692,-- ,692,--,1.2%
西北地区,901,-- ,901,--,1.57%
华中地区,1098,-- ,1098,--,1.91%
东北地区,630,-- ,630,--,1.09%
华东地区,1787,-- ,1787,--,3.11%
华北地区,11349,-- ,11349,--,19.73%
华南地区,11461,-- ,11461,--,19.92%
国内,27918,-- ,27918,--,48.53%

万里马,300591,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,152,-- ,152,--,0.14%
国外,5152,-- ,5152,--,4.66%
西南地区,1535,-- ,1535,--,1.39%
西北地区,2214,-- ,2214,--,2%
华中地区,1968,-- ,1968,--,1.78%
东北地区,1981,-- ,1981,--,1.79%
华东地区,4450,-- ,4450,--,4.02%
华北地区,17538,-- ,17538,--,15.85%
华南地区,22979,-- ,22979,--,20.77%
国内,52664,-- ,52664,--,47.6%

万里马,300591,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,223,-- ,223,--,0.25%
国外,3053,-- ,3053,--,3.38%
西南地区,2050,-- ,2050,--,2.27%
西北地区,2621,-- ,2621,--,2.9%
华中地区,2828,-- ,2828,--,3.13%
东北地区,1601,-- ,1601,--,1.77%
华东地区,5398,-- ,5398,--,5.97%
华北地区,14784,-- ,14784,--,16.35%
华南地区,14294,-- ,14294,--,15.81%
国内,43576,-- ,43576,--,48.19%

万里马,300591,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,365,-- ,365,--,0.44%
国外,3043,-- ,3043,--,3.67%
西南地区,1966,-- ,1966,--,2.37%
西北地区,2461,-- ,2461,--,2.97%
华中地区,2518,-- ,2518,--,3.03%
东北地区,1949,-- ,1949,--,2.35%
华东地区,4942,-- ,4942,--,5.96%
华北地区,13404,-- ,13404,--,16.15%
华南地区,12546,-- ,12546,--,15.12%
国内,39786,-- ,39786,--,47.95%

