汇得科技,603192,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,8319,7694,625,7.51%,1.98%
外销,2321,1965,356,15.34%,1.13%
福建,31405,24811,6594,21%,20.85%
其他,7989,7053,935,11.71%,2.96%
上海,27355,21196,6158,22.51%,19.47%
安徽,6070,4688,1381,22.76%,4.37%
江苏,32063,22082,9981,31.13%,31.56%
浙江,28477,22884,5594,19.64%,17.69%

汇得科技,603192,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
浙江,39821,33934,5886,14.78%,20%
安徽,5941,4763,1178,19.82%,4%
江苏,28047,19670,8377,29.87%,28.47%
外销,1538,1122,416,27.02%,1.41%
福建,30919,26780,4139,13.39%,14.07%
其他,5616,4535,1081,19.25%,3.67%
上海,36209,28432,7776,21.48%,26.43%
其他（补充）,11162,10589,573,5.13%,1.95%

