瑞达期货,002961,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
浙江,130,-- ,130,--,0.29%
云南,56,-- ,56,--,0.13%
香港,830,-- ,830,--,1.86%
四川,2803,-- ,2803,--,6.29%
上海,93,-- ,93,--,0.21%
陕西,23,-- ,23,--,0.05%
山西,16,-- ,16,--,0.04%
山东,3,-- ,3,--,0.01%
其他子公司,23127,-- ,23127,--,51.9%
江西,236,-- ,236,--,0.53%
江苏,274,-- ,274,--,0.61%
湖南,3,-- ,3,--,0.01%
湖北,300,-- ,300,--,0.67%
河南,291,-- ,291,--,0.65%
河北,45,-- ,45,--,0.1%
贵州,29,-- ,29,--,0.07%
广西,161,-- ,161,--,0.36%
广东,2015,-- ,2015,--,4.52%
福建,14117,-- ,14117,--,31.68%
北京,14,-- ,14,--,0.03%

