area
充州地区
济宁地区
青岛地区
济宁
兖州地区
亚洲(中国以外地区)
亚洲(中国以外地区 )
亚洲（中国以外地区）
亚洲
亚洲地区
欧洲地区
美洲地区
中国其他地区
环渤海地区
长江三角洲地区
泛珠江三角洲地区
南通
新会
大洋洲地区
东盟地区
欧盟地区
宁夏地区
集团内地区间相互抵减
各地区分部间相互抵销
四川地区
内部抵消
辽宁地区
行业间相互抵减
大连(大连及瓦房店)
广东(深圳及东莞)
减:相互抵销
减:行业间相互抵减
辽宁
国外业务收入
国内业务收入
行业间内部抵消
行业间内部抵
国外业务
国内业务
境外收入
中国山东
沪杭地区
中国北京
中国广东
中国湖北
中国浙江
中国华东
公司内各业务分部互相抵销
中国青岛
中国深圳
出口收入
深圳以外的广东地区
深圳以外广东地区
深圳以外的地区
出口（含转厂）
出口(含转厂)
广东省外(内销)
广东省内(内销)
惠州(以产地划分)
国内销售收入
国外销售收入
国外市场
国内市场
海口市
惠州市
韶关市
合肥市
顺德
南宁
其中:南京
其中:长沙
其中:苏州
其中:西安
中南
辽宁省
辽宁省及周边地区
地区间抵销
抵销数
国外营业收入
国内营业收入
集团内地区间相互抵销
境外:香港地区
境内:华南地区
集团内行业间相互抵销
江西省
公司地区分部间抵销
广东省(注2)
减：公司地区分部间抵销
市场配套服务
农产品加工生产
减：公司内部行业抵销
农产品批发市场经营
吉林省
减:公司地区分部间抵消
减公司地区分部间抵消
广西壮族自治区
减:公司内部行业抵消
云南省
减:内部抵消
公司地区分部间抵消
减:抵销
安徽省
广西地区
深圳以外
亚洲（不含中国）
欧美及大洋洲
亚洲(不包括中国)
亚洲(不含中国)
其中:关联交易
国际市场
中国南方地区
中国北方地区
南方地区
集团内抵销
境内地区
减:公司内各分部抵销数
减:公司内各地区抵消数
日本及其他地区
日本及其他
日本
2、外销
1、内销
亚太地区
江苏省
香港地区销售国外销售
西部地区
内部相互抵消
内部互相抵销
山东曲阜
华南地区(不含深圳、香港)
铁道部、部队以及联通公司
铁道部部队以及联通公司
华南地区(不含深圳香港)
湘潭市
湖南省湘潭市
广西省自治区
重庆市
湖北省
海南省
甘肃
公司内行业抵销
国际
分部间抵销
湛江
分部间抵消
天津地区_
北京地区_
上海地区_
湛江地区_
深圳地区_
湛江地区
哈尔滨地区
哈尔滨
海外地区（含香港）
中华人民共和国(除香港地区外)
海外地区
中华人民共和国境内
中华人民共和国
海外综合
汕头地区
梅州地区
汕头
安徽省外
安徽省内
安徽地区
马来西亚
杭州地区外
杭州地区
杭州地区以外
境内收入
其他（补充)
其中:境外
其中:境内
公司外部
境外(含出口)
华西
出口产品
华西地区
新疆本地
乌鲁木齐
东南亚、欧美及国内地区
欧美及独联体地区
独联体及台湾
欧美地区及国内
欧美国家
独联体
乌鲁木齐地区
欧美国家及部分内销
新疆地区
独联体国家
境外子公司
境内子公司
本部
江西
黑龙江
吉林
湖北
宁夏
福建
内蒙古
山西
公司本部
境内子公司分部
其中：吴江
其中:吴江
其中:吉林
其中:江苏
本国
他国
国际业务
西北(陕西)
其他(河南、湖南、山东、重庆)
华北(北京、天津、河北、山西、内蒙)
东北(辽宁、吉林、黑龙江)
华中(河南)
西南(重庆)
其他(湖南、山东)
其他(湖南、山东、重庆)
华北(北京、天津、河北、山西、内蒙、河南)
华北(北京、天津、河北、山西、内蒙
东北(辽宁、吉林)
其他（湖南、山东、重庆）
西北（陕西）
东北（辽宁、吉林）
华北（北京、天津、河北、山西、内蒙）
东北（辽宁、吉林、黑龙江）
渝川大区
辽宁大区
湖南大区
陕西大区
冀中南大区
吉林大区
内蒙大区
山西大区
冀东大区
其他地区(湖南、山东、重庆)
西北地区(陕西)
东北地区(辽宁、吉林)
华北地区(北京、天津、河北、山西、内蒙古)
重庆地区
惠州地区
北京金融街
山西地区
江西地区
云南地区
北美地区
南美地区
非洲地区
港澳台地区
江西省外
江西省内
省外
省内
本公司内各业务分部相互抵消
浙江地区
河南地区
河北地区
淄博地区
东营地区
聊城地区
济南地区
山东省内其他地区
安阳地区
大连地区
日照地区
德州地区
霸州地区
烟台地区
濮阳地区
钦州地区
莱芜地区
菏泽地区
潍坊地区
国内地区
其中:西安地区
其中:济宁地区
其中:青岛地区
其中:东营地区
其中:济南地区
东营
济南
山西太原周边
安徽芜湖、徐州
安徽淮北、徐州
内销收入
英国
韩国
匈牙利
阿联酋
印度
六安市
黄山市
淮南市
亳州市
蚌埠市
宣城市
芜湖市
铜陵市
宿州市
巢湖市
芜湖
铜陵
蚌埠
合肥
山东、河南、河北
广东、福建
江、浙、
江、浙、上海
江苏、浙江、广东
江苏浙江广东地区
西藏
汇总抵销
南京市
南京市外
南京市市外
南京市市内
合并抵销
赤峰市
赤峰
吉林地区
湖北地区
内蒙古地区
武汉市
长沙以外地区
长沙地区
京珠高速公路广珠段
广佛高速公路
佛开高速公路
京珠高速广珠段
九江大桥
张家界地区
张家界
省内其他地区
湘西地区
省内其他
湘西
其他国际和地区
南非
中东
其他境外国家和地区
境外其它
境外其他
日本地区
美国地区
关境外
鲁豫湘鄂
江浙沪皖
辽吉黑地区
辽吉黑
陕甘宁川
广东福建及其他
京津晋冀蒙
渝蜀贵
广东福建地区
江浙地区
岳阳
公司内各地区分部相互抵销
株洲
牡丹江
海口
斐济地区
四川平武地区
VGM斐济（黄金）
淄博地区（房地产）
斐济地区（黄金）
四川平武地区（黄金）
四川地区（黄金）
四川地区(黄金)
VGM斐济(黄金)
淄博地区(房地产)
济南地区(房地产)
威海地区(房地产)
四川(黄金)
威海(房地产)
淄博(房地产)
济南(房地产)
威海地区
威海
淄博
威海文登
浙江瑞森
东泰纸业
江阴
乐山
珠海以外地区
珠海地区
珠海以外
西南及华南
上海及北京
西南及华北
西南、华东
南充(山东)
深圳、上海
南充
公司内部各业务分部相互抵销
内部各业务分部相互抵销
公司内各业务分部间抵销
公司内各业务分部间相互抵销
公司内各业务分布间抵销
公司内各业务分布间相互抵销
其中:东西北地区
其中:东西南地区
其中:东华南地区
其中:东华东地区
其中:东华中地区
其中:东华北地区
其中:东北地区
其中:西北地区
其中:西南地区
其中:华南地区
其中:华东地区
其中:华中地区
其中:华北地区
公司内部抵消
西安以外地区
宁波以外地区
宁波地区
宁波地区以外
浙江省外
浙江省内
国内内销
国外外销
租赁
其他业务收入
江苏省外
江苏省内
国内销收入
国外销收入
四川重庆
东部地区
维修
四川(重庆)
开发
四川(含重庆)
远洋运输
沿海运输
内河运输
劳务派遣服务、资产出租等
船员派遣服务、资产出租等
船员派遣服务等
长江内河运输
国内运输
(2)国外销售
(1)国内销售
国际销售
全国性经销商
华南地区经销商
自营－华南地区
华东华北
西南西北
国外及港澳地区
华东、华北
西南、西北
外省
本省
华东、华北地区
西南、西北地区
港澳
福建地区
中部地区
厦门市
三亚市
国外(含代理)
西部
北部
国内(其他)
国内(西部)
国内(北部)
省外地区
国内其他地
地区间抵消
常州地区
常州
汕头市
山东济南
其他城市
福建福州
四川成都
山东青岛
四川宜宾
湖州市
江苏苏州
其中:天津地区
其中:鲁能星城
德阳地区
其中：云南省外
其中：云南省内
其中:云南省外
其中:云南省内
其中:省外
其中:省内
云南省外
云南省内
贵州地区
贵阳市
贵阳地区
省内和华东地区
安徽省内和华东地区
华东和省内
河南省地区
郑州地区
其中:郑州地区
国内市场(郑州地区)
相互抵销
中西部地区
相互抵消
中西部及北部地区
中西部及东北地区
各地区分部内相互抵销
西南区域
西藏自治区
青海省
内蒙古自治区
西藏地区
山西省
苏州地区
长春地区
吉首地区
吉首市
长春市
军队
军队订货
军队定货
长沙(含浏阳)
湖南长沙地区
湖南长沙
广西桂林地区
桂林地区
分部间相互抵销
出口地区
出口境外
甘肃省外
甘肃省内
内部交易抵销数
省内地区
甘肃省外地区
甘肃省内地区
甘肃省
甘肃地区
印度、中东与非洲
亚太
拉美
拉丁美洲
以色列、非洲、中东和印度
印度、中东及非洲
国内区
泰安
曲阜
综合
南方
其他/海外
华中*
嘉善地区
南通地区
仪征地区
沈阳地区
浙江嘉善
辽宁沈阳地区
公司内各业务分部抵销及内部交易抵销
公司内各业务分部抵销
东南亚地区
上海地区收入
北京地区收入
陕西地区收入
内部抵扣
汇总抵扣
行业内抵销
延安地区
汉中地区
宝鸡地区
汉中
宝鸡
延安
其他省份
海南省外
海南省内
海南海口
川渝地区
四川重庆地区
乌拉圭
无锡地区
黑龙江地区
公司内部地区间抵消
海南分部
其他分部
郑州分部
境外分部
合并抵消数
公司内部销售相互抵销
抵消数
公司内各业务分部相互抵销
减:合并抵销数
华北区域
中南区域
广西区
广西区内
广西区外
其中:广西区外
其中:广西区内
广西区外(国内)
北海地区
广西北海地区
浙江宁波地区
浙江舟山地区
四川省内
四川省外
华北(含山东)
华中含三峡工程
华北含山东
北方区
其他非主营业务
台港澳地区
国外市场销售
国内市场销售
湖南省内
外省地区
新疆区
西中区
江苏区
上海区
山东区
其中:福建省平潭县
其中:福建省明溪县
其中:福建省福州市
其中:福建省龙岩市
其中:福建省建瓯市
其中:福建省漳州市
省内销售
福建省明溪县
福建省福州市
福建省龙岩市
福建省建瓯市
福建省漳州市
江苏省太仓市
福建省福福州市
福州
其中:辽宁省
其中:江西省
黑龙江省
中西南地区
其中:中西南地区
中西南
其中:华南
其中:华中
其中:华北
公司内各地区抵销数
其他各地
中原地区
河北省
河北省内
其中:湖南省(火力发电)
其中:湖南省(水力发电)
其中:广东省(水力发电)
广东省省外
广东省省内
内蒙古自治区外
内蒙古自治区内
江西地区以外
广东省以外地区
广东省地区
中原
合并抵销数
地区分部间相互抵消
公司内各行业相互抵销
青海
公司内各地区分部间相互抵销
港台地区
天津市、拉萨市
成都市
西安市
聊城市
陕西省西安市
广西省北海市
北海市
北海
延安市
安塞地区
纺织类
纺织品
铁合金
河南省外
河南省内
其中：河南省内
其中:河南省外
海南三亚地区
三亚地区
三亚
襄樊
秦皇岛
昆明
出口(本年仅直接出口)
出口(含间接出口)
其他区域
大庆
西宁
唐山
牡丹江地区
华北地区(乙二醇贸易)
华东地区(金属贸易)
西南地区(三元前驱体加工)
东北地区(金属贸易)
公司内部抵销
内部业务抵销
保险收入(上海)
保险收入（上海）
保险（上海）
其中:西北
其中:东北
其中:西南
其中:华东
云贵川地区
两广地区
减:主营业务税金及附加
境外(含港澳台地区)
除四川省外的中国大陆境内
境外（含港澳台地区）
上海等
公司内各分部抵销数
贵州省
新疆自治区
其中:内部交易抵消
地区间相互抵销
欧洲市场
美洲市场
国外其他地区
公司内各业务分部间相互抵消
大洋州
金华地区
海外市场
各地区间抵消
各地区间抵销
各地区抵销
各地区抵消
各地区间相互抵减
山东省外
山东省内
四川自贡
自贡
泰国
西南西北地区
公司各业务分部间相互抵销
公司各业务分部间公司各业务分部间抵消
华东华中
大华西
大华南
大华北
湖北省外
湖北省内
国内其它收入
其中:其它大洲及地区
其中:非洲
其中:亚洲
其中:其他大洲及地区
其他大洲及地区
其他大洲和地区
其它大洲和地区
公司各分部间抵销
湖北武汉
内蒙地区
大陆地区
浙江区域
湖北区域
荆州区域
西北、华北地区
其中：华北地区
其中：西北地区
其中：华东地区
港、澳、台及其他地区
国外、台港及其他地区
福州地区
西部(新疆、宁夏)
国内其它地区
海内
大同地区
太原地区
本地方向
太原方向地区
内蒙方向地区
北京方向地区
大同方向
其他国家或地区
中国以外其他地区
中国地区
郑州
邯郸地区
辽阳地区
国外片区
国内片区
华东片区
西南片区
华南片区
华中片区
东北片区
华北片区
西部片区
东南部地区
国内-东南部区
国内-中西部区
国内-北方区
东南部
公司内各地区业务分部间相互抵消
公司总部、分公司、子公司及其他
其他业务及分公司
锦州以外地区
锦州地区
锦州以外
国际收入
宁波市
广东以外地区
甘肃永登
甘肃省永登县
出口(中东)
广西北海
内蒙古通辽
江苏启东
辽沈地区
东丽区
东丽
开发区
西青区
天津开发区
山东部分
陕西部分
其他国家/地区
菏泽
安溪
南平
丹阳
泉州
福清
漳州
三明
新加坡
义乌
淮南
衡阳
湖州
公司内各行业分部间相互抵销
越南
土耳其
欧盟
公司内各各行业分部间抵销
东盟
意大利
巴西
巴拿马
立陶宛
沙特阿拉伯
德国
台湾
法国
印度尼西亚
科威特
波兰
东欧
菲律宾
阿尔及利亚
荷兰
上海分部
江苏分部
吉林分部
湖南分部
河北分部
广西分部
安徽分部
黑龙江分部
湖北分部
北京分部
河南分部
山东分部
贵州分部
内蒙古分部
贵州正虹
公司内部地区分部间抵销
浙江分部
四平分部
公司内部地区分部间抵消
广东分部
其他地区(含出口)
两湖地区
江浙、福建地区
江西、安徽地区
河南、河北地区
广东、广西地区
其中:西部
其中:中南
哈尔滨市
总部（含中山证券总部）
私募投资子公司
期货子公司
另类投资子公司
结构化主体
私募
另类
机构化
期货
总部（含中山证券总部及结构化主体业务）
总部（含结构化主体业务）
总部(含中山证券本部)
广东省清远市
清远市
国内(除广西外)
境内(除广西外)
国内(除广西以外)
省外地区及其他
宜兴
吉林省地区
焦作地区
河南省省内
江苏省及其他地区
山东省外地区
省内(山东省)
省外(山东省以外)
广西、广东
上海、江苏
广东、广西
内部销售抵销
福建、海南
湖南、湖北
塞浦路斯
福建、厦门地区
河南、河北
福建/厦门地区
以色列
上海/江苏
亚洲其他
其他亚洲地区
亚洲其他国家和地区
欧州
美州
欧美
南美洲
其中:重庆市
其中:浙江省
其中:新疆
其中:天津市
其中:四川省
其中:上海市
其中:陕西省
其中:山西省
其中:山东省
其中:内蒙古
其中:江苏省
其中:湖南省
其中:湖北省
其中:河南省
其中:河北省
其中:贵州省
其中:公司本部
其中:福建省
其中:北京市
其中:安徽省
境外（国元香港）
内蒙
各业务分部间相互抵销
射洪
绵阳
德阳
福州区域
福建区域
武汉区域
省外销售
其他地区(西南西北华北东北等)
海南区
其他地区（西南西北华北东北等）
减:内部抵消数
销外销售
湖南、湖北、江西
山东、河南、安徽等
江苏、浙江、上海等
广东、广西、福建等
山西、辽、吉、黑、内
湖南、河南、安徽
四川、贵州、云南
山东、河北、江西、天津
江苏、浙江、上海
广东、广西、福建、湖北
陕甘宁、新疆、西藏
山东、河北、江西
广东、广西、湖北
出口(尼日利亚)
四川贵州云南
山东河北江西
江苏浙江上海
广东广西湖北
总部及分公司
子公司及结构化主体
新疆维吾尔族自治区
子公司
贵阳省
贵阳
总部
两广
韶关地区
西藏自治区内
西藏自治区外
区外市场
区内市场
区外
区内
漳州市
三明市
泉州市
南平市
福州市
公司内各地区抵消数
减：公司内各地区抵消数
漳州地区
厦门地区
华北东北
山东、河南
东北三省
越南、泰国、东南亚国家等
中亚地区
哈萨克
哈萨克斯坦
伊朗
赞比亚
公司各业务分布间相互抵消
西藏拉萨、重庆地区
内蒙五原、重庆地区
西藏山南地区
欧美地区
欧、美地区
国内各地区
国内各地
境外子公司（含港澳）
境外子公司(含港澳)
其中：深圳
境外(含港澳)
其中:抵销
其中:境内子公司
其中:总部
其中:重庆
其中:浙江
其中:云南
其中:天津
其中:四川
其中:上海
其中:陕西
其中:山西
其中:山东
其中:辽宁
其中:江西
其中:湖南
其中:湖北
其中:黑龙江
其中:河南
其中:河北
其中:海南
其中:贵州
其中:广西
其中:广东
其中:甘肃
其中:福建
其中:北京
其中:安徽
国内其他业务
国内毛坯销售
国内阀门销售
出口阀门销售
国外阀门销售
国内铸锻件销售
出口国外阀门销售
工程咨询省外
工程咨询省内
工程咨询国外
毛纺国内
毛纺国外
内蒙古区外
内蒙古区内
西部区
东部区
江浙
出口及其他
新疆维吾尔自治区
宁夏回族自治区
公司总部及境内子公司总部
其中:公司总部及境内子公司总部
其中:内蒙古自治区
其中:云南省
其中:甘肃省
其中:宁夏回族自治区
其中:青海省
其中:广西壮族自治区
其中:新疆维吾尔族自治区
其中:黑龙江省
其中:西部地区
其中:南方地区
其中：北方地区
其中:北方地区
其中：南方地区
其中：西部地区
西部大区
南方大区
北方大区
省外收入
省内收入
中东部地区
甘肃地区_
东南沿海／境外
氯化钾
青海格尔木地区
西南及其他地区
公司内各业务分部间互相抵销
安徽黄山
其他<补充>
西南大区
华南大区
华东大区
海外大区
东北大区
北京大区
京津地区
兰州地区
宜昌地区
海口地区
兰州
兰州市
宝鸡市
甘肃省兰州市
陕西省宝鸡市
常德地区
湘西自治州
华中地区(中南)
直销
非洲分部
北美洲分部
欧洲分部
亚洲分部
中东分部
国内市场西南地区分部
深圳业务
绵阳业务
香港特区
南部地区
北部地区
铁岭地区
北京分公司
辽宁分公司
湖南分公司
湖北分公司
浙江分公司
山东分公司
江苏分公司
四川分公司
上海分公司
广东分公司
出口纱布
内销纱布
其中:关联交易金额
新加坡部
马来西亚部
中国部
境内部
境外部
境外区域
境内区域
国外区域
国内区域
南部区域
北部区域
地区间相互销售
内部销售
地区公布间相互抵消
地区分布间相互抵消
3、湖北地区
2、新疆地区
1、陕西地区
境外(美国)
公司内抵消
美国(境外)
西欧
粘合剂外销
粘合剂内销
粘合剂外俏
国外-贸易
国外-产品
国内-贸易
国内-产品
国外(精密件)
国内(贸易)
国内(自动化生产线)
国外(贸易)
国内(精密件)
国外(自动化生产线)
国内(数码打印控制系统)
国内(铸造产品)
国外(包装自动化生产线)
国内(包装自动化生产线)
国内(车载玻璃)
国外（自动化产品）
国内（精密件）
国内（自动化产品）
国外（包装机械）
国内（数码打印控制系统）
国内（车载玻璃）
国内（包装机械）
国内（铸造产品）
国外（精密件）
国内（自动化生产线）
国外（自动化生产线）
国外（车载玻璃）
国内（其他）
国内销售-包装机械
国内销售-铸造
国内销售-汽车零部件
国内(房地产)
国内(纸制品包装机械)
国外(纸制品包装机械)
国内(汽车零部件)
国外收入(含港澳)
国外收入（含港澳）
国外主营业务收入(含港澳)
国内主营业务收入
国外(含港澳)
中国境外(含港澳)
境外收入(含港澳)
太原以外地区
临汾地区
山西省临汾地区
北京及内蒙地区
东北、华北地区
华北及东北地区
国内部分
国外部分
广东省东莞市
广东东莞
赣州周边地区(广东、福建)
赣州地区
赣州及邻近周边地区
华中、华南各省份
省内及周边地区
东北区及内蒙
省内及周边省份
江苏、安徽、浙江、江西、湖南、陕西
东北三省及内蒙地区
本省及周边省份
东北三省及内蒙
本省及周边地区
内部相互抵销
丹东地区
各地区相互抵消
佛山地区
境(国)内地区
杨凌地区
扬凌地区
重庆分部
陕西分部
广州分公司
成都分公司
内部业务分布相互抵消
中国区
国际销售收入
售进出口公司(出口)
国外(售进出口公司)
售进出口公司
售进出口公司(国外)
外阜地区
外埠地区
外埠
华北(不包括北京)
出口（东南亚）
出口(东南亚)
茂名市
山东、东北、华北区
中国市场
东边地区
沿海地区
出口酒类产品
内销酒类产品
吉林市地区
通化市地区
白山市地区
内部抵减
合并抵减
北疆地区
南疆地区
东疆地区
各业务分部间相互抵消
哈密地区
吐鲁番地区
鄯善地区
阿克苏地区
巴州地区
乌昌地区
乌鲁木齐片区
昌吉及北疆地区
喀什地区
和静地区
库尔勒地区
昌吉地区
省内地区(省内地区)
成都地区(西南地区)
上海地区(华东地区)
香港地区(香港地区)
北京地区(华北地区)
深圳地区(华南地区)
省内地区(铜产品)
成都地区(铜产品)
深圳地区(铜产品)
北京地区(铜产品)
上海地区(铜产品)
晋、冀、鲁、豫、皖
澳洲地区
公司内相互抵销
京外地区
石家庄
呼和浩特
秘鲁
豫南
长江以北
长江以南
出口及境外销售
峨眉山市
成都地
秦皇岛地区
海外（主营业务）
国内（主营业务）
中南区
公司内部行业抵减
长江以南地区
长江以北地区
减:公司内部行业抵减
长江以南地区的对外交易收入
长江以北地区的对外交易收入
减：公司内部行业抵减
长江以北地区对外交易收入
长江以南地区对外交易收入
其中:中南地区
其中:赣州
其中:修水
其中:丰城
赣州
修水
丰城
萍乡
新余
修水地区
新余地区
出口仪表
境外（出口）
其中:其他地区
其中:亚太地区
其中:美洲地区
其中:欧洲地区
国际贸易
国内贸易
国外贸易
国外其他市场
东部及其他地区
东部及其他区
东部及北部地区
福建省内
福建省外
不同分部间抵消
不同地区间抵消
湖南省外
直接出口
浙江省外地区
浙江省内地区
公司内部业务分部抵销
公司内各地区分
其中:自营出口
其中:境外子公司销售
其中:代理出口
间接出口
宁夏自治区
内蒙自治区
山东(房地产业务)
重庆(房地产业务)
河南(房地产业务)
江西(房地产业务)
上海(房地产业务)
江苏(房地产业务)
浙江(房地产业务)
岳阳地区
邵阳地区
中、西南大区(河南、湖南、湖北、广东、广西)
新疆大区
西北大区(山西、内蒙、宁夏、陕西)
华东地区(六省一市)
华北大区(河北、北京、天津)
东北大区(辽宁、吉林、黑龙江)
东北大区（辽宁、吉林、黑龙江）
西北大区（山西、内蒙、宁夏、陕西）
华东(六省一市)
中、西南大区
西北大区
华北大区
贵州省内
境内市场
境外市场
减:公司内各地区抵销
国内(机械产品)
境内其他地区
外贸
其他大区
东北区域
西北区域
京津区域
川渝区域
云贵区域
南方区
粤琼区域
南方区-东南
南方区-云贵
河北区域
江浙沪区域
赣闽区域
湘鄂皖区域
山东区域
中原区域
陕西区域
山西区域
河南区域
广西区域
天津区域
辽宁区域
江浙沪
中南大区
京津大区
蒙古
外销收入
华中及华南地区
华南及华中地区
衡阳地区
娄底地区
湘潭地区
衡阳市
娄底市
其他(华南、华北等)
其他(华南、华北、新疆等)
其他（华南、华北等）
减:内部抵消金额
其他(华南、华北)
其他(华南、西北等)
西藏等地区
四川及贵州地区
私募股权投资管理
行业内相互抵减
公司内部相互抵消
南部
国内分部
国外分部
中国国内销售
闽、鄂、湘、贵
苏、鲁、豫、皖
沪、浙、苏南
分部间相互抵消
钦州分部
南宁分部
河池分部
其中：华南地区
其中：海南地区
其中：西南地区
其中：中南地区
其中：国外地区
其中：东北地区
其中:国外地区
其中:海南地区
海南本部
减:内部销售
内部销售抵消
海南本部(含国际贸易部)
减内部销售
石家庄地区
内部交易抵消
抵扣
房地产
呼和浩特市
山西省内
华北华东地区
太原市区
华北、华东地区
?台港澳地区
软件和信息技术服务国内
纺织国外
纺织国内
内贸
内贸收入
外贸收入
出口销售收入
境外(直接出口)
地区间相互抵消
业务间抵销
国外(指客户为大陆外)
国内(指客户为中国大陆)
南宁市
中山市
(6)广东地区
(5)上海地区
(4)辽宁地区
(3)河北地区
(2)北京地区
(1)江西地区
抵消内部交易
国外出口
全国
公司内各地区分部相互抵消
廊坊
深圳及珠江三角等地区
台湾地区
西北分部
西南分部
华南分部
华北分部
华东分部
华中分部
西南等地区
华南地区(非广东)
华南(除广东)
产品国际销售总计
产品国内销售总计
非州
中国大陆、香港及台湾地区
中国大陆，香港及台湾地区
华中区域
华南区域（不含深圳区域）
港澳台区域
华南区域(不含深圳区域)
其中：深圳市
北京市-建筑业务
四川省-建筑业务
湖南省-建筑业务
其中：深圳市-建筑业务
广东省-建筑业务
陕西-服务业及其他业务
其中：深圳-服务业及其他业务
广东-服务业及其他业务
其他省-物业板块
江西省-物业板块
江苏省-物业板块
天津市-物业板块
山东省-物业板块
湖北省-物业板块
上海市-物业板块
北京市-物业板块
湖南省-物业板块
其中：深圳市-物业板块
广东省-物业板块
其他省-地产板块
贵阳-地产板块
上海-地产板块
湖南-地产板块
四川-地产板块
新疆-地产板块
江西-地产板块
江苏-地产板块
其中：深圳市-地产板块
广东-地产板块
其他省-建筑业务
广西省-建筑业务
河南省-建筑业务
福建省-建筑业务
重庆市-建筑业务
云南省-建筑业务
江西省-建筑业务
江苏省-建筑业务
山东省-建筑业务
湖北省-建筑业务
上海市-建筑业务
江苏省-建筑业务（楼宇工程）
其中：深圳市-建筑业务（楼宇工程）
其他省-物业业务
天津市-物业业务
上海市-物业业务
广东省-其他服务收入及其他业务
江苏省-物业业务
湖北省-物业业务
广东省-建筑业务（楼宇工程）
四川省-地产业务
江苏省-地产业务
其他省-建筑业务（楼宇工程）
湖北省-建筑业务（楼宇工程）
陕西省-其他服务收入及其他业务
其中：深圳市-地产业务
其中：深圳市-其他服务收入及其他业务
江西省-物业业务
湖南省-物业业务
其他省-地产业务
新疆-地产业务
其中：深圳市-物业业务
湖南省-地产业务
江西省-地产业务
广东省-地产业务
江西省-建筑业务（楼宇工程）
湖南省-建筑业务（楼宇工程）
山东省-物业业务
北京市-物业业务
广东省-物业业务
其中:深圳市
新疆省
欧洲及澳大利亚
江南区域
海外及其他区域
东南区域
唐山市
其中:西北区
其中:华中区
其中:华南区
其中:东区
其中:华北区
浙江片区
江沪片区
海外片区
北方片区
公司内部各业务分部间相互抵销
东南片区
公司内部各业务
江沪地区
其中:澳大利亚等国家
其中:南方区
其中:中原区
其中:北京区
其中:上海区
北京区
中原区
除中国以外的地区
除中国以外地区
华中华南地区
华南、华中
江办地区
