area
混凝土
建筑业
砼剂收入
工程施工
物业
仓储业
石料
商品混凝土
碎石
珠宝批发及零售
物业租赁及服务
汽车销售
汽车检测维修及配件销售
珠宝运营
租赁及服务
减:内部抵销数
内部抵销数
汽车维修检测
汽车贸易
汽车检测及维修
租赁服务
汽车检测维修
其他批发和零售贸易
其他社会服务业
物业出租
汽车维修
手表业务
精密科技业务
精密制造业务
表类
飞亚达表
品牌名表
物业经营
租赁及酒店业
名表、飞亚达表销售及时尚品牌表
名表、飞亚达表销售
名表及飞亚达表销售
酒店
酒店经营
工业制造及销售
物业管理租金收入
钟表销售
钟表制造业
餐饮娱乐业及其他
钟表零售业
餐饮业
蒸汽销售收入
运输业务收入
燃气销售收入
电力销售收入
蒸汽销售
运输业务
电力销售
燃气业务
蒸汽业务
售电业务
电力生产
其他销售收入
电力、蒸汽、热水的生产和供应业
电力业务
仓储业务
装卸业务
代理进口
工程收入
电力
内部交易抵销
装卸业
电力行业
医药零售
医药批发
物流及仓储服务
租赁及其他收入
药品零售
租赁及培训服务收入
药品批发
医药制造
医药商业
医药批发及零售
商业－医药零售
商业－医药批发
非药品贸易
工业－医药
公司内各业务分部相互抵销
公司内各业务部相互抵消
商业-医药零售
商业-医药批发
内部企业之间销售
医药零售业
医药批发业
医药工业
减:公司内部销售抵消
减:内部企业之间销售
减:公司内部行业间相互抵消
医药商业(零售)
医药商业(批发)
内部抵消
内部销售
内部企业销售
减:内部销售
商品医药零售
工业医药
公司内各企业间相互抵消
减：内部抵销数
酒店及其他服务
租赁及物业管理
建筑安装
酒店饮食
旅游酒店饮食服务
内部抵销
商品流通
建筑施工安装
房屋租赁收入
旅游酒店
商业经纪与代理业
建筑施工
商品销售收入
旅游酒店饮食服务收入
建筑施工收入
酒店饮食服务
行业间相互抵销
物业管理业
旅游饮食服务业
内部抵消数
零部件
印刷业
印刷包装
物业经营及管理
物业经营管理
物业经营与管理
物业经营管理与印刷
物业及其他管理
投资物业及相关服务
商品房销售及一级土地开发
商品房销售
物业管理及来料加工
其他(含来料加工、物业管理等)
来料加工
商品房开发与销售
商品房开发
服务业物业管理
三来一补来料加工
房地产业房屋租赁
房地产业商品房销售
房屋租赁业
电子信息业
电子物流业
电子商贸业
房地产及租赁业
电子工程
电子信息制造业
公司内部行业间互相抵销
劳务
房地产及房产租赁
通信产品
电子设备
电子元器件
维修及劳务
电子设备制造销售
电子元器件制造销售
维修及劳务收入
公司内部行业间相互抵消
其他信息技术业
电子器具制造业
电子器件制造业
自主品牌
云计算及数字化转型
IT分销
云服务
云计算
物业管理及出租
农畜业
通讯行业
物业及其他
农畜牧行业
加工
畜牧业
粮食及饲料加工业
农业
农畜业产品销售业务
房地产销售业务
工业产品销售业务
种养业
饲料产业
通讯产业
水处理业务
设备销售及其他
垃圾处理
工业废弃物处理
城市环境服务
环保设备及其他
环保工程设备
垃圾焚烧发电
垃圾焚烧及发电
垃圾焚烧及售电
垃圾处置及焚烧发电
投资性房地产转让
房屋租赁业务
主营业务
手机及配件销售
设备租赁
移动通信行业
公司内行业间相互抵销
境内加工
售后服务
手机配件销售
手机销售
加工收入
移动通讯行业
进料加工
公司内行业间相互抵消
移动通讯
移动通信
酒店收入
房地产出租
房产销售
租金及物业管理费
租金及物业管理
租金及相关
租赁及相关收入
租赁及相关
租金及相关收入
房地产销售、租金及相关收入
房租及管理费
PTA销售
房地产销售及房租
纺织漂染制品销售
数码印花系统
其他纺织品业
石油制品业
房地产销售及租金
PTA石化新材料
纺织漂染制品
其他纤维制品制造业
数码喷射印花系统销售
棉纱销售
外贸加工/出口
服装销售
棉纱收入
羽绒服销售
软件销售
污泥干化
能源行业
工程劳务
污泥处理
工程咨询经营业务
销售热力业务
销售电力业务
销售燃油业务
工程承包
热力生产
供油业务
工程承包经营业务
供热业务
供电业务
售热收入
工程承包经营收入
售电收入
售电
商业保理
民间资本管理
广告传媒
保理业务
广告传媒业务
其他电子产品
贸易业务
电容器
制造工业
重型卡车业务
物流服务业务
能源、化工及液态食品装备业务
空港、消防及自动化物流装备业务
金融及资产管理业务
集装箱制造业务
海洋工程业务
道路运输车辆业务
单元载具业务
产城业务
集装箱业务
重卡业务
金融业务
空港装备业务
合并抵销
空港装备
道路运输车辆
物流服务
金融
重卡
海洋工程
产城
集装箱
能源、化工及液态食品装备
空港设备业务
能源化工设备业务
物流服务与装备业务
物流业务
机场地面设备
能源化工装备
建造合同
销售商品
材料加工
空港设备
能源化工设备
能源、化工装备
车辆
供应链收入
生态环保收入
新能源收入
物业及房屋租赁
生态环保业务
供应链业务
新能源业务
新能源
生态环保
环保收入
房地产收入
设备销售
物业及酒店管理
建造安装
房地产租赁
业务间抵销
物流及运输
酒店及餐饮
出租车运输
房地产开发及物业管理
物流及装卸运输
酒店管理
房地产经营及物业管理
集团内行业间相互抵减
饮食业
房地产管理
交通运输辅助业
公路运输
批发和零售业
物流
出租车及装卸运输
运输物流
装卸运输业
商贸旅业
各业务分部间相互抵销
物业服务收入
酒店餐饮收入
服务
施工
酒店餐饮
工程施工收入
租赁及服务收入
酒店餐饮业
出租及服务业
土木工程建筑业
集团抵消
工商业
工业、商业
行业间抵消
行业间抵销
集团内行业间抵销
工业及商业
物业管理、租赁
国内外贸易
行业间内部抵消
材料转让、电费
服装制造业
物业租赁管理
物业管理租赁
行业间内部抵销
物业租赁与酒店
保险行业
证券行业
信托行业
装修工程
金融业务公允价值变动损益
金融业务汇兑收益
已赚保费
金融业务投资收益
地产业务
技术服务收入
物业出租收入
物资贸易
工业制造业
其他业务项目
公司内各业务分部互相抵销
技术服务
工业产品
其他电子设备制造
消防电子
养殖及销售终端
饲料生产
金融投资
公用事业
公共事业
房屋及土地租赁
自来水供应
养殖业
分部间抵消
减：内部抵消数
P2P服务
公司内部行业抵消
公路运输业
自来水的生产和供应业
养殖
电池及配件销售
电池及配件
房屋销售
房屋租赁及物业管理
电子元器件行业
劳务收入
电子元器件制造业
液晶显示屏及液晶显示模块
液晶显示屏及模块
液晶显示器及液晶显示模块
液晶显示模块
金属制造业
轨道交通业
新能源产业
新能源分部
幕墙分部
轨道交通分部
幕墙
照明器具制造业
建筑安装工程收入
地铁屏蔽门与安全门销售及安装
电子原器件销售
建筑材料销售
其他金属制品业
内部交易抵消
建筑用金属制品业
公司内各业务部间相互抵消
公司内各业务部间相互抵销
铝型材及彩板型材
复合铝板及单层成型铝板
建筑安装工程
商业运营服务
融资租赁服务
金融服务
物业租赁业务
融资租赁业务
代建服务
贷款业务
林木
处置投资性房地产
林木收入
物业及租金收入
零售商业
娱乐服务业
商业类
物业管理类
物业租金收入
药品销售
地产开发
电子市场及物业租赁和管理
检验检测
新能源技术开发
贸易业
金融业
酒店业
房地产开发业务
电子市场
电子商务业务
电子市场经营及物业出租服务
电子市场和物业租赁服务业务
电子商务
电子市场及物业经营
仓储运输
涉外运输及保税仓储业务
租赁和商业服务业
(4)旅游饮食服务业
网络通信类业务
保税仓储及涉外运输业务
电子市场经营业务及物业出租
涉外运输及仓储业务
电子市场经营及物业出租
彩管业务
出租业务
其他交通运输、仓储业
通信类产品制造
商贸类业务
电子市场经营及物业出租业务
彩色显像管制造
电子市场经营及物业租赁业务
彩管制造业
电子市场经营业务
精细化工
化肥板块
石化板块
塑料行业
化肥行业
石化行业
塑料
石化
化肥类
塑料制品
石化产品
精细化工产品
化肥类产品
化肥
芳烃类产品
聚烯烃类产品
原油加工及石油制品
油品
聚烯烃
石油化工
化学肥料制造业
水电费收入
加工服务
副产品销售
丙二醇
二甲酯
甲醇
复合肥
抽余油
二甲苯
甲苯
苯
餐饮及客房服务
液氨
尿素
有色金属贸易业务
铅锌铜采掘、冶炼及销售
铝、镍、锌加工及销售
精矿采掘、冶炼及销售
铅锌矿采掘、冶炼及销售
铅锌精矿产品铅锌矿采掘、冶炼及销售
铅锌及制造工业
集团内行业间相互抵销
金融行业
高新技术产品行业
房地产开发与管理
运输行业
建材及装饰
建材及幕墙
重有色金属冶炼业
集团内行业间相互抵
冲孔镀镍镉收入
市场配套服务
农产品批发市场经营
农产品加工生产
公司内部行业抵销
减：公司内部行业抵销
农产品加工生产养殖
减:公司内部行业抵消
农产品批发市场
农产品加工与生产养殖
减:公司内部行业之间抵消
市场配套服务业务
生产养殖加工配送业务
零售超市业务
农批市场业务
酒店客房
商场销售
农产品生产加工业务
农产品批发市场业务
农产品配套服务业务
超级市场零售
基中行业抵消
市场销售
农产品生产加工养殖
零售市场业务
内部之间抵消
批发市场业务
团内行业间相互抵销
市场配套体系
农产品配套服务
物流平台
酒店餐饮客房
集团内行业间相互抵消
行业之间抵消
物业经营及其他分部
基于大数据的电子元器件等产品综合信息服务及全球采购服务分部
电子元器件授权分销分部
电子元器件及电子终端产品实体交易市场分部
其他物业经营分部
终端产品线上分销分部
线上电子元器件及相关产品长尾需求现货交易平台分部
电子元器件线上交易平台分部
电子元器件及终端产品线下交易平台分部
电子元器件线下分销分部
品牌终端产品线上分销分部
电子元器件及电子终端产品线下交易平台分部
电子元器件分销
其他物业经营
电子商务（销售收入）
电子商务（服务性收入）
电子专业市场及配套开发
电子专业市场经营与服务
电子商务（销售）
电子商务（服务）
电子商务(服务性成本)
电子商务(销售成本)
电子商务(销售)
电子商务(服务性)
电子商务(销售收入)
电子商务(服务性收入)
电子信息产业高端服务业
电子商务(销售收入
高端服务业及电子商务
信息服务
物业开发与经营
物业开发与市场经营及服务
电子制造业
物业开发与管理
物业开发及管理
商贸流通
信息产业
电子信息
家电及电子元器件产业
通讯设备类制造行业
来自客户合同的收入
通信设备类制造行业
电信服务
通讯终端设备
通讯系统工程
电信服务收入
通讯系统工程收入
通讯设备行业
通信设备行业
通信设备类行业
发电收入
金属包装容器销售
货运代理
货物贸易
国内建筑工程
国际工程承包
房地产项目销售
国内建筑安装
铝材销售
减:公司内各分部抵销数
铝材产品销售
公司内各分部抵销数
有色金属压延加工业
铝业加工制造
减:公司内各分部抵消数
产品生产销售
国内工程
国际工程
园区及物业服务
电源产品
信息安全整机及解决方案
高新电子
商业代理业务
计算机相关设备制造业务
计算机相关设备制造
计算机行业
产品销售(商业代理)
产品销售(制造业)
计算机应用业务
电脑及外设业务
网络产品、软件、系统集成及电子商务
网络产品软件系统集成及电子商务
商品销售(商业代理)
软件产品销售
建筑工程
仓租等服务业
技术咨询规划服务
仓租服务业
工业制造
旅游综合行业
旅游综合业务
旅游综合收入
纸包装收入
纸包装业务
纸包装行业
纸包装
旅游综合
广告收入
旅游团费收入
门票收入
地产销售收入
内部相互抵消
景区及酒店等旅游收入
主题旅游地产销售收入
内部互相抵销
商品房销售收入
内部相互抵销
传媒业
电子产品销售
光纤光缆销售
铝电解电容器销售
光传输设备销售
光纤、光缆销售
光缆销售
工程服务
电子元器件器销售
通信行业
铝电解电容器
通信设备
光缆
有线电视产品系列
有线电视设备
电子原器件
通讯设备
医药流通
医疗器械
食品、保健品
保健品、食品
医药商业流通
医疗器械流通
医药制造:保健品、食品
医药制造:药品
药品制造
药品生产
医药制造(药品)
医药制造业
内部销售抵销金额
制造业:保健品、食品
制造业:药品
其他食品制造业
内部销售抵销
医药制造:(药品、保健品食品)
医药制造:保健品食品
医药制造业:药品
流通业
公司内各业务间互相抵销
食品
保健品
药品
高速公路收费
港口货物装卸运输
仓储及其他服务
仓储租赁业
交通运输业
减:行业间抵销
港口装卸业
港口运输业
港口运输
水泥制品业
抵销数
减:抵消数
码头装卸业
抵消数
航空主业
航空增值
航空物流
航空广告
航空广告收入
航空物流收入
航空增值收入
航空主业收入
内部抵消(收入)
广告服务
港口公路运输
客货代理
航空地面
抵销及其他
港口公路
航空地面服务
客货代理服务
广告制作发布
地面运输服务
海关监管快件处理
候机楼租赁
港口服务
其他服务
候机楼物业租赁
航空地面保障服务
货物管理
客票销售代理
特许经营权
港口使用管理
货物运输服务
旅客过港服务
航站楼租赁
其他城市服务业
棚改项目管理服务
棚改项目管理服务分部
棚改项目管理服务收入
棚改项目管理服务收入*
物业管理及服务
出租业
酒店经营及管理
的士运营
租赁、物业管理
市政工程建设与管理
租赁及物业服务
运输收入
代建管理费收入
的士运输
内部行业抵销
内部行业间抵销
市政工程与建筑施工
公司内部行业公司内部行业
酒店服务业等
商贸及饮食服务业
物业租赁收入及其他
危化品贸易
成品油
仓储收入
便利店收入
危化品
液体化工仓储
危化品及PVC贸易收入
化工收入
石油制品
仓储
便利店
加油站便利店
液化石油气
液化石油气经营
油品经营
成品油经营
通航运输
通航维修
融资租赁
航空维修业
航空运输业
航空维修
通用航空运输服务
二、航空维修业
一、通用航空运输业
通用航空运输业
其他及抵销
分销业务
半导体显示业务
其他及抵消
半导体显示器件
电子产品分销
抵消调整
半导体显示及材料业务
TCL电子
TCL通讯
华星光电
家电集团
翰林汇
通力电子
销售及物流服务业务群
销售及物流
部品及材料
TCL多媒体
部分及材料
销售及物流服务
其他及合并抵消
华星
商用系统
泰科立
家电产业
移动通讯产业
多媒体电子产业
其他及合并抵销
维修费
原材料销售
泰科立集团
物流与服务业务群
房地产与投资业务群
部品产业
物流与服务
房地产与投资
IT产品
销售电工产品
销售电话机
销售电脑
销售移动电话
销售其他家电产品
销售多媒体产品
医疗板块
养老板块
养老版块
医疗版块
养老服务
医院投资运营
医疗商品销售
医疗专业工程
医疗后勤综合服务
楼房销售
医疗咨询、诊断收入
医疗器械收入
工程结算收入
货物销售收入
综合后勤收入
医疗业务
房地产开发与销售
工艺品及其他制造业
光学产品
软件及系统集成
软件开发及系统集成
软件及系统集
系统软件
精密光学产品及加工
集团内行业间互相抵消
软件及系统
数码配件
镜头
望远镜
电脑摄像头
数码相机
变焦相机
一般贸易
境外经营
成套设备出口和工程承包
境外经营收入
成套设备进出口
成套设备和技术进出口业务
水泥
水泥销售收入
熟料销售收入
水泥制造业
糖业和酒精
水泥及熟料的销售
自营出口古巴芸豆业务
水泥销售
援几内亚广播电视转播车
成套设备出口
药品零售流通
药品生产制造
药品零售流通业
药品生产制造业
中药材及中成药加工业
化学药品制剂制造业
动物药品制造业
化学药品原药制造业
新能源综合服务业务
贸易行业
化肥行业及化学制品制造业
化学肥料及化学制品制造业
化学原料及化学制品制造业
化工
信息传播业
信息传播行业
配件
铝型材
生物制品
人造革
让售材料
其他生物制品业
泡沫塑料及人造革、合成革制造业
塑料板、管、棒材制造业
制革业
PVC管板材
PVC管、板材
膜类
铝型材加工业
生物制品业
塑料制品业
农业机械
工程机械
环境产业
工程机械行业
其他（补充)
环卫机械
建筑机械
起重机械
混凝土机械
路面机械
软件和信息技术服务业
棉纺织业
纺织业
纺织
纺织棉纱销售
纺织坯布销售
油品销售产业
仓储服务
油品产业销售
油品产业
运输服务
煤炭贸易
煤焦化产业
贸易产业
麻黄素产业
房地产经营
焦炭
原煤
煤焦化
原料药产业
原料药
煤焦化(煤炭)
麻黄素制品
商贸类
房地产类
工业类
番茄酱
麻黄素
其他国内贸易
麻黄素制品销售
棉花出口及内销
进口棉短绒销售
进口钢材销售
投资管理
企业金融
投资银行
本金投资
机构服务及交易
个人金融
机构服务与交易
资产及基金管理业务
证券及期货经纪业务
信用业务
证券承销及保荐业务
境外业务
证券自营及其他投资业务
证券自营及其他证券自营及其他
证券自营及其他
投资业务
资产管理和基金管理业务
投资银行业务
自营投资业务
证券自营业务
客户资产管理业务
经纪业务
热电
化纤
总部及其他
化纤分部
电力、热能分部
电力、热能
营业房出租
广告业务
BT项目管理费
平台贸易
电力热能
原油开采
原油
油田
纺织品
物流运输
电子电器
交通运输设备制造业
销售商品及其他
叉车服务
设备制造业
机械制造行业
电气机械及器材制造业
电器机械及器材制造业
材料及其他
直流输电系统
电气化铁道
配网产品
用电系统设备
EMS加工服务
变压器
电网及发电系统
输配电及控制设备制造业
电气机械及器材制造
继电器
电力开关
电力控制系统
电缆桥架
电能仪表
继电器及装置
干式变压器
电力保护及自动化设备
变压器、开关等一次设备
建材行业
建材
熟料
房产开发
土地开发
物业经营收入
酒店经营收入
拆迁代理费
策划费
租售房代理费
拆迁费收入
物业收入
房屋出租收入
房产开发收入
土地开发收入
研究服务费
代理咨询费收入
制药行业
制药
医务用品
环保车
机械设备
机修
药机
通用设备制造业
通用设备制造
通用设备
专用设备制造
机器设备
专用机器
压缩机配件
压缩机
专用设备制造业
其他电器机械制造业
油品贸易业务
天然气业务
天然气终端销售业务
天然气贸易业务
管道制造业
天然气管道制造业
成品油贸易业务
农化业务
生物制品制造业
PE原料贸易业务
天然气管道制造业务
天然气销售业务
成品油批发业务
其他塑料制造业
化学农药制造业
成品油批发业
能源批发业
能源、材料和机械电子设备批发业
生物
农药
塑胶
能源材料和机械电子设备批发业
能源、材料和机械
公司内部抵销
其他代理业务
代理业务
化工产品
加盟费
贸易代理业务
招商策划服务
矿业
国际贸易
农林行业
陶瓷产品
日用陶瓷
化工原料
中密度板
棉花加工
进口贸易
农产品
日用瓷
陶瓷制品业
陶瓷行业
板材行业
农业行业
农业木业行业
木业
陶瓷
电力电缆
煤气
电缆行业
通信电缆
信息技术服务
专业技术服务
特种轮胎制造
矿业开发
加工贸易业
轮胎制造
贵金属采选业
黑色金属采选业
黑色金属采选
贵金属采选
贵金属
氯化钾
回收酒精
饲料
食品添加剂
无水酒精
酒精
二级药用明胶
特级药用明胶
药用明胶
棕榈油销售
玉米销售
化工贸易
油品贸易
IT产业
工业(机床主业)
工业(机床配套)
工业（机床主业）
金属加工机械制造业
金属切削机床
机床销售
金属加工机械
机床销售收入
其他产品销售收入
机床
专机及其他
数控机床类
普车类
钻床类
镗床类
专机及其它
医药零售行业
医药批发行业
医药销售业
仓储运输业
医药销售
药材保健品销售
中成药销售
药材销售
医疗器械销售
保健品销售
纺织品销售
药材
中成药
丝绸制品
电子通讯产品
新能源汽车
石墨烯产业化应用
装备及技术服务
光电显示材料
成套装备与技术
石墨烯
电真空玻璃器件及配套电子元器件
蓝宝石材料
玻璃基板
高端装备及技术服务
成套装备及技术服务
建筑安装业务
元件销售等
玻管销售
玻璃基板设备及技术服务
元件销售
彩色电视机显像管元部件
彩色电视机显像管元部
电
天然气
其他融资租赁
集装箱销售
集装箱租赁
飞机销售
飞机租赁
飞机
基础设施/道路桥梁/轨道交通租赁
商业物业
商业物业租赁
机械设备租赁
基础设施/道路桥梁/轨道交通
集装箱租赁和销售
基础设施/道路桥梁/轨道
融资租赁及相关收入
经营租赁及相关收入
经营租赁及相关
融资租赁及相关
经营租赁
金融担保
教育培训
自来水销售
城市水务及节水
水利工程施工
培训收入
入来料加工收入
自来水销售收入
药品销售收入
教育产业
城市水务
教育投资分成收入
来料加工收入
工程施工及基础设施投资
工程施工及基础设施
技术服务及物业管理
工业生产
工程建设
典当
保险经纪
商品零售及其他
商品零售
投资与资产管理
脑白金
商业零售业务
脑白金业务
农产品交易市场
超市业
百货业(含家电)
百货业（含家电）
装饰工程
农产品交易市场收入
工程
百货业
农产品市场交易收入
超市
百货(含家电)
百货
农产品交易收入
综合投资
酒店旅游
商贸零售
典当收入
餐饮、促销等收入
典当业
旅游酒店业
加工业
粘胶纤维
粘胶长丝
粘胶短纤
醋酐
化工行业
浆粕
空调纤维
圣麻纤维
阻燃纤维
竹浆纤维
粘胶短丝
纤维
化纤浆粕
粘胶长短丝
化纤:浆粕
化纤:粘胶长、短丝
纤维素纤维制造业
粘胶纤维行业
纺织行业
汽车营运
旅游服务
燃气器材销售
发电
汽车营云
旅游业及服务业
汽车客运
旅游及服务业
汽车客运业
化肥产品
电力产品
有机化工
氯碱
有机化工行业
氯碱行业
化工产品制造
聚氯乙烯
化学产品制造
有机化学产品制造业
季戊四醇
医药贸易
阿胶系列产品
食品行业
包装印刷
其它行业
中药行业
药用辅料
保健食品
阿胶及系列产品
采矿行业
冶炼行业
基金管理
供电供热
电费
供电供热收入
其他方面收入
车辆通行费用收入
化肥销售收入
糖及副产品
通行费
糖及副产品收入
化肥收入
通行费收入
供电、供热
电、热
热电业
公路通行费
供电
供气
供水
供热
自来水
热力
酒店资产运营
资产运营业
生产制造业
酒店公寓销售
光电子业
售房收入
光电产品
光电产业
光电子产品
管理费收入
娱乐
客房
光电子产业
酒店娱乐服务业
计算机软件业
华天信息产业
华天文化娱乐公司
其他主营收入
高速公路、桥梁通行费收入
广告牌租赁收入
高速公路通行费收入
旅游客运行业
旅行社服务业
广告代理业
销售服务业
旅游客运业
旅行社业
广告服务业
环保客运
旅行社服务
旅游运输业
场地租赁收入
旅游收入
宾馆收入
商贸收入
土地销售
土地销售收入
旅游业收入
湖南湘财三门软件有限公司
张家界国际大酒店
建筑材料
机制纸
电力、热力
镁矿
电力及热力
造纸化工用品
镁矿分部
金融分部
机制纸分部
化工用品
电力热力
酒店成本
造纸设备
电及汽
纸制品
专用化学产品制造业
其他建筑业
纸浆制造业
纸制品业
造纸业
各类机制纸
设计咨询
商品混凝土加工销售
租赁销售
涤纶纤维
购物中心
量贩
商品零售业
商品
房产租赁
房产销售及租赁
医疗服务
医疗咨询服务
医疗
医疗行业
房地产业（物业管理）
房地产业（房产销售）
房地产业(物业出租)
房地产业(物业管理)
房地产业(房产销售)
物业管理及其他收入
医药电子商务及交易
服务行业
医药电子交易
医药电子商务
数字娱乐
房租收入
化纤收入
纤维原料初步加工业
化纤工业
工业收入
在线娱乐
节能技术服务行业
干细胞行业
传媒行业
传媒及活动业务
存储及开发业务
传媒业务
存储业务
存储产品
存储业务收入
传媒业务收入
存储产品销售收入
出版业
存储产品销售
存储产品业务
数据存储器
油脂
食品加工
旅游酒店服务
物业管理服务
物业管理服务费
公司内相互抵销
旅游服务收入
网络服务收入
监理收入
工程监理
网络服务
加工建造
旅游
建材加工建造
培训
矿业行业
房屋租赁行业
黄金
矿产行业
房地产策划咨询
盐产品
盐业
纸业
盐制品
磁卡材料
新型建筑材料
房地产及物业
电力能源
码头运营
港口物流运营
(3)房地产业(含物业)
(2)商业
(1)工业
物业管理(含剩余物业销售)
房地产业(含物业)
房地产(含物业)
制造及贸易
理货、装拆费等
交通运输代理业务收入
进出口自营及贸易代理
中药材及中成药加工及销售
制造和贸易
会展服务收入及其他
会展服务及其他
租赁板块
园林工程收入及其他
