_id,name,company,title,href,includes,description
5f66521eade9005a1ee81d70,罗捷敏,艾德生物,,,0,
5f665229ade9005a1ee82052,欧阳湘英,赛意信息,,,0,
5f665238ade9005a1ee822ea,任玉升,双一科技,,,0,
5f665239ade9005a1ee8231b,王凯,双一科技,,,0,
5f665214ade9005a1ee81b00,陈勇,海特生物,陈勇(海特生物独立董事),/item/%E9%99%88%E5%8B%87/53386280,101,陈勇，1966年出生，理学博士。海特生物独立董事。人物履历 ，曾任第九至十一届全国人大代表。任湖北大学中药生物技术省重点实验室、药物筛选省工程实验室及湖北省生物...
5f665214ade9005a1ee81ab0,陈亚,海特生物,陈亚(武汉海特生物制药股份有限公司董事长),/item/%E9%99%88%E4%BA%9A/50058363,101,"陈亚,1972年出生,中国香港居民,硕士研究生学历。现任武汉海特生物制药股份有限公司董事长兼总经理 人物经历 2003年开始负责公司业务和发展战略等全方面领导工作,现任..."
5f665214ade9005a1ee81ac8,夏汉珍,海特生物,夏汉珍,/item/%E5%A4%8F%E6%B1%89%E7%8F%8D,1,"夏汉珍,1963年出生,硕士研究生学历,高级会计师,中国国籍。现任武汉海特生物制药股份有限公司董事、财务总监 人物经历 曾任湖北省建筑标准设计研究院会计、湖北省石化..."
5f665218ade9005a1ee81bf1,王需如,中石科技,,,0,
5f66521eade9005a1ee81da3,陈英,艾德生物,,,0,
5f665222ade9005a1ee81ea1,吴加维,智动力,吴加维,/item/%E5%90%B4%E5%8A%A0%E7%BB%B4,3,"吴加维,智动力董事长,董事。职务 董事长,董事  公司 智动力  性别 男吴加维,男,1972年生,中国国籍,无境外居留权。深圳市智动力精密技术股份有限公司副总经理、副..."
5f665234ade9005a1ee821e3,宋嘉斌,澄天伟业,宋嘉斌,/item/%E5%AE%8B%E5%98%89%E6%96%8C,2,"宋嘉斌,澄天伟业董事。职务 董事 公司 澄天伟业  性别 男 学历 硕士宋嘉斌:男,1987年出生,中国国籍,无境外永久居留权,硕士研究生。2012至2013年任职于杭州弘论..."
5f665235ade9005a1ee82233,蒋伟红,澄天伟业,,,0,
5f665245ade9005a1ee82534,张伯雄,中环环保,张伯雄(中环环保董事),/item/%E5%BC%A0%E4%BC%AF%E9%9B%84/53454473,101,张伯雄，中环环保董事。张伯雄先生:1968年生，中国国籍，无境外永久居留权，大专学历，高级经济师。历任黄山市黄山区移民局科长、安徽美安达实业有限公司副总经理，现任...
5f665214ade9005a1ee81b0a,李长爱,海特生物,李长爱(海特生物独立董事),/item/%E6%9D%8E%E9%95%BF%E7%88%B1/53452080,101,李长爱，海特生物独立董事。李长爱女士，1964年出生，管理学博士，中国国籍，无境外居留权。1999年至2013年任湖北经济学院会计学院院长。现任湖北经济学院会计学院二级...
5f665219ade9005a1ee81c10,杨小帆,中石科技,,,0,
5f665219ade9005a1ee81c91,朱光福,中石科技,,,0,
5f665228ade9005a1ee81fdf,曹惠娟,赛意信息,曹惠娟,/item/%E6%9B%B9%E6%83%A0%E5%A8%9F,2,"曹惠娟,赛意信息独立董事。职务 独立董事  公司 赛意信息  性别 女 学历 硕士曹惠娟女士,中国籍,无境外永久居留权,1977年生,研究生学历。1995年10月至1999年9..."
