_id,name,company,title,href,includes,description
5f6679a9ade9005a1ef0b712,朱益平,晨光文具,,,0,
5f6679aeade9005a1ef0b7f0,王峥,莱绅通灵,,,0,
5f6679aeade9005a1ef0b7fc,周婷,莱绅通灵,,,0,
5f6679aeade9005a1ef0b816,王怀芳,莱绅通灵,,,0,
5f6679b3ade9005a1ef0b8cf,吕婕,永创智能,吕婕,/item/%E5%90%95%E5%A9%95,3,"吕婕,永创智能副董事长,董事。职务 副董事长,董事  公司 永创智能  性别 女 学历 本科吕婕女士:汉族,1973年生,本科学历。现任杭州永创智能设备股份有限公司董事长..."
5f6679b8ade9005a1ef0ba1d,张翼飞,中持股份,张翼飞(中持股份董事),/item/%E5%BC%A0%E7%BF%BC%E9%A3%9E/53396604,101,"中持股份  性别 男 学历 本科张翼飞先生,男,1970年出生,中国国籍,本科学历,拥有美国永久居留权。1992年7月至1994年12月,任北京市华晖环境保护公司工程部经理;199..."
5f6679a3ade9005a1ef0b5ec,李新航,好莱客,李新航,https://baike.baidu.com/item/%E6%9D%8E%E6%96%B0%E8%88%AA/5839194,2,"李新航,好莱客独立董事。职务 独立董事  公司 好莱客  性别 男 学历 本科李新航先生:中国国籍,1973年出生,无境外永久居留权,本科学历,毕业于广东财经大学会计系..."
5f6679a4ade9005a1ef0b629,甘国强,好莱客,,,0,
5f6679a9ade9005a1ef0b73c,全强,晨光文具,,,0,
5f6679aeade9005a1ef0b7e6,陈传明,莱绅通灵,,,0,
5f6679b3ade9005a1ef0b8da,吴仁波,永创智能,吴仁波(永创智能董事),/item/%E5%90%B4%E4%BB%81%E6%B3%A2/53458254,101,吴仁波先生:汉族，1976年生，大专学历。现任杭州永创智能设备股份有限公司董事、副总经理。2002年至2011年10月，任职于永创有限，历任销售员、销售主管、销售经理、...
5f6679b8ade9005a1ef0ba06,许国栋,中持股份,,,0,
5f6679b8ade9005a1ef0ba10,邵凯,中持股份,邵凯(中持股份董事),/item/%E9%82%B5%E5%87%AF/53396603,101,"中持股份  性别 男 学历 本科邵凯先生,男,1963年出生,中国国籍,本科学历,教授级高级工程师,无境外永久居留权,2006年“新世纪百千万人才工程”北京市级人选,2014..."
5f6679aeade9005a1ef0b7db,蔄毅泽,莱绅通灵,,,0,
5f6679a4ade9005a1ef0b64b,张文伟,好莱客,,,0,
5f6679b4ade9005a1ef0b958,丁晓敏,永创智能,,,0,
5f6679a9ade9005a1ef0b71d,韩连花,晨光文具,,,0,
5f6679b3ade9005a1ef0b91a,丁佳妙,永创智能,,,0,
5f6679a4ade9005a1ef0b657,马娜,好莱客,,,0,
5f66799fade9005a1ef0b509,郑立桥,长城科技,,,0,
5f6679afade9005a1ef0b847,齐红,莱绅通灵,,,0,
5f6679beade9005a1ef0bbe7,孟广生,龙蟠科技,,,0,
5f6679bdade9005a1ef0bb50,秦建,龙蟠科技,秦建(XD龙蟠科董事),/item/%E7%A7%A6%E5%BB%BA/53383997,0,"秦建,男,中国国籍,1971年出生,硕士。2003年至2009年,任江苏龙蟠石化有限公司营销总监,2009年,任江苏可兰素汽车环保科技有限公司副总经理至今;2014年1月,担任江苏..."
