_id,name,company,title,href,includes,description
5f663e0cade9005a1ee4eb32,张艳菊,天喻信息,,,0,
5f663e12ade9005a1ee4ec47,肖光昱,欣旺达,,,0,
5f663e12ade9005a1ee4ec3c,曾玓,欣旺达,,,0,
5f663e12ade9005a1ee4ec5e,刘征兵,欣旺达,刘征兵(欣旺达独立董事),/item/%E5%88%98%E5%BE%81%E5%85%B5,101,刘征兵，男，生于1969年，中国国籍，无境外永久居留权，管理科学与工程博士，欣旺达独立董事。人物履历 1997年7月至2015年5月曾在深圳市龙岗区委区政府办公室、...
5f663e17ade9005a1ee4ed54,王竹泉,青岛中程,,,0,
5f663e17ade9005a1ee4ed73,孙建强,青岛中程,孙建强(酷特智能独立董事),/item/%E5%AD%99%E5%BB%BA%E5%BC%BA/53401408,0,同时，孙建强先生还兼任海利尔药业集团股份有限公司独立董事、青岛中资中程集团股份有限公司独立董事、山东玲珑轮胎股份有限公司独立董事等。自2016年12月起至今兼任青岛酷...
5f663e17ade9005a1ee4ed93,袁瑞峰,青岛中程,,,0,
5f663e17ade9005a1ee4edc3,于秀成,青岛中程,,,0,
5f663e0bade9005a1ee4eae6,王清云,天喻信息,王清云(天喻信息独立董事),/item/%E7%8E%8B%E6%B8%85%E4%BA%91/53389485,101,"天喻信息  性别 女 学历 硕士王清云,女,中国国籍,无境外居留权,1964年12月出生,中共党员,南开大学法学学士,中国人民大学法学硕士。曾任中国教育出版传媒集团有限公司..."
5f663e0bade9005a1ee4eafa,李士训,天喻信息,,,0,
5f663e0fade9005a1ee4ebcb,周奕荣,理邦仪器,,,0,
5f663e16ade9005a1ee4ed30,王忠,青岛中程,王忠(青岛中程董事),/item/%E7%8E%8B%E5%BF%A0/53389094,101,"董事 公司 青岛中程  性别 男 学历 硕士王忠,男,1969年5月出生,中国国籍,无境外永久居留权。中国香港理工大学品质管理理学硕士、北京大学法学硕士。曾任职于浙江..."
5f663e03ade9005a1ee4e97c,李涛,舒泰神,,,0,
5f663e0bade9005a1ee4eb05,岳蓉,天喻信息,岳蓉,/item/%E5%B2%B3%E8%93%89,0,岳蓉，1974年生，创业投资人，华中科技大学博士，武汉“城市合伙人”，清科集团中国创业投资机构50强副总经理，武汉华工创业投资有限责任公司副总经理，科华银赛创业投资...
5f663e12ade9005a1ee4ec98,李伟鸿,欣旺达,,,0,
5f663e16ade9005a1ee4ed10,贾玉兰,青岛中程,"贾玉兰(青岛中程副董事长,董事)",/item/%E8%B4%BE%E7%8E%89%E5%85%B0/53389088,101,"青岛中程  性别 女 学历 本科贾玉兰,女,1963年出生,中国国籍,享有新西兰永久居留权,毕业于天津医科大学,本科学历。1985年-2005年任天津传染病医院临床医师,2005年..."
5f663e17ade9005a1ee4eda6,赵子明,青岛中程,,,0,
5f663e16ade9005a1ee4ed3e,贾晓钰,青岛中程,贾晓钰,/item/%E8%B4%BE%E6%99%93%E9%92%B0,2,"贾晓钰,青岛中程董事。职务 董事 公司 青岛中程  性别 男 学历 本科贾晓钰,男,1984年出生,中国国籍,无境外永久居留权。澳大利亚昆士兰大学学士学位。2011年10月..."
5f663e12ade9005a1ee4ec53,周小雄,欣旺达,周小雄(欣旺达董事、歌力思独立董事),/item/%E5%91%A8%E5%B0%8F%E9%9B%84/53455049,101,周小雄，男，1961年3月出生，中国国籍，无永久境外居留权。硕士学位，高级经济师。欣旺达董事、歌力思独立董事。人物履历 周小雄:1983年8月至1986年8月，在中国人民...
5f663e17ade9005a1ee4ed5e,徐茂顺,青岛中程,,,0,
5f663e0fade9005a1ee4eb9f,苏洋,理邦仪器,,,0,
5f663e17ade9005a1ee4ed7e,赵焕森,青岛中程,,,0,
5f663e03ade9005a1ee4e9a4,程江红,舒泰神,,,0,
5f663e0fade9005a1ee4eb95,李淳,理邦仪器,李淳(中国信达外部监事),/item/%E6%9D%8E%E6%B7%B3/53464094,0,独立董事李淳先生，1957年生，硕士学历。国浩律师事务所创始合伙人、执行合伙人。曾任深圳市律师协会会长；现任中华全国律师协会发展战略委员会副主任；中国私募基金与...
5f663e12ade9005a1ee4ec76,钟明霞,欣旺达,,,0,
5f663e17ade9005a1ee4ed48,赵风雷,青岛中程,赵风雷(青岛中程董事),/item/%E8%B5%B5%E9%A3%8E%E9%9B%B7/53453297,101,赵风雷，男，生于1970年6月，研究生学历，具有基金从业资格。青岛中程董事。人物履历 赵风雷先生，曾任青岛双星鞋业股份有限公司证券办经理、青岛旭日经济信息咨询有限...
5f663e1cade9005a1ee4eeea,费紫微,天泽信息,,,0,
5f663e1bade9005a1ee4ee98,肖四清,天泽信息,"肖四清(天泽信息董事长,董事)",/item/%E8%82%96%E5%9B%9B%E6%B8%85/53457178,101,肖四清，天泽信息董事长，董事。肖四清，男，1984年2月生，中国国籍，无境外居留权，本科学历，EMBA硕士，毕业于中欧国际商学院。主要任职情况如下:2010年4月创办...
5f663e1bade9005a1ee4eea4,罗博,天泽信息,罗博(天泽信息董事),/item/%E7%BD%97%E5%8D%9A/53398694,101,"天泽信息  性别 男 学历 硕士罗博,男,1986年3月生,中国国籍,无境外居留权,研究生学历,复旦大学金融学硕士,获得深交所上市公司董事会秘书资格证书。主要任职情况..."
5f663e18ade9005a1ee4edee,董东,青岛中程,,,0,
5f663e17ade9005a1ee4edcd,陈坚,青岛中程,,,0,
5f663e21ade9005a1ee4f011,张松,森远股份,,,0,
5f663e17ade9005a1ee4edda,于珊,青岛中程,,,0,
5f663e1cade9005a1ee4ef1d,薛冉冉,天泽信息,,,0,
5f663e1cade9005a1ee4eecb,刘灿辉,天泽信息,刘灿辉(天泽信息独立董事),/item/%E5%88%98%E7%81%BF%E8%BE%89/53398700,101,"天泽信息  性别 男 学历 博士刘灿辉,男,1974年5月生,中国国籍,无境外居留权,博士研究生学历,毕业于中南财经政法大学,湖南省科技厅特聘专家。主要任职情况如下:199..."
5f663e21ade9005a1ee4f007,吴占军,森远股份,,,0,
5f663e26ade9005a1ee4f099,王桂珍,亿通科技,"王桂珍(亿通科技董事长,董事)",/item/%E7%8E%8B%E6%A1%82%E7%8F%8D/53399510,100,"王桂珍,女,1971年出生,中国国籍,大专学历,助理工程师、二级建造师。2005年1月至2011年6月任江苏亿通高科技股份有限公司采购部负责人;2011年7月至2011年11月任..."
