_id,name,company,title,href,includes,description
5f666f78ade9005a1eee6f96,朱文隽,永辉超市,,,0,
5f666f7dade9005a1eee7072,章更生,建设银行,章更生,https://baike.baidu.com/item/%E7%AB%A0%E6%9B%B4%E7%94%9F/3784379,1,章更生，安徽东至人，高级经济师，现任中国建设银行执行董事、副行长。人物经历 教育经历 1984年本科毕业于辽宁财经学院（现东北财经大学）基建财务与信用专业。2010年...
5f666f7fade9005a1eee71a6,靳彦民,建设银行,靳彦民,https://baike.baidu.com/item/%E9%9D%B3%E5%BD%A6%E6%B0%91/5619162,2,靳彦民，汉族，现任中国建设银行首席风险官。。靳彦民，先后在中国建设银行总行投资部、营业部、信贷管理部、公司业务部、小企业金融服务部、广东省分行等多个机构...
5f666f83ade9005a1eee72a3,乔先彪,中国出版,,,0,
5f666f89ade9005a1eee73dc,宗兆勤,苏垦农发,,,0,
5f666f68ade9005a1eee6bc1,单翔,凤凰传媒,单翔(江苏凤凰出版传媒集团有限公司副总经理),https://baike.baidu.com/item/%E5%8D%95%E7%BF%94/5833554,0,单翔，男，1969年2月生，汉族，四川宜宾人，研究生学历，硕士学位，2010年12月加入中国共产党，1991年10月参加工作。现任江苏凤凰出版传媒集团有限公司副总经理。人物...
5f666f69ade9005a1eee6c4d,金国华,凤凰传媒,金国华(江苏凤凰出版传媒股份有限公司副总经理),/item/%E9%87%91%E5%9B%BD%E5%8D%8E/22387726,0,金国华，男，1963年10月生，汉族，江苏兴化人，在职研究生学历，博士学位，1996年1月加入中国共产党，1985年8月参加工作。现任江苏凤凰出版传媒股份有限公司副总经理...
5f666f77ade9005a1eee6f80,熊厚富,永辉超市,,,0,
5f666f78ade9005a1eee6fcb,吴光旺,永辉超市,,,0,
5f666f7eade9005a1eee7109,吴建杭,建设银行,吴建杭(CCB 15USDPREF监事),/item/%E5%90%B4%E5%BB%BA%E6%9D%AD,2,吴建杭先生，1961年出生，自2014年3月起任中国建设银行战略规划部总经理。2013年10月至2014年3月任中国建设银行研究部总经理，2007年12月至2013年10月任建信金融...
5f666f83ade9005a1eee728e,刘伯根,中国出版,刘伯根(中国出版集团公司副总裁、党组成员),https://baike.baidu.com/item/%E5%88%98%E4%BC%AF%E6%A0%B9/4552378,100,刘伯根，男，安徽桐城人。1962年5月出生，中共党员，研究生学历。1983年大学毕业即从事编辑出版工作，历任中国大百科全书出版社编辑、编辑部主任、总编室主任、副总...
5f666f88ade9005a1eee736c,解亘,苏垦农发,,,0,
5f666f69ade9005a1eee6c59,宋吉述,凤凰传媒,,,0,
5f666f68ade9005a1eee6c1e,徐云祥,凤凰传媒,徐云祥(凤凰传媒股份有限公司董事会秘书),https://baike.baidu.com/item/%E5%BE%90%E4%BA%91%E7%A5%A5/4070745,100,徐云祥先生：1964年出生，中国国籍，无境外居留权。1987年毕业于南京师范大学，获学士学位，2003年7月获南京大学行政管理专业研究生学历，具有编审、教师资格。徐先生...
5f666f77ade9005a1eee6f29,班哲明·凯瑟克,永辉超市,,,0,
5f666f6fade9005a1eee6ddf,李亚东,吉视传媒,,,0,
5f666f77ade9005a1eee6f75,林振铭,永辉超市,,,0,
5f666f77ade9005a1eee6f68,刘晓鹏,永辉超市,,,0,
5f666f7fade9005a1eee719b,吕家进,建设银行,吕家进(建设银行副行长),https://baike.baidu.com/item/%E5%90%95%E5%AE%B6%E8%BF%9B/4266644,101,2020年7月，任建设银行副行长。任免信息 2020年7月22日，建行发布公告称，经董事会决议，决定聘任交行原副行长吕家进担任建行副行长。获得荣誉 2014年6月26日，...
5f666f78ade9005a1eee6ff7,彭华生,永辉超市,,,0,
5f666f88ade9005a1eee7398,臧旭,苏垦农发,,,0,
5f666f7eade9005a1eee70ff,赵锡军,建设银行,,,0,
5f666f8fade9005a1eee74bf,田高良,金钼股份,,,0,
5f666f6eade9005a1eee6d82,董汝幸,吉视传媒,董汝幸,/item/%E8%91%A3%E6%B1%9D%E5%B9%B8,2,"董汝幸,吉视传媒独立董事。职务 独立董事  公司 吉视传媒  性别 男 学历 硕士董汝幸,男,1957年出生,中国国籍,无境外居留权。正高级审计师,中国注册会计师。吉林..."
5f666f7eade9005a1eee7134,鲁可贵,建设银行,鲁可贵(CCB 15USDPREF职工监事),/item/%E9%B2%81%E5%8F%AF%E8%B4%B5,2,鲁可贵，男，本科，中国国籍。CCB 15USDPREF职工监事。人物履历 2013年9月至2017年4月任中国建设银行天津审计分部主任，2011年4月至2013年9月任中国建设银行黑龙江...
5f666f88ade9005a1eee733f,刘耀武,苏垦农发,,,0,
5f666f6dade9005a1eee6cef,李晖,吉视传媒,李晖(吉视传媒董事),/item/%E6%9D%8E%E6%99%96/53386817,101,李晖，男，1970年出生，中国国籍，无境外居留权。吉视传媒董事。人物履历 李晖，正高级会计师，本科学历，毕业于吉林财贸学院。历任吉林省妇幼保健院财务科会计，长春...
5f666f6fade9005a1eee6deb,韩波,吉视传媒,,,0,
5f666f7dade9005a1eee70bf,米歇尔·马德兰,建设银行,米歇尔·马德兰(建设银行独立非执行董事),/item/%E7%B1%B3%E6%AD%87%E5%B0%94%C2%B7%E9%A9%AC%E5%BE%B7%E5%85%B0,101,米歇尔·马德兰，男，硕士，1956年1月出生，法国国籍。建设银行独立非执行董事，审计委员会委员，提名与薪酬委员会委员，风险管理委员会委员。人物履历 米歇尔·马德兰...
5f666f7fade9005a1eee7162,胡昌苗,建设银行,胡昌苗,/item/%E8%83%A1%E6%98%8C%E8%8B%97,1,胡昌苗，1964年3月出生，北京大学经济地理学专业研究生毕业，理学硕士学位。现任中国建设银行董事会秘书。人物履历 1986年，北京大学经济地理学专业研究生毕业，并获...
5f666f77ade9005a1eee6f3e,廖建文,永辉超市,廖建文(花样年控股独立非执行董事),/item/%E5%BB%96%E5%BB%BA%E6%96%87/53468092,1,现任花样年控股集团有限公司独立非执行董事、彩生活服务集团有限公司独立非执行董事、赫基(中国)服饰有限公司独立董事、中国联合网络通信股份有限公司董事、永辉超市股份...
5f666f7dade9005a1eee70d7,冯婉眉,建设银行,,,0,
5f666f7eade9005a1eee712a,贲圣林,建设银行,,,0,
5f666f7eade9005a1eee7141,程远国,建设银行,程远国(CCB 15USDPREF职工监事),/item/%E7%A8%8B%E8%BF%9C%E5%9B%BD,2,程远国先生，中国国籍。程先生自2017年2月起任中国建设银行公司业务部总经理，2017年8月起兼任建信信托有限责任公司董事长。2014年8月至2017年2月任中国建设银行...
5f666f8fade9005a1eee74b2,刘刚,金钼股份,刘刚(金钼股份独立董事),/item/%E5%88%98%E5%88%9A/53388615,101,刘刚，男，1975年出生，工学博士，教授，博士研究生导师，金钼股份独立董事。人物履历 曾任西安交通大学材料科学与工程学院副教授，德国莱布尼兹固体材料研究所(IFW-...
5f666f6eade9005a1eee6d09,吴国萍,吉视传媒,,,0,
5f666f6fade9005a1eee6e09,麻卫东,吉视传媒,麻卫东,https://baike.baidu.com/item/%E9%BA%BB%E5%8D%AB%E4%B8%9C/3834873,1,麻卫东：男，1970年出生，中国国籍，无境外居留权。高级工程师，本科学历，毕业于吉林大学。简历 历任吉视传媒长白分公司经理；吉林市有线广播电视传输有限责任公司副总...
5f666f77ade9005a1eee6f1f,李国,永辉超市,李国(中百集团董事),/item/%E6%9D%8E%E5%9B%BD/53392733,1,李国，男，1978年出生，中共党员。中百集团董事。人物履历 李国，曾任福州永辉超市有限公司黎明店防损部员工、组长、领班、福建永辉集团有限公司国棉店、黎明店行政...
5f666f77ade9005a1eee6f53,方青,永辉超市,,,0,
5f666f7cade9005a1eee705c,田国立,建设银行,田国立,https://baike.baidu.com/item/%E7%94%B0%E5%9B%BD%E7%AB%8B/6955211,1,田国立，男，汉族，1960年12月出生，河北出生，中共党员，研究生学历，博士学位，高级经济师，中国共产党第十九届中央委员会候补委员。现任中国建设银行党委书记、...
5f666f7dade9005a1eee70b5,M·C·麦卡锡,建设银行,M·C·麦卡锡(建设银行独立非执行董事),/item/M%C2%B7C%C2%B7%E9%BA%A6%E5%8D%A1%E9%94%A1/53463339,101,M·C·麦卡锡，男，76岁，英国国籍。建设银行独立非执行董事，战略发展委员会委员，提名与薪酬委员会委员，风险管理委员会委员，提名与薪酬委员会主席。现任职务 自...
5f666f82ade9005a1eee7278,金元浦,中国出版,金元浦,https://baike.baidu.com/item/%E9%87%91%E5%85%83%E6%B5%A6/5869512,0,金元浦于80年代中期积极参与美学文艺学方法论讨论，为中国较早介绍接受美学与接受理论的主要学者之一，1987年翻译出版了我国第一部接受美学译著《接受美学与接受理论》...
5f666f78ade9005a1eee6fa2,陈颖,永辉超市,陈颖(福建永辉超市有限公司总经理),/item/%E9%99%88%E9%A2%96/53589778,102,陈　颖，女，福建永辉超市有限公司总经理。人物经历 陈　颖，女，福建永辉超市有限公司总经理。所获荣誉 2020年9月8日，被评为全国抗 击新冠肺炎疫情先进个人。
5f666f82ade9005a1eee726d,彭兰,中国出版,彭兰(清华大学新闻与传播学院教授、博士生导师),https://baike.baidu.com/item/%E5%BD%AD%E5%85%B0/7859094,0,彭兰，女，1966年10月出生，博士，入选过教育部2006年“新世纪优秀人才支持计划”和北京市社科百人工程。现为新闻与传播学院教授、博士生导师、中国人民大学新媒体...
5f666f88ade9005a1eee7329,朱亚东,苏垦农发,朱亚东(江苏省农垦农业发展股份有限公司总经理),/item/%E6%9C%B1%E4%BA%9A%E4%B8%9C/52348022,1,2020年7月20日晚，江苏省农垦农业发展股份有限公司（简称“苏垦农发”）发布公告称，原总经理王立新已辞职，曾任农垦集团农业发展部部长、农业处处长的朱亚东将接任...
